No,Valid,Message,Issue-url,Tag,Category
0,False,nan, , ,None
1,False,color chore stringdependabot authored, , ,None
2,False,calendar treat selected calendarid finding string, , ,None
3,False,chore postcsspostcssrelease postcsschangelog postcsscompare commits postcssdependency updateddependency postcssdependency indirectsupport dependabot signeddependabot authored, , ,None
4,False,chore browserslistbrowserslistrelease browserslistchangelog browserslistcompare commits browserslistsupport dependabot signeddependabot authored, , ,None
5,False,packet chorepacket mafintoshrelease packet mafintoshmaster packet changelog mafintoshcompare commits packet mafintoshsupport dependabot signeddependabot authored, , ,None
6,False,getting, , ,None
7,True,wrapper added readmewrapper addedadded blazorcomment updated,https://api.github.com/repos/RPCS3/rpcs3/issues/781, ,None
8,False,lodash chorelodashlodash releaselodash commits comparesupport dependabot signeddependabot authored, , ,None
9,False,parse choreparse unshiftioparse release unshiftioparse commits unshiftio comparesupport dependabot signeddependabot authored, , ,None
10,False,handlebar chorehandlebar wycatsrelease wycatsrelease master handlebar changelogcompare commits wycatssupport dependabot signeddependabot authored, , ,None
11,False,chorereleasechangelogcompare commitssupport dependabot signeddependabot authored, , ,None
12,False,elliptic choreelliptic indutnyelliptic release indutnycompare commits elliptic indutnysupport dependabot signeddependabot authored, , ,None
13,False,nan, , ,None
14,False,timezone option, , ,None
15,False,timezone customtimezone custom option seoultimezone custom resolvetimezone refactor offset logicbroken resolveinitutilrefactor property timezoneoffset support change breakingrevert eslint stylerefactor remove unnecessarybroken resolverefactor durationrefactor remove consolerecalculate detail popuptimezone using creation resolve popuprefactor apply feedbacktimezone option declaration example refactorinitutil polyfillweakmap polyfillpolyfill getcanonicalpolyfillresolvebroken resolvelocale requirepolyfilllocal numberformatpolyfill changepolyfill localebroken resolvelocale polyfill remove numberformatbroken locae resolvedependency chore remove unnecessarypolyfill changecommentrefactor remove title unnecessary, , ,None
16,False,crone chore string change, , ,None
17,False,update refactor example, , ,None
18,False,chore string action change, , ,None
19,False,deprecated chore, , ,None
20,False,prettier config style, , ,None
21,False,custom displayed always scheduleprettier config stylecustom displayed always scheduleupdate style, , ,None
22,False,color remove unnecessary style, , ,None
23,False,nan, , ,None
24,False,logic setalldayperiod resolve, , ,None
25,False,update ateendees schedule, , ,None
26,False,chore action github change, , ,None
27,False,action crone chore change string, , ,None
28,False,safety action chore change shell script, , ,None
29,False,chorervaggrelease rvaggcompare commits rvaggsupport dependabot signeddependabot authored, , ,None
30,False,mergemerge master branch, , ,None
31,False,latest browser section support change, , ,None
32,True,month rendering schedule resolve issuemonthly schedule resize issue revertedmonthly schedule resolve issue midnightbroken resolveposition monthly mouserefactor apply feedbackimport datetimemidnight schedule issue resolverefactor remove whitespace,https://api.github.com/repos/RPCS3/rpcs3/issues/646, ,None
33,False,resolve, , ,None
34,False,timezone always allday consider period schedule, , ,None
35,False,chore auditchore auditrefactor remove unnecessary sourcedebps chore audit, , ,None
36,False,elliptic choreelliptic indutnyelliptic release indutnycompare commits elliptic indutnysupport dependabot signeddependabot authored, , ,None
37,False,first function refactor unused revert remove lastinarraycommit reverts, , ,None
38,False,first function refactor unused remove lastinarray, , ,None
39,False,never passed argumentparameter refactor unused remove, , ,None
40,False,better operator utilizerefactor operator elvis change, , ,None
41,False,substituteapril sincesinceeverywherereplaceupdate minimal supported, , ,None
