No,Valid,Message,Issue-url,Tag,Category
0,False,readme update, , ,None
1,False,update contributor, , ,None
2,False,nan, , ,None
3,False,readme update, , ,None
4,True,mergealexandra request master mergesetup parent function argument,https://api.github.com/repos/MetaMask/metamask-extension/issues/124, ,None
5,False,setup parent function argument, , ,None
6,False,readme update, , ,None
7,True,mergerequest jsonkao master mergefixing,https://api.github.com/repos/MetaMask/metamask-extension/issues/113, ,None
8,False,nan, , ,None
9,False,nan, , ,None
10,False,update contributor, , ,None
11,True,aeaad mergerequest tuckergordon patch mergeelement array change,https://api.github.com/repos/MetaMask/metamask-extension/issues/111, ,None
12,False,update, , ,None
13,False,element array changearray documentation selector string element, , ,None
14,False,readme update, , ,None
15,False,readme update, , ,None
16,False,readme update example, , ,None
17,False,update copyright, , ,None
18,False,nan, , ,None
19,False,offset optional, , ,None
20,False,readme update, , ,None
21,False,polyfill latest intersection observer, , ,None
22,False,nan, , ,None
23,False,place progress fixed remove decimal, , ,None
24,False,nan, , ,None
25,False,destroy reset callback, , ,None
26,False,nan, , ,None
27,False,build, , ,None
28,False,update, , ,None
29,True,mergesmnarnold debug feature clean request mergecleanup,https://api.github.com/repos/MetaMask/metamask-extension/issues/108, ,None
30,False,update, , ,None
31,True,mergerequest master steven mergetypescript,https://api.github.com/repos/MetaMask/metamask-extension/issues/107, ,None
32,False,removed hasclass jquery nostalgiaremoved function unusedreplacedmoved concatenation getstepid string functionsimplified, , ,None
33,False,typescript, , ,None
34,False,nan, , ,None
35,False,eslint format adjust, , ,None
36,True,mergescrollable throw container ryshackleton request merge errorscrollable throw error child container,https://api.github.com/repos/MetaMask/metamask-extension/issues/106, ,None
37,False,scrollable built update checking scrollama, , ,None
38,False,scrollable first check element, , ,None
39,False,built version commit, , ,None
40,False,example resulting thrown showing error, , ,None
41,False,scrollable throw child stating check element error, , ,None
42,False,scrollable ensure first parent search element function recursively, , ,None
43,False,mobile example, , ,None
44,False,update, , ,None
45,True,mergerequest master mergechange latest merge,https://api.github.com/repos/MetaMask/metamask-extension/issues/1, ,None
46,False,update contributor, , ,None
47,False,nan, , ,None
48,False,disable enable handling, , ,None
49,True,mergeenable disable functionality bugfix ryshackleton request mergefunctionality disable enable,https://api.github.com/repos/MetaMask/metamask-extension/issues/100, ,None
50,False,nan, , ,None
51,False,build rollback container, , ,None
52,False,rollback container, , ,None
53,False,scroller enable disable example showing, , ,None
54,False,stepabove naming event incorrect prevents function, , ,None
55,False,prevent scroller enable modify disabling already error checking calling logic called handleenable, , ,None
56,False,nan, , ,None
57,False,build, , ,None
58,False,update, , ,None
59,False,contributor, , ,None
60,True,mergerequest comment andysongs mergecomment revise,https://api.github.com/repos/MetaMask/metamask-extension/issues/95,type-bug,None
61,True,mergerequest master mergegetoffsettop,https://api.github.com/repos/MetaMask/metamask-extension/issues/94, ,None
62,False,update, , ,None
63,False,update, , ,None
64,True,mergescroll request merge jungle containerscrollable observing within element issue,https://api.github.com/repos/MetaMask/metamask-extension/issues/91,type-bug,None
65,False,update, , ,None
66,False,update, , ,None
67,False,comment revise, , ,None
