No,Valid,Message,Issue-url,Tag,Category
0,True,writesigned ludovic lorban orban,https://api.github.com/repos/eclipse/jetty.project/issues/6322,Enhancement,None
1,True,merge cbaebcamerge jetty errorhandler xhtml eclipse request validerrorhandler issue fixing output,https://api.github.com/repos/eclipse/jetty.project/issues/6520,Bug,None
2,True,mergemerge jetty eclipse update request buildbuild update,https://api.github.com/repos/eclipse/jetty.project/issues/6534,Build,None
3,False,profile range fixing starterdfelt signed joakim, , ,None
4,False,issue javadocvalign supported attributeparamerdfelt signed joakim, , ,None
5,False,jacoco disable plugins spotbugserdfelt signed joakim, , ,None
6,False,build removeerdfelt signed joakim, , ,None
7,False,bumpingerdfelt signed joakim, , ,None
8,False,release build addingerdfelt signed joakim, , ,None
9,False,distribution cherry hazelcast remotedistribution jetty cherry hazelcast remotesigned olivier, , ,None
10,True,errorhandler issue fixing outputupdating verified ensure outputupdating element outputerdfelt signed joakim,https://api.github.com/repos/eclipse/jetty.project/issues/6520,Bug,None
11,False,cross reference fixedprepending fixedreported error asciidoctor fixedsigned bordet simone, , ,None
12,False,jetty plugin redact updatedgenerate documentation version different allowsunused updated removing asciidoctor convertingkebab separated asciidoctor requires lowersigned bordet simone, , ,None
13,True,merge ebbbdbrequest eclipse merge jettyissue number sessionlistener update,https://api.github.com/repos/eclipse/jetty.project/issues/6277, ,None
14,True,mergemerge jetty servletholder chainend expose eclipse requestjetty servletholder chainend issue expose,https://api.github.com/repos/eclipse/jetty.project/issues/6487,Enhancement,None
15,True,issue jasper updatebartel signed,https://api.github.com/repos/eclipse/jetty.project/issues/6431,Task,None
16,True,chainend issue expose servletholdererdfelt signed joakim,https://api.github.com/repos/eclipse/jetty.project/issues/6487,Enhancement,None
17,True,efeaf cecabb mergemerge jetty eclipse versiontxt update requestrelease jetty update,https://api.github.com/repos/eclipse/jetty.project/issues/6505,Build,None
18,False,image issue documentationimage generated plantuml directoryimage saved external linkedintellij render unfortunatelycorrectly rendersigned bordet simone, , ,None
19,True,handshake closing socketsigned ludovic lorban orban,https://api.github.com/repos/eclipse/jetty.project/issues/6443,Bug,None
20,True,issue number updaterobert signed lachlan,https://api.github.com/repos/eclipse/jetty.project/issues/6277, ,None
21,False,release jetty updateerdfelt signed joakim, , ,None
22,True,aeead mergerequest eclipse merge releasemerge release,https://api.github.com/repos/eclipse/jetty.project/issues/6503,Build,None
23,False,project inactivity mechanism extend draft stale ignore assignedsigned olivier, , ,None
24,False,reduce usage persistent header memory request cachecreating header request delay second cachesubclass refactored cachesigned wilkins gregw, , ,None
25,True,merge abacamerge jetty uricompliance eclipse requestissue unsafe uricompliance,https://api.github.com/repos/eclipse/jetty.project/issues/6489,Bug,None
26,False,release updatenotification, , ,None
27,True,issue unsafe uricompliancerobert signed lachlan,https://api.github.com/repos/eclipse/jetty.project/issues/6489,Bug,None
28,True,issue unsafe uricompliancerobert signed lachlan,https://api.github.com/repos/eclipse/jetty.project/issues/6489,Bug,None
29,False,updating version snapshot, , ,None
30,False,updating version, , ,None
