No,Valid,Message,Issue-url,Tag,Category
0,False,estimation, , ,None
1,False,instead return gzhttpoffer flexiblelightly breaking, , ,None
2,False,function hashing simplifyproperly inlining constant, , ,None
3,False,content streamallow frame incoming contentdecoder, , ,None
4,False,errorleast error, , ,None
5,False,update, , ,None
6,False,update, , ,None
7,False,update, , ,None
8,False,support snappy outputgenerate output snappy replace fully compression includingcomparison subset compresstotal input single goroutineencodercomparison throughput different ryzenbetter snappyenwikgithub, , ,None
9,False,bigger output improve speed marginbigger utilize reduce output margin memmove, , ,None
10,False,window decoder configurabledefault memory reducereplaces, , ,None
11,False,update, , ,None
12,False,header gzhttp compressionresponse disable, , ,None
13,False,update, , ,None
14,False,update, , ,None
15,False,update, , ,None
16,False,update, , ,None
17,False,update, , ,None
18,False,gzhttp request compress, , ,None
19,False,support flush always gzhttpsupport flush always gzhttpissue nytimes gziphandler, , ,None
20,False,update, , ,None
21,False,ignoring content detection writebuffer, , ,None
22,False,allocs gzhttp reduceallocs gzhttp reducespeed benchmark compressionclean, , ,None
23,False,wrapper handler clientextend nytimes gziphandler cleanstateless includes nytimes support gziphandlervariant implement nytimes gziphandlernytimes gziphandleraccept compressed range issue nytimes strip gziphandlerremove testifyconstructor boileddefaultallocationdefault setting comparisonbenchcmpbenchmark deltabenchmark speedupallocs benchmark deltatransport clientapproximate speed compared payload standard librarysingleallocs gzhttpallocs stdlibmultiallocs gzhttpallocs stdlibparsing serving includes request, , ,None
24,False,encodebuffer usage clarifyencodebuffer reuse safely concurrent buffer, , ,None
25,False,invalid short signature detectframe short detect, , ,None
26,False,spawn decoder goroutine, , ,None
27,False,update, , ,None
28,False,update, , ,None
29,False,update, , ,None
30,False,encoder separate decoder debuggingencoder separate decoder debugging, , ,None
31,False,update insideglobal, , ,None
32,False,flate allocatehistory reducefreqcache allocate, , ,None
33,False,better deflate huffman encodingbetter deflate huffman encodinghuffman improve speed compressionbenchcmpbenchmark deltaoffset lookupinside store offsetcode, , ,None
34,False,error forwarderror forwardforward, , ,None
35,False,deprecated zipmethodpkware, , ,None
36,False,update, , ,None
37,False,update, , ,None
38,False,executable limitexecutable system problem operating around limitcontinue another, , ,None
