No,Valid,Message,Issue-url,Tag,Category
0,True,mergefeature alexanderadam merge request crystalfeature crystal,https://api.github.com/repos/netbootxyz/netboot.xyz/issues/215, ,None
1,False,update, , ,None
2,False,feature crystal, , ,None
3,True,mergepatch merge grantcarthew requestadded,https://api.github.com/repos/netbootxyz/netboot.xyz/issues/206, ,None
4,False,update, , ,None
5,False,dependency update uglify, , ,None
6,False,dependency update server, , ,None
7,False,dependency update, , ,None
8,False,dependency update uglify, , ,None
9,False,dependency update uglify, , ,None
10,False,dependency update, , ,None
11,False,dependency server, , ,None
12,False,nan, , ,None
13,False,nan, , ,None
14,True,mergepatch merge requestworker available,https://api.github.com/repos/netbootxyz/netboot.xyz/issues/133, ,None
15,True,mergepatch merge requestworker available,https://api.github.com/repos/netbootxyz/netboot.xyz/issues/1, ,None
16,False,within running implemented worker, , ,None
17,False,testcafe server start, , ,None
18,False,indent instead using space, , ,None
19,False,boilerplate added within worker executing, , ,None
20,False,mergebranch merge master patch, , ,None
21,False,dependency update uglify, , ,None
22,False,dependency update uglify, , ,None
23,False,dependency update uglify, , ,None
24,False,dependency update uglify, , ,None
25,False,dependency update uglify, , ,None
26,False,dependency update riteway, , ,None
27,False,dependency update uglify, , ,None
28,False,dependency update uglify, , ,None
29,False,dependency update uglify, , ,None
30,False,dependency update uglify, , ,None
31,False,dependency update uglify, , ,None
32,False,dependency update uglify, , ,None
33,False,dependency update uglify, , ,None
34,False,dependency update browserify, , ,None
35,False,dependency update browserify, , ,None
36,False,dependency update riteway, , ,None
37,False,dependency update browserify, , ,None
38,False,dependency update, , ,None
39,False,dependency update, , ,None
40,False,dependency update uglify, , ,None
41,False,dependency update uglify, , ,None
42,False,dependency update uglify, , ,None
43,False,dependency update uglify, , ,None
44,False,dependency update uglify, , ,None
45,False,testcafe dependency update, , ,None
46,False,dependency update uglify, , ,None
47,False,dependency update uglify, , ,None
48,False,dependency update uglify, , ,None
49,False,dependency update uglify, , ,None
50,False,dependency update uglify, , ,None
51,False,dependency update uglify, , ,None
52,False,dependency update uglify, , ,None
53,False,testcafe dependency update, , ,None
54,False,dependency update watchify, , ,None
55,False,dependency update uglify, , ,None
56,False,testcafe dependency update, , ,None
57,False,dependency update riteway, , ,None
58,True,merge aaabbericelliott eslint merge renovate requesteslint dependency update,https://api.github.com/repos/netbootxyz/netboot.xyz/issues/135, ,None
59,False,eslint dependency update, , ,None
60,True,mergeericelliott merge renovate requestdependency update,https://api.github.com/repos/netbootxyz/netboot.xyz/issues/137,enhancement,None
61,False,dependency update, , ,None
62,True,mergepatch merge theodesp requestracket,https://api.github.com/repos/netbootxyz/netboot.xyz/issues/134, ,None
63,False,update, , ,None
64,False,update, , ,None
