No,Valid,Message,Issue-url,Tag,Category
0,True,mergemaster request merge yunusbuluttupdate,https://api.github.com/repos/log4cplus/log4cplus/issues/108, ,None
1,False,update, , ,None
2,False,release prepare, , ,None
3,True,mergeenable feature global merge request bukhrdisabling option configuration loading automatic eager,https://api.github.com/repos/log4cplus/log4cplus/issues/106,enhancement,None
4,False,disabling option configuration loading automatic eagerauthored monodeth gerardo zuniga, , ,None
5,False,scope polymorphic handle association, , ,None
6,False,nan, , ,None
7,False,update, , ,None
8,False,update, , ,None
9,False,dependency upgrade support, , ,None
10,False,build, , ,None
11,False,build, , ,None
12,False,association change activerecord preloader, , ,None
13,False,support, , ,None
14,False,switch circleci, , ,None
15,True,mergerequest mergefixed,https://api.github.com/repos/log4cplus/log4cplus/issues/95, ,None
16,False,fixed, , ,None
17,False,coverage reporting, , ,None
18,False,upgrade matrix, , ,None
19,False,remove, , ,None
20,False,enable caching travis, , ,None
21,False,released version, , ,None
22,False,support, , ,None
23,False,dependency version flexible upgrade sqlite, , ,None
24,False,failure build version sqlite, , ,None
25,False,nan, , ,None
26,False,support, , ,None
27,False,single association optimize eager model loading, , ,None
28,False,forked benchmark, , ,None
29,False,check association loadable optimize eager, , ,None
30,True,merge acafffrequest pikachuexe merge benchmarkbenchamark,https://api.github.com/repos/log4cplus/log4cplus/issues/77, ,None
31,False,benchamark, , ,None
32,False,association destroyed loading model eager, , ,None
33,False,check association loadable optimize eager, , ,None
34,False,enable association destroyed loading model eager, , ,None
35,False,enable rubocop, , ,None
36,False,support, , ,None
37,False,version, , ,None
38,True,mergemaster request merge sobrinhoorder association eager,https://api.github.com/repos/log4cplus/log4cplus/issues/71, ,None
39,False,order association eagerclause since order association indicatesdatabase eager, , ,None
40,False,enable group association loading underlying eager, , ,None
41,False,enable association loading underlying eager, , ,None
42,True,mergepatch request swrobel mergereadme referenced,https://api.github.com/repos/log4cplus/log4cplus/issues/68, ,None
43,False,readme referenced, , ,None
44,True,mergerequest joshrpowell mergeusing,https://api.github.com/repos/log4cplus/log4cplus/issues/67, ,None
45,False,using, , ,None
46,False,support, , ,None
47,False,changelog, , ,None
48,False,limitation document workarounds loading eager, , ,None
49,False,jruby, , ,None
50,True,mergepatch request olleolleolle mergebadge build readme,https://api.github.com/repos/log4cplus/log4cplus/issues/58, ,None
51,False,badge build readme, , ,None
52,False,upgrade version, , ,None
53,False,version, , ,None
54,False,version, , ,None
55,False,method query remove scope option association, , ,None
56,False,module instead prepend monkey, , ,None
57,False,using, , ,None
58,False,version support, , ,None
59,False,support, , ,None
60,False,block close relation activerecord, , ,None
61,True,mergerequest merge grosserfaster caching smaller download,https://api.github.com/repos/log4cplus/log4cplus/issues/46,bug,None
62,True,mergerequest merge grossersimplify travis,https://api.github.com/repos/log4cplus/log4cplus/issues/47,enhancement,None
63,False,simplify travis, , ,None
64,False,faster caching smaller download, , ,None
65,False,version, , ,None
66,False,jruby version newer, , ,None
67,False,exists close collectionproxy, , ,None
68,False,version latest, , ,None
69,False,passing upgrade build travis, , ,None
70,True,mergepatch request merge oyeanujhighlighting added syntax,https://api.github.com/repos/log4cplus/log4cplus/issues/37, ,None
71,False,highlighting added syntaxreadability better, , ,None
72,True,habtm honor close association,https://api.github.com/repos/log4cplus/log4cplus/issues/34., ,None
73,False,version, , ,None
74,False,update comment, , ,None
75,False,update, , ,None
76,False,version, , ,None
77,False,jruby, , ,None
78,False,support, , ,None
79,False,initial, , ,None
80,False,migrate infrastructure container travis, , ,None
81,False,adapter enabling jruby testing, , ,None
82,False,version, , ,None
83,True,apply,https://api.github.com/repos/log4cplus/log4cplus/issues/13, ,None
84,True,underlying association eager,https://api.github.com/repos/log4cplus/log4cplus/issues/11, ,None
85,False,update readme, , ,None
86,True,handle association,https://api.github.com/repos/log4cplus/log4cplus/issues/13, ,None
87,False,update exclude version, , ,None
88,False,version testing, , ,None
89,False,version number, , ,None
90,False,update change, , ,None
91,False,close version cache, , ,None
92,False,release disable testing, , ,None
93,False,version testing, , ,None
94,False,version, , ,None
95,False,version, , ,None
96,True,polymorphic handle association,https://api.github.com/repos/log4cplus/log4cplus/issues/23, ,None
97,False,update readme, , ,None
98,False,version, , ,None
99,False,release version, , ,None
100,False,update changelog, , ,None
101,False,disable build jruby travis, , ,None
102,True,singular association handle explicit eager,https://api.github.com/repos/log4cplus/log4cplus/issues/21, ,None
103,False,deprecation print instance warning association dependent loading result incorrect eager, , ,None
104,False,enable, , ,None
105,False,update, , ,None
106,True,nested model loaded explicit eager,https://api.github.com/repos/log4cplus/log4cplus/issues/17, ,None
107,False,version latest, , ,None
108,True,since association eager,https://api.github.com/repos/log4cplus/log4cplus/issues/16, ,None
109,False,update, , ,None
110,False,update, , ,None
111,False,version, , ,None
112,False,release prepare, , ,None
113,True,association previously eager,https://api.github.com/repos/log4cplus/log4cplus/issues/15, ,None
114,False,simplify, , ,None
115,False,update, , ,None
116,True,unscope association workaround issue eager,https://api.github.com/repos/log4cplus/log4cplus/issues/13, ,None
117,True,association workaround eager,https://api.github.com/repos/log4cplus/log4cplus/issues/11, ,None
118,False,update change, , ,None
119,False,activerecord maximum activesupport version, , ,None
120,False,version, , ,None
121,False,change, , ,None
122,False,warning cleanup, , ,None
123,True,association eager,https://api.github.com/repos/log4cplus/log4cplus/issues/7, ,None
124,False,breakage previous, , ,None
125,True,association marked model loaded,https://api.github.com/repos/log4cplus/log4cplus/issues/6, ,None
126,True,generated loading association method,https://api.github.com/repos/log4cplus/log4cplus/issues/8, ,None
127,False,nan, , ,None
128,True,association eager,https://api.github.com/repos/log4cplus/log4cplus/issues/4, ,None
129,True,variant since computed bother common memory handle model likely exists optimizing,https://api.github.com/repos/log4cplus/log4cplus/issues/3, ,None
130,False,update, , ,None
131,False,version, , ,None
132,False,version number, , ,None
133,False,gemspec, , ,None
134,False,update, , ,None
135,False,version, , ,None
136,False,nan, , ,None
