No,Valid,Message,Issue-url,Tag,Category
0,False,luajit versionstack without frame functionstack misalignmentclose, , ,None
1,False,luajit version, , ,None
2,False,manual bootstrap master promote electionmanual consist cluster voterleader would bootstrap nobody electedcreate first automatically snapshot registercommit manual previous preferredbootstrapmanual patch bootstrap master promotecouldclose, , ,None
3,False,prefer bootstrap candidate electioncluster algorithm bootstrap master electioncould account electionsmallestchosen votercould register cluster neitherpatch instance master prefer electionparameter become, , ,None
4,False,replaceinstance candidatereconfiguredpromotion manualhowever relativelypassedconsistentpromotion going patchorderreplaces patchsimilarinstance candidateleaderstarted otherwise eitherformer another becomescalled mightreplacement independentlyhence includes patch function, , ,None
5,False,variablegoing patchbetter calling, , ,None
6,False,replication introducewhether election candidate sendermanualfield selecting bootstrap avoidvoter unableregisterdocument tarantoolbotfield titlefieldboolean sendermanual config candidatebecome bootstrap preferred leadervoter configuredfield, , ,None
7,False,introducecompare function patch introducespacked using msgpack value scalarprior functionpacked compare design scalar becameoverly complexclose, , ,None
8,False,introducecompare function patch introducesprior scalar usingfunction design compare scalar becameoverly complex, , ,None
9,False,value allowsupported value bound, , ,None
10,False,quote introducequote function built could priorstring return representation received, , ,None
11,False,changed pointreplaced index signarure pointerunfortunately fixed functionpassed index compiles successfullyplace bunch patchclose, , ,None
12,False,fedora github workflow deletefedora unsupported sincefedora unsupported since, , ,None
13,False,fedora github workflowfedora, , ,None
14,False,fedorapackageclose, , ,None
15,False,variable build uninitializeduninitialized fedora breaking build variableplacetarget builtfunction source debug build tarantoolmaybe uninitialized source debug werror error build tarantoolneeded, , ,None
16,False,notest github freebsd filtershare postfix notestwithout runningsnippet freebsd templatesigned cyrill gorcunovreviewed turenko alexander, , ,None
17,False,timedout replica pushing error replicationsubscribe happens every master error processbetter request replicatimedout following error could situationcould written replicareplication error unrecoverablereplication happens resume resethappenedoccupied event replica meaning heavycontrol fiber yieldingfiber scheduled applier eventapplier message heartbeatmaster comingfirst replica master unread receivemastermaster buffer corresponding socketyield socket relay writeable waiting becomebuffer writeable contain written might partiallyreplication happens timeout heardexception replicapossible pushed replica situationwriteable exception socket becomesbuffer exception right loggedwritten partially replica receiveserror exception loggedreplicationsocket scenario probable writeable stillexception connection socket loggedeventually receives replica written partiallymaster connection retriesprevent timedout ordererror could socketerror could raiseddescribed situationclose, , ,None
18,False,concurrent replacescommit fixed problem verifiesclose, , ,None
19,False,error mismatch informativeprior error description mismatchshowedvalue inconsistentdescription previously error contained becomevalue containsclose, , ,None
20,False,proper description errorprior error description mismatchdisplayed error inconsistent descriptiondifferent defaultdescribed description using default, , ,None
21,False,properly value error mismatchvalue displayed improperly mismatchprinted error varbinaryinstead string value printed withoutconsists confusingchange following patch introducesvarbinary hexadecimal value format printedstring value single printedsingle value printedsingle value since enclosedliteral, , ,None
22,False,error value mismatch truncatevalue arraypatch description error descriptive mismatchvalue truncates indicatevalue, , ,None
23,False,polling remove qsyncmanually existing calledgiving transaction foreign limbochancepolling waitingsleepalways execution almost polling superpatch based proper waiting replaceshappening eventclose, , ,None
24,False,submodule buildupdated submodulechange compression changelog speed includes improved includingevaluation performance decompressionreading improvement snapshot start shown tarantoolfacebook releasetarantool, , ,None
25,False,update entire concurrently spacecommit fixed problem verifiesclose, , ,None
26,False,backtraces enabled aarch buildbacktraces error buildlibunwind, , ,None
27,False,index creates transactioncommit fixed problem verifiesclose, , ,None
28,True,instead indexserious index struct problemindex example arrayspecifying created story indexaccess would arrayrange couldindex patchperfectly arrayleast patch,https://api.github.com/repos/JetBrains/ring-ui/issues/5515, ,None
29,False,store indexindex histoically accessed spaceindex sequentialnumber spacesparse index array sequentialinstance since index belongssimply index sequential implicitlyindex distinguishcould memberdence general mention array directly, , ,None
30,False,postpone garbage collectorcollector patch right executed garabageallocationcould called coupledelete garbage story collectormodification index removing story causetupletuple example space imaginedeletes tuple transactiontuple still momentcorresponding marked dirtytuple statevalid anothertransactionstory would deletetuple removehappens transaction imaginetuple story replacescreated story causeindex remove deleterelies momentexistancecleanup example problem generalfunction complex middlevalid intermediate includingstory patch function, , ,None
31,False,change state requestnetwork messagesuitable payloadvalid state particularlogic dependsstateeasier allows state processingfieldinstead panic unreacheable macroenabled valid stateclosesigned cyrill gorcunov, , ,None
32,False,serializer basic helperserializer reason learn writtingfuture helper, , ,None
33,False,serializer split section functiongeneral comment compilation added everythingsimplify, , ,None
34,False,header commentstatic logical commentstyle, , ,None
35,False,serializer helpereasier glance coupled tightly structuremixedwithout actual, , ,None
36,False,crash rollback deleted spacehappensomething spacedeletes spacesomething already deleted problemcommit, , ,Risky_resource_management
37,True,space trash debug freeing memorypracticeparticular,https://api.github.com/repos/JetBrains/ring-ui/issues/6140, ,None
38,False,conflict crash collectionengine enabled transaction problemconflict tryingcauseclose, , ,Risky_resource_management
39,False,checksum suiteupdatedreplicationreplicationreplicationreplicationreplicationaddedclear qsync queue synchro replicationreplication leaderreplication electionreplication, , ,None
40,False,snapshot corrupted memtxreused buffer snapshot later staticcorruptednothing, , ,None
41,False,flakychecked amountsnapshot truncated validdepends often really write garbageremoved place garbage truncationsnapshot slightly differentcheck everyfollow, , ,None
42,False,positioning iterator ephemeral spacealways iterator contains assumedknown valid ephemeral spaceiterator starting belongs ephemeralsimply spacetrack since ephemeral spacepointer lifespan restricted query accessedrelated routine startingclose, , ,None
43,False,change validates schema iterator memtxfollow, , ,None
44,False,entry changelogfollow compaction vinyldropped, , ,None
45,False,github odroid action workflowcommit github linux odroid scopeworkflow action tarantool added odroid testingrelease workflowworkflow debugtarget makefile introducedrequired installstarantool build followingworkflowissue avoidissue avoidlimitdebugsuite luajit buildaction checkout github versionlatest introduced versionavailable odroid version followingalready version newestcheckout readme actiontarantool close, , ,None
46,False,dropped compaction vinyldropped compaction spacecommit still progress compactionusually vylogvylog information purged already droppedcommit result attemptvylog permanently compaction broken record writeexisting objectdeleted vylog slice registered invalidsilently prevent compactionvylog without committingsince anymoreneither deleteartefact eventually since clean droppednoted thing dropped excludepicking might compactiondropped compactioncompacted actuallyvylog invalid patchpatch issue fixed latter ensuredclose, , ,None
47,False,fiber backtracesfiber presentwithoutensuring addedstack fiber clutteredmultiple short request dispatchingclose, , ,None
48,False,fiberdetect opportunityfiberfiberneeded, , ,None
49,False,hirsute ubuntupackageclose, , ,None
50,False,github ubuntu workflow hirsutehirsute ubuntulintian pattern globbing order, , ,None
51,False,error macro changesource going patch builddeleted macro sourcecompilation changeneeded, , ,None
52,False,downstream provide information relayalready monitoring entryreplication property synchronous timeoutsquorum gathering wouldinitiator network traverse transactionapplier initiator remote receptionoutput typicaltarantoolfollow statusvclockinsert tarantooltarantoolfollow statusvclockclosesigned cyrill gorcunovdocument tarantoolbottitle entryreplication representswrites moment transaction certaintransaction receives, , ,None
53,False,first applier transactionremote current relay vclock sends applier fiberstate current relay fetched pointingpacket sends applier carryfirst field information provide reusesince instance wrote timestamp transactionignore field simply tarantool extension causereplica needed downstream timestamp accountcluster information purpose suitable healthsince callback applier update statisticstage final applicationextended writingapplier argumentdownstream addressed calculationobservation timestamp patch sendingindependentsigned cyrill gorcunov, , ,None
