No,Valid,Message,Issue-url,Tag,Category
0,False,update changelog, , ,None
1,False,wordpresswordpresswordpress releasecommits wordpress comparedependency updatedwordpress dependencydirect production dependencyupdate minor version semverdependabot support signeddependabot authored, , ,None
2,False,default developmentdebug setting automatically causesensible outputcomment placeholder since valuebetter, , ,None
3,False,support config overrideoverride precedence valuemeant local development, , ,None
4,False,plugin disallow indexing packageauthoredscott authored walkinshaw, , ,None
5,False,update badge build status, , ,None
6,False,github action switch, , ,None
7,False,update changelog, , ,None
8,False,wordpresswordpresswordpress releasecommits wordpress comparedependabot support signeddependabot authored, , ,None
9,False,installers composerinstallers composercomposer installers releaseinstallers composer changelogcommits installers composer comparedependabot support signeddependabot authored, , ,None
10,False,squizlabs choresquizlabsrelease squizlabscommits compare squizlabsdependabot support preview signeddependabot authored preview, , ,None
11,False,github upgrade native dependabotdependabot authored preview, , ,None
12,False,update sponsor, , ,None
13,False,update sponsor, , ,None
14,False,update changelog, , ,None
15,False,wordpress chorewordpresswordpress releasecommits wordpress comparedependabot support preview signeddependabot authored preview, , ,None
16,False,wordpress chorewordpresswordpress releasecommits wordpress comparedependabot support preview signeddependabot authored preview, , ,None
17,False,update sponsor, , ,None
18,False,update changelog, , ,None
19,False,option, , ,None
20,False,phpdotenv vlucas chorephpdotenv vlucasphpdotenv release vlucascommits phpdotenv compare vlucasdependabot support preview signeddependabot authored preview, , ,None
21,False,installers composer choreinstallers composercomposer installers releaseinstallers composer changelogcommits installers composer comparedependabot support preview signeddependabot authored preview, , ,None
22,False,wordpress chorewordpresswordpress releasecommits wordpress comparedependabot support preview signeddependabot authored preview, , ,None
23,False,update changelog, , ,None
24,False,wordpress chorewordpresswordpress releasecommits wordpress comparedependabot support preview signeddependabot authored preview, , ,None
25,False,update changelog, , ,None
26,False,autoloader bedrock choreautoloader bedrockautoloader release bedrockcommits autoloader bedrock comparedependabot support preview signeddependabot authored preview, , ,None
27,False,squizlabs choresquizlabsrelease squizlabscommits compare squizlabsdependabot support preview signeddependabot authored preview, , ,None
28,False,upgrade phpdotenv vlucasupgrade phpdotenv vlucas, , ,None
29,False,update changelog, , ,None
30,False,wordpress chorewordpresswordpress releasecommits wordpress comparedependabot support preview signeddependabot authored preview, , ,None
31,False,update changelog, , ,None
32,False,installer wordpress composer, , ,None
33,False,github ignore export workflow, , ,None
34,False,update sponsor, , ,None
