No,Valid,Message,Issue-url,Tag,Category
0,False,repair metric satellite checkermetric metaloop refactoring missedprocessed repair objectifaceecaad change, , ,None
1,False,remove metabase package metaloop satellitemoved everything segmentremove metaloopchange, , ,None
2,False,error registration friendly client console forward satelliteerror serve provides friendlyerror messageregistration processingerror message inferred client basedresponse status receivederror impossible distinct certain status multipleinterpret correctlychange ifecbaadbaebbad, , ,None
3,False,segment metabase orphaned delete binding commandadditon message little clarifychange, , ,None
4,False,segment gracefulexit satellitesegment metainfo iterate insteadchange idbdefbfdcbeea, , ,None
5,False,gracefulexit satellitesegment created another instead previous accessible metainfo position graceful replace transfer include migration tableenqueue graceful transfer exiting changechange, , ,None
6,False,first attempt repair using satellite repairerlookup sometimes trying timeoutsrepair solution usingretryieaebbfbfedfbe change, , ,None
7,False,gracefulexit satellite allowsegment created instead previous metainfo position graceful replace transfer include tableaccess changegraceful tablechange, , ,None
8,False,extended munltinode console online statuschange, , ,None
9,False,segment orphanedreport commandorphaned second deletefinding segment first uniquesegment stream removingstream existingorphanedchange, , ,None
10,False,metric uploaded downloaded repair satellite repairerchange, , ,None
11,False,piece satellite downloaded audit enoughcomplete share would situation enoughprobably forgotten wrong somethingalertdecide checkauditibedcebfdffcf change, , ,None
12,False,object instead tally accounting iterator satellite metaloopbucket tally calculation removed metaloopiterator metabase objectobject bucket tally sense momentimplement separate objectchange, , ,None
13,False,removed splitting satellite redundanttemplate registration explicit style removed since splitting branding loginmoved componentchange, , ,None
14,False,generation satellite secret serverdecided request fetched generation server secretchange, , ,None
15,False,intlimitrange metabase satelliteduplication quite valid ensuringchange, , ,None
16,False,satellite registration checkboxsatellitecleanchange iaebafbbccaba, , ,None
17,False,error registration message server satellite returndifferent error might multiplereturned display rather serverhardcoded validation recaptcha clienterror unsuccessful simply display changementioned eventuallypurpose depthpoint commit unblockchange, , ,None
18,False,error registration resetting recaptcha repair satellitewould request reset recaptchaerror reset initiate regardlessprevent response submitted recaptchaerror reset registration could triggernonexistent recaptchachange ibfcfedefdec, , ,None
19,False,instead storagenode satellitesdb payouts trustpool historicalchange, , ,None
20,False,notafter recommend expiration uplink caveatremove grant registration access serviceexpiration encourage peopleservicechange, , ,None
21,False,satellite disable functionalityaccount added disable functionalitypopup passcode enter disablebackend disable button visiblechange, , ,None
22,False,satellite functionality setting account enabling addedfeature functionality flagged enabling addedpopup added enabling confirmentering recovery visible passcode afterwordsiedbccafdadc change, , ,None
23,False,satellitedb implement factor satellite authentication multicolumn array secret encodedrecovery addedifedeeccddfdaa change, , ,None
24,False,banner update satelliteadded banner creditflagged ratherissue display might banner addresscommit already added ebcfb creditchange, , ,None
25,False,console multinode embed assetmultinode static embed binarymultinode single releasebinary embeded build multinode commandchange, , ,None
26,False,console update satellitepolicy content security recaptcharemove segment policy content securityieddcfefcfedbfc change, , ,General
27,False,customer billing converting satellite commandimplemented handle currentlyconvert already enteringconvert added still creditconvert command billing projectsafely credti customerremoveiabeefbffeccafa change, , ,None
28,False,feature satellite store client updated added modulefeature addedreturning client secret enable addedupdated module includechange, , ,None
29,False,adding partner satellite reward, , ,None
30,False,metric segment satellitechange, , ,None
31,False,redirect enters dashboard route multinoderequest trying protected reach route makinkiaffcacaebfbce change, , ,None
32,False,storagenode trust caching satellite addresschange, , ,None
33,False,streamid satellite requireupdate object corrupting happen reuploads metadata avoids, , ,None
34,False,storage tally service accounting separate satellitestorage bucket tally current calculatingstorage moving changeseparate calculation service usingsegmentchange, , ,None
35,False,update package multinode version auditchange, , ,None
36,False,registration verification console recaptcha satelliteorder complete recaptcharesult verification failure rejection recaptcharegistrationchange, , ,None
37,False,passphrase generation require satellite entryremove passphrase enter encryption screengenerate passphrase entering follows immediately screenbrowser object firstifbedcfdedfdd change, , ,None
38,False,domain multinode created reputationchange, , ,None
39,False,checking adding multinode availabilitychange, , ,None
40,False,vetted timestamp multinode reputationchange, , ,None
41,False,vetted storagenode timestamp reputationchange, , ,None
42,False,metabase prefix listing cursor satelliteinitial skipping prefixchange, , ,None
43,False,added multinode handling offlinepayouts offline service status returnchange, , ,None
44,False,implement satellite metainfoidbbbdbecebec change, , ,None
45,False,storage usage console multinode summarychange, , ,None
46,False,create, , ,None
47,False,remove uplinkng globalglobalflags changepassed interface valuesetup ratherprojectproviderstate function argumentsetup commandreason packageuplinkng ultest importrefer uplinkng whatever ultestfunction interfacecreatesshuffling around quitesorry trickylogiclonger benefitassertion ultestpassed filesystemdirectlycommand easier accesschange, , ,None
48,False,uplinkng update clingy breaking changechanged clingyiaedfefcbbfab change, , ,None
49,False,payment implemented satellite modalrelated paidtier storj added modalbanner becomes click visibleiededcabfce change, , ,None
50,False,route added multinode restrictioncheck route internal navigate addedredirects screen firstchange, , ,None
51,False,backend calculation placed multinode statusideedeaacdba change, , ,None
52,False,console implement satelliteswitch update creditstorage bandwidth projectupdatedlimitstorage projectbandwidth projectchange, , ,None
53,False,extended multinode status notreachableibdaefcaeafbaf change, , ,None
54,False,intro satellite register sectionproduct removal intro sectionifacacdedeedccd change, , ,None
55,False,onboarding added uitests wizardcreated phase newly check built started onboarding account wizard storj using introduce, , ,None
56,False,register storagenode payouts endpoint multinodeiaabaebbadbadd change, , ,None
57,False,recursive metabase satelliteibecefeef change, , ,None
58,False,implement metabase satellitereplaces anywhereibacdcaccaccb change, , ,None
59,False,console multinode satellite reputationicefccffdba change, , ,None
60,False,optimize satellitedb satellitequery modifies previous making tablequery separately probably slowersmall several magnitude however boostlargechange, , ,None
61,False,flakiness metabase satellitebound small calculation delta ratiosince allowwould expectedsince configurationchange iabfbfebedcccb, , ,None
62,False,migration expireat metabase deletemigration applied satellitechange, , ,None
63,False,banner added satellite upgradestorage added total limit upgrade value increase banner buttonchange, , ,None
64,False,space usage multinode chartibbdfbdbdaedadc change, , ,None
65,False,repair segment satellite checkerchange, , ,None
66,False,storage store created multinode service moduleiebdbcdcfffa change, , ,None
67,False,multinode bandwidth relatedchange, , ,None
68,False,chart multinode added bandwidthingres chart connection egress bandwidthchange, , ,None
69,False,bandwidth created store multinode modulechange, , ,None
70,False,total segment tally accounting satelliteiterating tally bucket calculatetotal object currentlytally adjust older entrytotal untouched changecolumn adding table totaladding general handlingtotal instead column start inline usingchange, , ,None
71,False,piecestore storagenode client rejecting allowstorage request speed concurrent uncongested client estimate calculating congested maximum uploadsdisabled currently, , ,None
72,False,loopobjectentry metabase satelliteobject tally migrated bucketiteratorchange, , ,None
73,False,repair satellite table migrateposition streamid injured identifyexisting alter injuredsegmentsadding existing replace tabledropped tableidbbcebafec change, , ,None
74,False,column satellitedb tableeasily without whetherpayment queryingidddffacbcecc change, , ,None
75,False,satellitedb calculation project satellite bandwidthperiod calculatedmonth incorrectly current stillfirstchange idabbeccbcbd, , ,None
76,False,storage filestore include metric satellitechange, , ,None
77,False,satellite version wrongexists currency serviceassume meantiafebfedbffdbf change, , ,None
78,False,consoleapi standardize console servejsonerror satelliteremove implementation separate changeevery defines serviceconsoleapichange, , ,None
79,False,system accounting value interval satellitesystem interval incorrectly accounting configidcebbfcdaeedd change, , ,None
80,False,remove related functionality paywallpaywalllaying still leftoverchange, , ,None
81,False,query system satellitedb satellitequery system calculating project addingadded method setting interval additiondefaultchange, , ,None
82,False,audit segmentloop satellitechange, , ,None
83,False,audit satellite table migratepending segment location finding auditsegmentloop auditposition streamid columnexisting cause altering issue tablemigration choise cleanercontains migration changeadjustment replace tabletabledropped tablechange, , ,None
84,False,create gracefulexit satellite tablepiece segment record object instead metainfo position relying replace track tableinitiated column transfer using table changechange, , ,None
85,False,total limit usage console endpoint project satellitetotal limit method usage endpoint service project added returnneededchange icbcabecdacb, , ,None
86,False,unexpected monitor lifecycle private shutdownchange, , ,None
87,False,monkit privatelooking nicer formatting outputdatabase ongoingchange, , ,None
88,False,piece object bucket metabase delete deleting satellite batchpossible segment object singlemoment piece collect tryingstorage informationextensive approach using amountcalling problem change handling deletepiecespiece function multiple deletesinglechange, , ,None
89,False,avoid shadowed variable satellite return directlyibbafeeddbecb change, , ,None
90,False,create overlay method satellite reputationinterface storing service define reputationupdating overlayoverlay method servicestorjieddbddcdcbc change, , ,None
91,False,instead multinode operator usingchange, , ,None
92,False,business create accountbusiness account added uitests, , ,None
93,False,satellitedb satellite reputation tableduplicate reputation information tablereputation implementingchange, , ,None
94,False,access permission console uplink satellitechange, , ,None
95,False,returned multinodeprevent added breakingbackwardschange, , ,None
96,False,query first order replace upsert satelliteversion commonindeed requested query leastwrite first avoidchange ibdbcfeedfbf, , ,None
97,False,jenkinscurly bracket deletedstage deleted verificationclose added pipeline bracketbracket deletedadded bracketpractice according, , ,None
98,False,satellite cancel warning upload popup addedpopup upload added warningleaving cancel object uploadchange, , ,None
99,False,version satellite replacereplaced version interbrowser modernchange iceadbddfccccac, , ,None
100,False,query enable satellite systemchange, , ,None
101,False,remove leftover satellite irreparabledbchange, , ,None
102,False,create account personalsignup added testdefault personalcopyright addedordering import fixedcomment formatting gofmt fixedgofmtelement fragile fixedelement fragile fixednesting fixedremoved timeout unnecessaryimport fixed, , ,None
