No,Valid,Message,Issue-url,Tag,Category
0,False,raise issue, , ,None
1,False,version include latest arduino either philhower official board earle, , ,None
2,False,default, , ,None
3,False,support debuggedimprovement minor, , ,None
4,False,nan, , ,None
5,False,remove macro unused, , ,None
6,False,mergebodmer branch merge master, , ,None
7,False,sequencedefineinvoke setup insteaddefine, , ,None
8,True,mergemaster arduino merge requestsupport,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/1154, ,None
9,False,update, , ,None
10,False,remove macro, , ,None
11,False,supportimplement function, , ,None
12,False,update, , ,None
13,False,update, , ,None
14,True,mergemaster nuvious merge requestadded support device,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/1153, ,None
15,False,added support device, , ,None
16,False,update, , ,None
17,False,sketch, , ,None
18,False,error, , ,None
19,False,built, , ,None
20,False,update, , ,None
21,False,switch implement, , ,None
22,False,update, , ,None
23,False,update, , ,None
24,False,update, , ,None
25,False,update, , ,None
26,False,raise version, , ,None
27,True,warning,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/1148, ,None
28,True,settingdefault instead library defined setup board,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/1144, ,None
29,False,display, , ,None
30,True,mergebodmer merge requestoption processor parallel,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/1143, ,None
31,False,nan, , ,None
32,False,removedefined, , ,None
33,False,error arduino boardintroduces support arduinotemporary, , ,None
34,False,flash allow pushimage, , ,None
35,False,missing macro, , ,None
36,False,mergebodmer branch merge master, , ,None
37,False,improve performance rendering, , ,None
38,False,update, , ,None
39,False,update, , ,None
40,False,update, , ,None
41,False,update, , ,None
42,False,update, , ,None
43,False,dbaef mergebodmer branch merge master, , ,None
44,False,boolean replace deprecatedboolean processing accept sketch, , ,None
45,False,testing correct leftover, , ,None
46,False,update, , ,None
47,False,support raspberrytesting setup, , ,None
48,False,support pseudo, , ,None
49,False,combination, , ,None
50,False,mergebodmer branch merge master, , ,None
51,False,correct, , ,None
52,False,nan, , ,None
53,False,nan, , ,None
54,False,update, , ,None
55,False,affected defined display setup, , ,None
56,True,mergemaster merge requestvariant lilygo lilypi,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/1062, ,None
57,True,mergemerge requestvariant lilygo lilypi,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/2, ,None
58,False,variant lilygo lilypibasedbodmer discussion, , ,None
59,False,variant lilygo lilypibasedbodmer discussion, , ,None
60,True,mergelewisxhe master merge requestadded variant lilygo,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/1060, ,None
61,False,added variant lilygo, , ,None
62,False,correct, , ,None
63,False,correct, , ,None
64,False,updatedelete comment, , ,None
65,False,updatereference board, , ,None
66,False,raise version, , ,None
67,False,nan, , ,None
68,True,mergemaster merge requestoption,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/1008, ,None
69,True,nan,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/1012, ,None
70,False,nan, , ,None
71,False,nan, , ,None
72,False,update, , ,None
73,False,default option, , ,None
74,False,option, , ,None
75,False,nan, , ,None
76,False,update, , ,None
77,False,compiler writes register optimising avoidchange potential debug future development avoid issue precautionary, , ,None
78,False,mergebodmer branch merge master, , ,None
79,False,correct, , ,None
80,False,update, , ,None
81,False,update, , ,None
82,False,update, , ,None
83,False,update, , ,None
84,True,extend allocation allowedallocated parallelregister allocating perfomance small impact slower write signle higher since,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/940, ,None
85,True,mergemaxgerhardt patch merge requestuncompilable,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/939, ,None
86,False,uncompilable, , ,None
87,True,nan,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/923, ,None
88,False,nan, , ,None
89,True,change implement minorbackground sprite rendering aliasing colour smooth,https://api.github.com/repos/igorkasyanchuk/rails_db/issues/896, ,None
90,False,update, , ,None
91,False,nan, , ,None
