No,Valid,Message,Issue-url,Tag,Category
0,True,mergepatch sarmadgulzar request mergecodeblock format added indentation correctly,https://api.github.com/repos/arskom/spyne/issues/361, ,None
1,False,codeblock format added indentation correctly, , ,None
2,False,development, , ,None
3,False,mergebranch release master merge, , ,None
4,False,revue, , ,None
5,False,update, , ,None
6,False,release preparing, , ,None
7,False,leftover removeremove, , ,None
8,False,github migrategithub migratemakefile setup duplicatereleasematrix actionbranch django rename, , ,None
9,True,mergeclaudep request mergedefault fixed,https://api.github.com/repos/arskom/spyne/issues/345,Defect,None
10,False,formset added event simplify catching, , ,None
11,True,default fixedthanks,https://api.github.com/repos/arskom/spyne/issues/345,Defect,None
12,True,mergesmithdc request mergechanged,https://api.github.com/repos/arskom/spyne/issues/332, ,None
13,False,claudep, , ,None
14,True,mergedjango jazzband request mergedjango support,https://api.github.com/repos/arskom/spyne/issues/330, ,None
15,False,removed environmentsince needed dfbbaccdfddeb, , ,None
16,False,changedfavor deprecated django removed, , ,None
17,False,django support, , ,None
18,False,development, , ,None
19,False,mergebranch prepare master merge, , ,None
20,True,mergejazzband request python mergesupport python,https://api.github.com/repos/arskom/spyne/issues/328, ,None
21,False,release preparing, , ,None
22,False,support python, , ,None
23,True,mergeclaudep request mergeoption runtest,https://api.github.com/repos/arskom/spyne/issues/320,Defect,None
24,True,mergeclaudep request mergeunicode assume,https://api.github.com/repos/arskom/spyne/issues/322,Invalid,None
25,False,required simpletestcase access database, , ,None
26,True,nan,https://api.github.com/repos/arskom/spyne/issues/318,Invalid,None
27,True,changelog,https://api.github.com/repos/arskom/spyne/issues/323, ,None
28,False,unicode assume, , ,None
29,False,subset ability, , ,None
30,False,option verbosity ability failfast, , ,None
31,True,mergecompatibility request oruehenbeck mergecompatibility tinymce filebrowser added django,https://api.github.com/repos/arskom/spyne/issues/316,Defect,None
32,False,compatibility tinymce filebrowser added django, , ,None
33,True,fcaaeba mergeclaudep request bdist mergeuniversal build,https://api.github.com/repos/arskom/spyne/issues/312, ,None
34,False,universal buildlonger python, , ,None
35,False,development, , ,None
36,False,changelog update tinymce, , ,None
37,False,claudep, , ,None
38,False,release preparing, , ,None
39,True,mergeclaudep request mergeupdated tinymce,https://api.github.com/repos/arskom/spyne/issues/311, ,None
40,False,releaseroadies issue jazzband, , ,None
41,False,updated tinymce, , ,None
42,True,mergeclaudep request issue mergelanguage match existing translation,https://api.github.com/repos/arskom/spyne/issues/285,Defect,None
43,True,language match existing translation,https://api.github.com/repos/arskom/spyne/issues/285,Defect,None
44,True,mergeclaudep request mergedependency remove jquery,https://api.github.com/repos/arskom/spyne/issues/307,Invalid,None
45,True,bfbbf mergeclaudep nopreview request mergeleftover preview documentation button removed,https://api.github.com/repos/arskom/spyne/issues/306,Enhancement,None
46,False,dependency remove jquery, , ,None
47,True,mergeclaudep request mergejavascript unneeded remove string,https://api.github.com/repos/arskom/spyne/issues/300, ,None
48,True,ebaebc mergeclaudep super request mergesyntax super obsolete fixed,https://api.github.com/repos/arskom/spyne/issues/305, ,None
49,False,syntax super obsolete fixed, , ,None
50,True,mergeclaudep request mergeconfig django language priority,https://api.github.com/repos/arskom/spyne/issues/297, ,None
51,True,mergeclaudep request mergeremove subversion target,https://api.github.com/repos/arskom/spyne/issues/298, ,None
52,True,mergeclaudep request testproject mergeproject instruction refresh,https://api.github.com/repos/arskom/spyne/issues/299, ,None
53,True,mergeclaudep request mergemedium obsolete removed,https://api.github.com/repos/arskom/spyne/issues/301,Defect,None
54,True,mergeclaudep venvlink request mergeupdated obsolete,https://api.github.com/repos/arskom/spyne/issues/304, ,None
55,False,updated obsolete, , ,None
56,False,leftover preview documentation button removedremoved preview, , ,None
57,False,config django language prioritysilva andre initial thanks, , ,None
58,False,medium obsolete removed, , ,None
59,False,javascript unneeded remove string, , ,None
60,False,project instruction refresh, , ,None
61,False,remove subversion target, , ,None
62,True,mergeclaudep request mergedjango parsing language,https://api.github.com/repos/arskom/spyne/issues/295, ,None
63,False,flake, , ,None
64,False,django parsing language, , ,None
65,False,contributig jazzband, , ,None
66,True,mergerequest hotfix merge silva andreconfiguration language issue,https://api.github.com/repos/arskom/spyne/issues/291, ,None
67,False,default change standard bugfix language, , ,None
68,False,duplicated bugfix function rename, , ,None
69,False,replace single standard double quote, , ,None
70,False,update docstringproject configuration language updatecheck differentutility docstring, , ,None
71,False,parsed content correctly bugfix languageassigned solvesformat language, , ,None
72,False,feature patch split removelater feature integration removepropriety language overwrite, , ,None
73,True,mergeclaudep request merge,https://api.github.com/repos/arskom/spyne/issues/294,Defect,None
74,False,jazzband, , ,None
75,False,readme badge added jazzband, , ,None
76,False,tinymce django moved jazzband, , ,None
77,True,efdfd mergegeotrekce click request mergeclicking initialization element crash,https://api.github.com/repos/arskom/spyne/issues/276,Defect,Risky_resource_management
78,True,mergeclaudep request mergesyntax obsolete replaced,https://api.github.com/repos/arskom/spyne/issues/286, ,None
79,False,configuration language issueaccording correctly naming parsedcommited change language staticpropriety language overwrite, , ,None
80,False,syntax obsolete replaced, , ,None
