No,Valid,Message,Issue-url,Tag,Category
0,False,chrome newsletter website height, , ,None
1,False,newsletter website height, , ,None
2,False,newsletter website width, , ,None
3,False,empty remove website footer, , ,None
4,False,remove title website italic, , ,None
5,True,merge fbcafefoalts merge docusaurus requestupdate website docusaurus,https://api.github.com/repos/banago/PHPloy/issues/968, ,None
6,False,component update website swizzled, , ,None
7,False,color remove workaround navbar, , ,None
8,False,update website docusaurus, , ,None
9,True,merge cceaffoalts merge docusaurus requestupdate website docusaurus dependency,https://api.github.com/repos/banago/PHPloy/issues/964, ,None
10,False,filename website starting, , ,None
11,True,bbcbca mergeremove merge request multi foaltsmulti remove tutorial,https://api.github.com/repos/banago/PHPloy/issues/965, ,None
12,False,remove website autogenerated, , ,None
13,False,bbcbca mergebranch docusaurus remove merge multi, , ,None
14,False,advanced example, , ,None
15,False,multi remove tutorial, , ,None
16,False,number starting, , ,None
17,False,docusaurus incorrect remove website header, , ,None
18,False,revert website error frontmatter investiagtecommit reverts, , ,None
19,False,rename found, , ,None
20,False,update website package, , ,None
21,False,frontmatter website error investiagte, , ,None
22,False,error website starting, , ,None
23,False,update website docusaurus, , ,None
24,False,update translated, , ,None
25,True,merge fcaffefoalts merge request,https://api.github.com/repos/banago/PHPloy/issues/946, ,None
26,False,nan, , ,None
27,False,update version, , ,None
28,False,release, , ,None
29,True,bdade mergepatch kingdun merge requestupdate awesome,https://api.github.com/repos/banago/PHPloy/issues/960, ,None
30,False,codeperate packageauthored kingdun, , ,None
31,False,update awesome, , ,None
32,True,dbacd mergefoalts react merge requestspanish translate tutorial react,https://api.github.com/repos/banago/PHPloy/issues/956, ,None
33,False,upload field, , ,None
34,False,improve translation react, , ,None
35,False,nan, , ,None
36,False,translation react, , ,None
37,False,spanish translate tutorial react, , ,None
38,True,mergefoalts react merge requestfrench translate tutorial react,https://api.github.com/repos/banago/PHPloy/issues/955, ,None
39,False,improve translation react, , ,None
40,False,nan, , ,None
41,False,improve tagline website, , ,None
42,False,translate tutorial react, , ,None
43,False,false remove social, , ,None
44,True,mergefoalts revert merge requestremove storage,https://api.github.com/repos/banago/PHPloy/issues/954, ,None
45,False,image, , ,None
46,True,revert merge request length foalts uploadreversing commit revertschange,https://api.github.com/repos/banago/PHPloy/issues/942, ,None
47,True,mergeremove warning merge request foaltsremove warning,https://api.github.com/repos/banago/PHPloy/issues/953, ,None
48,False,remove warning, , ,None
49,True,mergeopenapi merge request service create foaltsoptional accepts servicemanager,https://api.github.com/repos/banago/PHPloy/issues/950, ,None
50,False,param, , ,None
51,False,service optional accepts, , ,None
52,False,service optional accepts, , ,None
53,False,nan, , ,None
54,True,cefca mergewatch config merge request foaltswatch command develop config,https://api.github.com/repos/banago/PHPloy/issues/947, ,None
55,False,watch release develop, , ,None
56,False,revert change watch script config, , ,None
57,False,watch update command config, , ,None
58,False,graphql watch command config update, , ,None
59,False,watch command config, , ,None
60,False,remove silly, , ,None
61,False,asset location, , ,None
62,False,source tutorial react, , ,None
63,False,remove confusing react explanation, , ,None
64,False,title translate react, , ,None
65,False,title translate react, , ,None
66,True,mergefoalts react merge requestreact build world tutorial application,https://api.github.com/repos/banago/PHPloy/issues/944, ,None
67,False,update, , ,None
68,False,english react, , ,None
69,False,frontend react, , ,None
70,False,default avatar, , ,None
71,False,invert upload react, , ,None
72,False,improve template issue, , ,None
73,False,missing react, , ,None
74,True,mergemerge request length foalts upload,https://api.github.com/repos/banago/PHPloy/issues/942, ,None
75,False,release, , ,None
76,False,nan, , ,None
77,False,mergebranch merge master length upload, , ,None
78,False,react, , ,None
79,False,update summary react, , ,None
80,False,remove, , ,None
81,False,social tutorial react, , ,None
82,False,build react, , ,None
83,False,display, , ,None
84,False,simplify react, , ,None
85,False,tutorial react, , ,None
86,False,tutorial upload react, , ,None
87,False,frontend tutorial react, , ,None
88,False,improve explanation react, , ,None
89,False,improve wording, , ,None
90,False,login logout tutorial react, , ,None
91,False,react tutorial protection deploymnt, , ,None
92,False,nan, , ,None
93,False,discord, , ,None
94,False,nan, , ,None
95,False,nan, , ,None
96,False,template management github, , ,None
97,False,report vulnerability option security, , ,General
98,False,template update issue, , ,None
99,True,mergefoalts merge request,https://api.github.com/repos/banago/PHPloy/issues/924, ,None
100,False,nan, , ,None
101,False,label update translated, , ,None
102,False,release, , ,None
103,False,tutorial protection react, , ,None
104,False,tutorial react, , ,None
105,False,tutorial signup react, , ,None
106,False,route authenticated tutorial react, , ,None
107,False,frontend tutorial react, , ,None
108,False,react tutorial swagger, , ,None
109,False,first route tutorial react, , ,None
110,False,shell script tutorial react, , ,None
111,False,react tutorial model, , ,None
112,False,application started describe, , ,None
113,False,tutorial describe react, , ,None
114,False,tutorial react, , ,None
115,False,improve naming, , ,None
116,True,fbbda mergefoalts merge cache requestoption cache,https://api.github.com/repos/banago/PHPloy/issues/938, ,None
117,False,option cache, , ,None
118,False,option cache, , ,None
119,False,multipart storage request, , ,None
120,False,remove duplicate storage value, , ,None
121,False,property storage, , ,None
122,True,mergeandresmazzo patch merge requestupgrade openapi,https://api.github.com/repos/banago/PHPloy/issues/935, ,None
123,True,mergeandresmazzo patch merge requestopenapi,https://api.github.com/repos/banago/PHPloy/issues/936, ,None
124,False,upgrade openapiauthored mazzo admin andres, , ,None
125,False,openapiauthored mazzo admin andres, , ,None
126,False,required description field example, , ,None
127,False,openapi, , ,None
128,False,openapi, , ,None
129,True,mergeandresmazzo patch merge requestexample architecture,https://api.github.com/repos/banago/PHPloy/issues/933, ,None
130,False,example architecture, , ,None
131,False,example architecture, , ,None
132,False,example architecture, , ,None
133,False,example architecture, , ,None
134,True,edfaec mergemerge request error foalts rendererror rendererror,https://api.github.com/repos/banago/PHPloy/issues/931, ,None
