No,Url,Valid,Message,Issue-url,Tag,Category,
0,https://api.github.com/repos/SpigotMC/BungeeCord/commits/bda160562792a913cba3a65ba4996de60d0d6d68,FALSE, minor formatting fix, , ,None,
1,https://api.github.com/repos/SpigotMC/BungeeCord/commits/2e0e88db0d790741cc05fe177bcd98d9bf5d579e,FALSE, 3158 remove redundant protocol version check packet need second read write method use else instead, , ,None,
2,https://api.github.com/repos/SpigotMC/BungeeCord/commits/96482cc0cf124328c3bca86277de69ad1ffef6a6,FALSE, 3157 read char client 1.13 pluginmessages char vanilla limit client 1.13. use value, , ,None,
3,https://api.github.com/repos/SpigotMC/BungeeCord/commits/a283aaf724d4c9a815540cd32f3aafaa72df9e05,FALSE, 3153 add color support end command, , ,None,
4,https://api.github.com/repos/SpigotMC/BungeeCord/commits/5db276eb52db0f77b0c0aa50ecd6948164cdc4f1,FALSE, 3147 null .sourceaddress null send proxy check option used, , ,None,Taged
5,https://api.github.com/repos/SpigotMC/BungeeCord/commits/c866619f56ca2f2d254112ee1105ed588b15a8cc,FALSE, minecraft 1.17.1 support, , ,None,
6,https://api.github.com/repos/SpigotMC/BungeeCord/commits/b9da505efe2331d26e440c74660417043be6bdba,FALSE, 3142 remove redundant name length check initialhandler check needed anymore player get kicked reading loginrequest packet name length longer, , ,None,
7,https://api.github.com/repos/SpigotMC/BungeeCord/commits/061a7c67bd861ac32dcafa91049017659930fd10,FALSE, update checkstyle, , ,None,
8,https://api.github.com/repos/SpigotMC/BungeeCord/commits/6f7331e852792224ef9e22a9f96fa54400ee417f,FALSE, 3138 3140 check new leak detector netty flag, , ,None,
9,https://api.github.com/repos/SpigotMC/BungeeCord/commits/1b489bcc11e83631cd62f41154573120a2c104fe,FALSE, attempt fix java native crash, , ,General,
10,https://api.github.com/repos/SpigotMC/BungeeCord/commits/da27924a49dad2a168eaa2cea49f1e751741d5fa,FALSE, 3115 3125 update native build script switch cloudflare zlib, , ,None,
11,https://api.github.com/repos/SpigotMC/BungeeCord/commits/15b39887c54436ccc35ea542705db917e544ba6f,FALSE, 3133 directly disconnect illegal char, , ,None,
12,https://api.github.com/repos/SpigotMC/BungeeCord/commits/f9583a7652c04e42b6b6a43268750d4a31a256b6,FALSE, 3129 replace user friendly string, , ,None,
13,https://api.github.com/repos/SpigotMC/BungeeCord/commits/cb738188de992d7691b618196a5c26fffed13bf0,FALSE, 3126 use supplier instead reflection native impl generation, , ,None,
14,https://api.github.com/repos/SpigotMC/BungeeCord/commits/a8b2f5268d56e1820bcac11a6aeab82035664a54,FALSE, 3123 apply exact vanilla string length limit tab completion, , ,None,
15,https://api.github.com/repos/SpigotMC/BungeeCord/commits/ad50fc9ad324d934e33dc47255359ef28712ba45,FALSE, 3111 check chat illegal char moved length check packet class, , ,None,
16,https://api.github.com/repos/SpigotMC/BungeeCord/commits/a25c2b325b021061936640f3fbc236ed8e4512c0,FALSE, fix typo previous commit, , ,None,
17,https://api.github.com/repos/SpigotMC/BungeeCord/commits/c57bf61114dc3c8e4b5e148f25d3afc8eb15d832,FALSE, 3113 remove unnecessary slice thanks lokha profiling suggestion, , ,None,
18,https://api.github.com/repos/SpigotMC/BungeeCord/commits/b7935d4b1437bd03e8063df584cbf917894bfdd3,FALSE, downgrade snakeyaml due issue comment parsing, , ,None,
19,https://api.github.com/repos/SpigotMC/BungeeCord/commits/00982f3620d5f54af118b08bd1438bc942225be4,FALSE, 3104 use lambda rather reflection create packet, , ,None,
20,https://api.github.com/repos/SpigotMC/BungeeCord/commits/088b2045d0bc43b694a1b41c4fd0789169c3eeff,FALSE, 3109 made file log level configurable, , ,None,
21,https://api.github.com/repos/SpigotMC/BungeeCord/commits/633ff1cfc810c23f2aa368e4a588df3beb9d79c1,FALSE, 3107 fix action bar message 1.17, , ,None,
22,https://api.github.com/repos/SpigotMC/BungeeCord/commits/6cda6b6c1084c0ac3dbaf74b874c8b68f570bdf0,FALSE, update snakeyaml netty, , ,None,
23,https://api.github.com/repos/SpigotMC/BungeeCord/commits/90573625f13b91aebd077136dade67637573a0e7,FALSE, minecraft 1.17 support, , ,None,
24,https://api.github.com/repos/SpigotMC/BungeeCord/commits/d49e97c42320a3488902beddd77cfd40ad6d94ca,FALSE, 3099 improve toarray call using empty array parameter intellij idea inspection since late update openjdk call intrinsified making performance empty array version sometimes even better compared pre sized version, , ,None,
25,https://api.github.com/repos/SpigotMC/BungeeCord/commits/39a80e414e3172375809c331fd1b571271ada1a5,FALSE, 3093 support name block name, , ,None,
26,https://api.github.com/repos/SpigotMC/BungeeCord/commits/ab9153ddc37dc05162c7d00d70c725556cc2c3ea,FALSE, increase length limit to_client chat packet, , ,None,
27,https://api.github.com/repos/SpigotMC/BungeeCord/commits/7ec1f487c18791bb8bcec8dd0eb75030968a7347,FALSE, remove ipv6 scope forwarded address affect forwarding epoll enabled, , ,None,
28,https://api.github.com/repos/SpigotMC/BungeeCord/commits/c96628b72e2cfa46ba12a76a1262c00085fbe99f,FALSE, 3094 fix to_client max chat string length, , ,None,
29,https://api.github.com/repos/SpigotMC/BungeeCord/commits/e5ded9a2fb3959fcca0b008ea5e602b8fe6ebb07,FALSE, apply stricter length limit client string also bump snapshot version remove redundant file header, , ,None,
30,https://api.github.com/repos/SpigotMC/BungeeCord/commits/5823f47467cc1ad981adbcec30c3db0200ee2409,FALSE, 3090 register event parent class, , ,None,
31,https://api.github.com/repos/SpigotMC/BungeeCord/commits/a0b7f09252b234e4a9f514201a8c1714363ee029,FALSE, 3087 force enable multi release jar file support jdk9 via system property, , ,None,
32,https://api.github.com/repos/SpigotMC/BungeeCord/commits/b60a30c70546c1e24869ebce195af6195e8ccd12,FALSE, move additional dependency runtime scope, , ,None,
33,https://api.github.com/repos/SpigotMC/BungeeCord/commits/4fc1a9e77047e81008f2d6f760c4722b24b5b458,FALSE, dependency bump, , ,None,
34,https://api.github.com/repos/SpigotMC/BungeeCord/commits/f0908b663f868ef5fe1f3ac8c81a29827cd6abe1,FALSE, add optional 1.17 21w19a snapshot protocol support accessible via jvm property, , ,None,
35,https://api.github.com/repos/SpigotMC/BungeeCord/commits/5fa596fee9c40adc1d6c56bb42a9f785f04dab9b,FALSE, 3084 regrettably add full slf4j wrapper, , ,None,
36,https://api.github.com/repos/SpigotMC/BungeeCord/commits/ada1b95ffc3b26eb6cd9d0ad768897cf139833d4,FALSE, remove redundant entity rewriting code 1.16.2, , ,None,
37,https://api.github.com/repos/SpigotMC/BungeeCord/commits/72b3bdf6765bb703d4481b65e12d056d43abc9e0,FALSE, 3077 fix regression preventing child classloaders delegating bug introduced, , ,None,
38,https://api.github.com/repos/SpigotMC/BungeeCord/commits/71d124637471ad2c24ded1bb8f8f8fecb718c3ec,FALSE, 3066 put frame decoder reduces impact attack send large packet size first send data slowly frequently enough trigger timeout timeout handler cause connection stay open long time without much effort attacker packet never leaf stage netty pipeline causing additional check happen log connection created impact bad connection without recieving full packet underlying spigot server would timeout instead, , ,None,
39,https://api.github.com/repos/SpigotMC/BungeeCord/commits/ac371bb596b4eab674ae302799accb87b69a59cc,FALSE, 3073 release haproxymessage read, , ,None,
40,https://api.github.com/repos/SpigotMC/BungeeCord/commits/830ee8f27d47400d17915bf546fc85540dbe5180,FALSE, 3061 continue fallback underlying urlclassloader, , ,None,
41,https://api.github.com/repos/SpigotMC/BungeeCord/commits/425dd4510989834c52d21d38e239ba0c7a4b02d2,FALSE, override classloader close method completeness, , ,None,
42,https://api.github.com/repos/SpigotMC/BungeeCord/commits/6a039de8db3a9dc78fe884e5d150db24df1933bb,FALSE, add preview automatic library support example plugin.yml usage  library okhttp 4.9.0  library accessible plugins transitive depends allowing multiple version library used different plugins preview feature feedback welcome may refined made widely available, , ,None,
43,https://api.github.com/repos/SpigotMC/BungeeCord/commits/8d783aa172830f212baa197b6b0c1c3d5f1237d1,FALSE, 3058 remove world limit, , ,None,
44,https://api.github.com/repos/SpigotMC/BungeeCord/commits/a4e5f5005b8932515718e12cdb29ff72d52402ed,FALSE, add full support building jdk, , ,None,
45,https://api.github.com/repos/SpigotMC/BungeeCord/commits/a7c6edeb638f0a2ba4fb051f2b0be5a6e226c955,FALSE, 3041 respond login query request way match vanilla client, , ,None,
46,https://api.github.com/repos/SpigotMC/BungeeCord/commits/4f23b49fef8d30e0f1bdc045575e757ee0d2506f,FALSE, 3037 update proxiedplayer setdisplayname javadoc current behaviour, , ,None,
47,https://api.github.com/repos/SpigotMC/BungeeCord/commits/cfcc8b1a6f1f31399b4bc3ec6aea17ed7250b428,FALSE, pin github workflow build ubuntu 20.04, , ,None,
48,https://api.github.com/repos/SpigotMC/BungeeCord/commits/ebec582ce22a6e9876fe3c4b3868cd9651c4e767,FALSE, add full support building jdk, , ,None,
49,https://api.github.com/repos/SpigotMC/BungeeCord/commits/3d701fbe0ec690d83c10487c57e7dbff353fb0d7,FALSE, 3028 add protocol level string length limit, , ,None,
50,https://api.github.com/repos/SpigotMC/BungeeCord/commits/e95da11115c4ab29cfe5e902bb63759e13238b64,FALSE, bump netty snakeyaml mysql version, , ,None,
51,https://api.github.com/repos/SpigotMC/BungeeCord/commits/9f6a798ea6381e23fb1a17f9667ddb70d468985a,FALSE, bump version 1.16 r0.5 snapshot, , ,None,
52,https://api.github.com/repos/SpigotMC/BungeeCord/commits/36c8df4d2f0c15a0ead3edf16ab63cc56fe88d46,FALSE, release 1.16 r0.4, , ,None,
53,https://api.github.com/repos/SpigotMC/BungeeCord/commits/baf2f60850932e1f628e842af68bbd08bfdfc7b1,FALSE, 3018 serialize text component property order minecraft, , ,None,
