No,Valid,Message,Issue-url,Tag,Category
0,False,update, , ,None
1,False,small, , ,None
2,False,create, , ,None
3,False,available afterinit event, , ,None
4,False,update, , ,None
5,False,error overriding recipe handler added module, , ,None
6,False,update, , ,None
7,False,update, , ,None
8,False,updated, , ,None
9,False,render version rendered removed, , ,None
10,False,update, , ,None
11,False,broken dependency, , ,None
12,False,misspell model fixed, , ,None
13,False,fixed, , ,None
14,False,getting fixedadded method missing parenthesisissue yiisoftbuttflattery creditadded method missingissuecomment issue yiisoft, , ,None
15,False,example fixed, , ,None
16,False,structure update, , ,None
17,False,update table single, , ,None
18,False,nan, , ,None
19,False,english issue grammar minor, , ,None
20,False,fixed, , ,None
21,False,server validation added submission cookbook, , ,None
22,False,global mining rename function, , ,None
23,False,adjusted example, , ,None
24,False,fixed, , ,None
25,False,update multiple working, , ,None
26,False,fixed, , ,None
27,False,added, , ,None
28,False,place wrong removed, , ,None
29,False,added version, , ,None
30,False,added repository, , ,None
31,False,multiple custom attribute validator added, , ,None
32,False,added validator multiple, , ,None
33,False,title fixed, , ,None
34,False,added response processing, , ,None
35,False,added response, , ,None
36,False,formatting fixed, , ,None
37,False,finished processing, , ,None
38,False,small language edits, , ,None
39,False,fixed, , ,None
40,False,update activeform, , ,None
41,False,added switching recipe themeadded reference theme switching, , ,None
42,False,updated readthedocs, , ,None
43,False,added readthedocs index, , ,None
44,False,update, , ,None
45,False,adjusted clarification packt added, , ,None
46,False,update, , ,None
47,False,recipe adjustment, , ,None
48,False,update, , ,None
49,False,build directory created making, , ,None
50,False,update, , ,None
51,False,added example captcha recipe, , ,None
52,False,machine using translationstarting message commit enter pleasetranslation using update googleusing translation google deletetranslation using yandex updatetranslation using yandex updatetranslation using yandex updatetranslation using yandex updatetranslation using yandex updatetranslation using yandex updatetranslation using yandex updatetranslation using yandex update, , ,None
53,False,value custom attribute validation client added, , ,None
54,False,added missing comma, , ,None
55,False,example function validationexample understand method sense validationclear without digging yiiactiveformsuggested example answer, , ,None
56,False,fixed, , ,None
57,False,recipe uploads, , ,None
58,False,update, , ,None
59,False,render reusing referenced partial, , ,None
60,False,update, , ,None
61,False,dependency, , ,None
62,False,draft version solid, , ,None
63,False,update, , ,None
64,False,update, , ,None
65,False,update, , ,None
66,False,update, , ,None
67,False,update, , ,None
68,False,added brief summary, , ,None
69,False,create, , ,None
70,False,create, , ,None
71,False,create, , ,None
72,False,update, , ,None
73,False,updated, , ,None
74,False,update table single, , ,None
75,False,frontend structure update backend, , ,None
76,False,update, , ,None
77,False,added crontab recipe, , ,None
78,False,slash update handling trailing, , ,None
79,False,number fixed, , ,None
80,False,added implementing collection typed, , ,None
81,False,update, , ,None
82,False,exception message, , ,None
83,False,error field attribute container relativeerror field specifying container element relative confuse selectorconfirmselector error container jquery context, , ,None
84,False,controllerreplaced passed, , ,None
85,False,variable clash method signature, , ,None
86,False,added method remove field, , ,None
87,False,eventattribute listening chages, , ,None
88,False,nan, , ,None
89,False,added, , ,None
90,False,spelling, , ,None
91,False,inheritance table single, , ,None
92,False,create, , ,None
93,False,update, , ,None
94,False,achieving simplified method, , ,None
95,False,update multiple working, , ,None
96,False,instead findone usage fixed, , ,None
97,True,asset scaled management environmentasset scaled management environmentupdateupdateupdateupdate,https://api.github.com/repos/monet/monet.js/issues/116,documentation,None
98,False,install update changed composer, , ,None
99,False,updateadded disclaimeradded handling resource, , ,None
100,False,autoscaling configuring application added index stack, , ,None
101,False,createcreaterenameupdateupdate, , ,None
102,False,loggingrecipe loggingrecipe loggingrecipe loggingrecipe logging, , ,None
103,True,model multiple workindraft initial multiple operationworkflow explain explicitlysamdark change proposed,https://api.github.com/repos/monet/monet.js/issues/109,question,None
104,False,added cooky, , ,None
105,True,mergerequest nikolai patch merge katkovvariable update number,https://api.github.com/repos/monet/monet.js/issues/108,enhancement,None
106,False,variable update number, , ,None
107,False,committed cover, , ,None
