No,Valid,Message,Issue-url,Tag,Category
0,False,collaborator, , ,None
1,False,collaborator, , ,None
2,True,bccea mergerequest highlight mergetestcase eslint error,https://api.github.com/repos/janeczku/calibre-web/issues/679, ,None
3,False,testcase eslint error, , ,None
4,True,mergerequest index wangsongc mergemultiple fixed issue style editor,https://api.github.com/repos/janeczku/calibre-web/issues/667,enhancement,None
5,True,mergedependabot request merge elliptic hinesboyelliptic,https://api.github.com/repos/janeczku/calibre-web/issues/677,enhancement,None
6,True,ecffbb mergerequest issue mergeissue,https://api.github.com/repos/janeczku/calibre-web/issues/661,bug,None
7,True,fcefd mergerequest framework wangsongc mergeframework,https://api.github.com/repos/janeczku/calibre-web/issues/668, ,None
8,False,ellipticelliptic indutnyelliptic release indutnyelliptic commits compare indutnysigned support dependabot, , ,None
9,False,update, , ,None
10,False,nan, , ,None
11,False,toolbars, , ,None
12,False,framework, , ,None
13,False,index, , ,None
14,True,mergerequest mergeeslint error,https://api.github.com/repos/janeczku/calibre-web/issues/637, ,None
15,False,eslint error, , ,None
16,False,issue, , ,None
17,False,release, , ,None
18,False,update, , ,None
19,True,mergerequest jiawulin mergecodestyle,https://api.github.com/repos/janeczku/calibre-web/issues/650,bug,None
20,False,issue, , ,None
21,True,mergerequest master wangsongc mergetemplate issue,https://api.github.com/repos/janeczku/calibre-web/issues/648,question,None
22,True,mergerequest readme mergelicense licence change,https://api.github.com/repos/janeczku/calibre-web/issues/642, ,None
23,False,license licence changelicense, , ,None
24,False,create issuetemplate, , ,None
25,True,mergerequest dependabot hinesboy merge,https://api.github.com/repos/janeczku/calibre-web/issues/647, ,None
26,True,mergedependabot request merge proxy hinesboyproxy,https://api.github.com/repos/janeczku/calibre-web/issues/617,bug,None
27,True,eeaaef mergedependabot request merge elliptic hinesboyelliptic,https://api.github.com/repos/janeczku/calibre-web/issues/608,question,None
28,True,mergehinesboy dependabot request merge lodashlodash,https://api.github.com/repos/janeczku/calibre-web/issues/604, ,None
29,True,mergedependabot websocket request merge extension hinesboyextension websocket,https://api.github.com/repos/janeczku/calibre-web/issues/596, ,None
30,False,isaacrelease isaaccommits isaac comparesigned support dependabot, , ,None
31,True,mergerequest example hinesboy mergeexample,https://api.github.com/repos/janeczku/calibre-web/issues/645,bug,None
32,False,exampleexample, , ,None
33,True,mergerequest issue mergeissue,https://api.github.com/repos/janeczku/calibre-web/issues/639, ,None
34,True,mergerequest issue mergeissue,https://api.github.com/repos/janeczku/calibre-web/issues/640,question,None
35,True,mergerequest issue mergeissue,https://api.github.com/repos/janeczku/calibre-web/issues/641, ,None
36,False,nan, , ,None
37,False,nan, , ,None
38,False,issuetypora gitlab github, , ,None
39,False,issue, , ,None
40,False,issue, , ,None
41,False,please mavoneditor email, , ,None
42,False,proxyparty proxyparty release proxychangelog party master proxyparty commits proxy comparesigned support dependabot, , ,None
43,False,ellipticelliptic indutnyelliptic release indutnyelliptic commits compare indutnysigned support dependabot, , ,None
44,False,lodashlodashrelease lodashcommits lodash comparesigned support dependabot, , ,None
45,False,extension websocketextension websocketextension websocket releasechangelog websocket master extensionextension websocket commits comparesigned support dependabot, , ,None
46,False,nan, , ,None
47,False,nan, , ,None
48,False,nan, , ,None
49,False,nan, , ,None
50,False,nan, , ,None
51,False,nan, , ,None
52,False,nan, , ,None
53,False,mergemerge, , ,None
54,True,mergedependabot server request webpack merge hinesboywebpack server,https://api.github.com/repos/janeczku/calibre-web/issues/560, ,None
55,False,mergebranch master merge mavoneditor hinesboy, , ,None
56,False,merge, , ,None
57,False,webpack serverwebpack serverrelease webpack serverchangelog master webpack servercommits webpack serversigned support dependabot, , ,None
58,True,mergedependabot analyzer bundle request webpack merge hinesboybundle webpack analyzer,https://api.github.com/repos/janeczku/calibre-web/issues/559, ,None
59,True,mergerequest rikusen patch mergereadme small,https://api.github.com/repos/janeczku/calibre-web/issues/554,bug,None
60,True,adebc mergerequest master mergecross mavoneditor scripting,https://api.github.com/repos/janeczku/calibre-web/issues/548, ,None
61,True,aecff mergerequest master mergeprevent,https://api.github.com/repos/janeczku/calibre-web/issues/538,bug,None
62,False,aecff mergebranch master merge, , ,None
63,True,mergerequest master lmlife merge,https://api.github.com/repos/janeczku/calibre-web/issues/532, ,None
64,False,bundle webpack analyzerbundle contrib webpack analyzerrelease contrib bundle webpack analyzerchangelog master bundle contrib webpack analyzercompare commits contrib bundle webpack analyzersigned support dependabot, , ,None
65,True,mergerequest abbychau master mergelanguage,https://api.github.com/repos/janeczku/calibre-web/issues/514, ,None
66,False,update depdencies, , ,None
67,False,nan, , ,None
68,False,readme, , ,None
69,True,aefeb mergerequest asjidkalam master mergemavoneditor merging executed behalf,https://api.github.com/repos/janeczku/calibre-web/issues/1, ,None
70,False,updated, , ,None
71,False,cross fixed scripting, , ,None
72,False,module added, , ,None
73,False,markdown sanitizer, , ,None
74,False,nan, , ,None
75,False,language, , ,None
76,False,version, , ,None
77,True,cadca mergedependabot eslint request merge hinesboyeslint,https://api.github.com/repos/janeczku/calibre-web/issues/506, ,None
78,False,mergedependabot branch master eslint merge, , ,None
79,True,mergedependabot analyzer bundle request webpack merge hinesboybundle webpack analyzer,https://api.github.com/repos/janeczku/calibre-web/issues/504, ,None
80,True,mergedependabot mixin request merge hinesboymixin,https://api.github.com/repos/janeczku/calibre-web/issues/505, ,None
81,False,eslinteslintrelease eslintchangelog eslint mastercommits eslint comparesigned support dependabot, , ,None
82,False,mixinmixin jonschlinkertmixin release jonschlinkertmixin commits jonschlinkert comparesigned support dependabot, , ,None
83,False,bundle webpack analyzerbundle contrib webpack analyzerrelease contrib bundle webpack analyzerchangelog master bundle contrib webpack analyzercompare commits contrib bundle webpack analyzersigned support dependabot, , ,None
84,True,mergedependabot server request webpack merge hinesboywebpack server,https://api.github.com/repos/janeczku/calibre-web/issues/503, ,None
85,False,webpack serverwebpack serverrelease webpack serverchangelog master webpack servercommits webpack serversigned support dependabot, , ,None
86,False,update, , ,None
87,False,update, , ,None
88,False,update extra, , ,None
89,False,merge, , ,None
90,True,mergerequest merge,https://api.github.com/repos/janeczku/calibre-web/issues/478, ,None
91,False,boxshadowstyle, , ,None
92,False,background toolbarspreview backgroundtransition, , ,None
93,False,update, , ,None
94,False,merge, , ,None
95,True,mergerequest xuxihai declare mergesupport typescript,https://api.github.com/repos/janeczku/calibre-web/issues/421, ,None
96,True,edcaea mergerequest patch mergejapanese sentence,https://api.github.com/repos/janeczku/calibre-web/issues/430, ,None
97,False,mergebranch mavoneditor patch merge, , ,None
98,False,separating forgot change, , ,None
99,False,separating forgot change, , ,None
100,False,fixed sentence japanese, , ,None
101,False,changed command install, , ,None
102,False,readme autofocus recovered, , ,None
103,False,support typescript, , ,None
104,False,merge, , ,None
105,True,mergerequest tauleos master mergeindex,https://api.github.com/repos/janeczku/calibre-web/issues/417, ,None
106,True,mergerequest zhaokuohaha feature merge,https://api.github.com/repos/janeczku/calibre-web/issues/415, ,None
107,False,nan, , ,None
108,False,toolbar updateisequalname, , ,None
109,False,nan, , ,None
110,False,update, , ,None
111,False,update, , ,None
112,False,updatenotice, , ,None
113,False,update, , ,None
114,False,nan, , ,None
115,False,nan, , ,None
116,False,nan, , ,None
117,True,eedef mergerequest masterhiei master mergecondition language,https://api.github.com/repos/janeczku/calibre-web/issues/404, ,None
118,False,condition language, , ,None
119,False,japanese language, , ,None
120,True,mergerequest feature ryicoh mergejapanese,https://api.github.com/repos/janeczku/calibre-web/issues/400,question,None
121,False,japanese, , ,None
122,False,merge, , ,None
123,True,mergehljslang request kiyama mergetarget hljslang,https://api.github.com/repos/janeczku/calibre-web/issues/315, ,None
124,True,mergerequest summon mergesizing border,https://api.github.com/repos/janeczku/calibre-web/issues/331, ,None
125,True,mergerequest summon mergetarget start,https://api.github.com/repos/janeczku/calibre-web/issues/332, ,None
126,True,mergerequest kishi naoki mergereadme dcocument english,https://api.github.com/repos/janeczku/calibre-web/issues/339, ,None
127,True,mergerequest master alili mergetabsize setting,https://api.github.com/repos/janeczku/calibre-web/issues/342, ,None
128,False,merge, , ,None
129,True,mergerequest maliaomj master mergeupdate,https://api.github.com/repos/janeczku/calibre-web/issues/369, ,None
130,False,merge, , ,None
131,True,mergeclarifysky request master mergemarkdown,https://api.github.com/repos/janeczku/calibre-web/issues/395, ,None
132,True,mergerequest riandree master mergetranslation german,https://api.github.com/repos/janeczku/calibre-web/issues/394, ,None
133,True,mergerequest xiaoqing master merge,https://api.github.com/repos/janeczku/calibre-web/issues/377,enhancement,None
134,False,markdown, , ,None
135,False,translation german, , ,None
136,False,input, , ,None
137,False,nan, , ,None
138,False,updatemavoneditor, , ,None
139,False,tabsize setting, , ,None
140,False,readme english, , ,None
141,False,target start, , ,None
142,False,sizing border, , ,None
143,False,target hljslang, , ,None
144,False,autofocus, , ,None
145,True,mergerequest hongfs master merge,https://api.github.com/repos/janeczku/calibre-web/issues/310, ,None
146,False,nan, , ,None
147,False,merge, , ,None
148,False,mergebranch master merge mavoneditor hinesboy, , ,None
149,False,merge, , ,None
150,True,mergerequest markdown mergemarkdown,https://api.github.com/repos/janeczku/calibre-web/issues/304, ,None
151,False,mergebranch master markdown merge, , ,None
152,True,mergecustom request toolbar mergecustom toolbar support,https://api.github.com/repos/janeczku/calibre-web/issues/303, ,None
153,True,mergestyle request merge,https://api.github.com/repos/janeczku/calibre-web/issues/302, ,None
154,False,markdownmavoneditor hinesboy, , ,None
155,False,custom toolbar supportmavoneditor hinesboymavoneditor hinesboy, , ,None
156,False,nan, , ,None
157,False,nan, , ,None
158,True,mergerussian request bessamu merge,https://api.github.com/repos/janeczku/calibre-web/issues/277, ,None
159,False,mergebranch master russian merge, , ,None
160,False,import, , ,None
161,False,nan, , ,None
162,False,nan, , ,None
163,False,nan, , ,None
164,True,mergerussian request bessamu mergerussian added language,https://api.github.com/repos/janeczku/calibre-web/issues/274, ,None
165,False,russian added, , ,None
166,False,nan, , ,None
167,False,nan, , ,None
168,False,nan, , ,None
169,False,nan, , ,None
170,False,nan, , ,None
171,False,merge, , ,None
