No,Valid,Message,Issue-url,Tag,Category
0,True,mergepatch request eltociear merge,https://api.github.com/repos/bvaughn/react-virtualized/issues/4728, ,None
1,False,enviornment environment, , ,None
2,False,workflow release, , ,None
3,False,release, , ,None
4,True,cccac mergemaster request merge naelsondouglasavoidable refactoration indexer small removing iterator,https://api.github.com/repos/bvaughn/react-virtualized/issues/4688, ,None
5,True,baefa merge eaacfmikepsinn request merge masterwindow command install,https://api.github.com/repos/bvaughn/react-virtualized/issues/4692, ,None
6,True,mergepatch request merge davidjbmissing fragment,https://api.github.com/repos/bvaughn/react-virtualized/issues/4694, ,None
7,False,fragment, , ,None
8,False,window command install, , ,None
9,False,avoidable refactoration indexer small removing iterator, , ,None
10,False,artifact update, , ,None
11,True,mergerequest mergedependency pipenv prerelease include,https://api.github.com/repos/bvaughn/react-virtualized/issues/4652, ,None
12,False,mergebranch merge master, , ,None
13,True,mergeankitdobhal request refactor mergequality issue refactor chore,https://api.github.com/repos/bvaughn/react-virtualized/issues/4661, ,None
14,False,quality issue refactor chorecontinuous added analysisimport unused removedictionary duplicate removecomparison involving refactortruthiness object check favour length removeankitdobhal signed, , ,None
15,False,already available, , ,None
16,False,pipenv updateuranusjr authored chung, , ,None
17,False,update, , ,None
18,False,argument, , ,None
19,True,mergeleohku request mergeallow sanitization activate virtualenv improve character,https://api.github.com/repos/bvaughn/react-virtualized/issues/4615, ,None
20,False,mergebranch merge master, , ,None
21,True,mergemabuelhagag patch request mergebroken,https://api.github.com/repos/bvaughn/react-virtualized/issues/4646, ,None
22,False,broken, , ,None
23,False,fragment modify, , ,None
24,False,activation escaping regex, , ,None
25,True,mergerequest mergereadme broken,https://api.github.com/repos/bvaughn/react-virtualized/issues/4610, ,None
26,False,readme brokenmichal signed, , ,None
27,True,mergedulmandakh request python mergepython,https://api.github.com/repos/bvaughn/react-virtualized/issues/4605, ,None
28,False,python, , ,None
29,True,merge cbecbcetucked request mergecorrect,https://api.github.com/repos/bvaughn/react-virtualized/issues/4603, ,None
30,False,merge cbecbcebranch merge master, , ,None
31,True,mergepatch kongklakker request mergeupdate,https://api.github.com/repos/bvaughn/react-virtualized/issues/4604, ,None
32,False,updateclose, , ,None
33,False,correct, , ,None
34,True,fcede mergeupdate request vendoring packaging mergepackaging update,https://api.github.com/repos/bvaughn/react-virtualized/issues/4595, ,None
35,False,packaging update, , ,None
36,True,daeee mergerequest issue merge isherossource exist,https://api.github.com/repos/bvaughn/react-virtualized/issues/4554, ,None
37,False,mergebranch issue merge master, , ,None
38,True,mergerequest merge honzaactivation allow sanitazation virtualenv improve,https://api.github.com/repos/bvaughn/react-virtualized/issues/4538, ,None
39,False,mergebranch merge master, , ,None
40,True,mergebugfix request mergeresolve incompatibility ignore,https://api.github.com/repos/bvaughn/react-virtualized/issues/4593, ,None
41,False,exists ensure directory, , ,None
42,False,pyyaml vendoring update script, , ,None
43,False,mergebugfix branch merge master, , ,None
44,True,deefb becba mergedeepyaman patch request mergecompatible description release operator,https://api.github.com/repos/bvaughn/react-virtualized/issues/4568, ,None
45,False,deefb mergepatch branch merge master, , ,None
46,False,resolve incompatibility ignore, , ,None
47,True,affeeb mergepatch mrcalderon request mergeworkflow better remove broken,https://api.github.com/repos/bvaughn/react-virtualized/issues/4574, ,None
48,False,remove broken, , ,None
49,True,mergeremove search request brainwane mergesearch documentation remove,https://api.github.com/repos/bvaughn/react-virtualized/issues/4166, ,None
50,True,search removeaddress partially temporarilyproblem search underlying investigatesearch temporarilyplease index revertharihareswara sumana signed,https://api.github.com/repos/bvaughn/react-virtualized/issues/1839, ,None
51,False,create, , ,None
52,False,compatible description release operator, , ,None
53,False,added, , ,None
54,False,added, , ,None
55,False,added fragment, , ,None
56,False,source exist section added pipfile, , ,None
57,False,comment, , ,None
58,False,sanitize improve, , ,None
59,False,indent correct, , ,None
60,False,changelog, , ,None
61,False,bumpedgithub action signed, , ,None
62,False,release, , ,None
63,True,mergepyenv update request stevecshanks mergepyenv avoid using update,https://api.github.com/repos/bvaughn/react-virtualized/issues/4535, ,None
64,False,pyenv avoid using updatelikely removed causeadded always confusionglobal, , ,None
65,False,release script, , ,None
66,True,mergeupdate vendor request mergedependency vendored update,https://api.github.com/repos/bvaughn/react-virtualized/issues/4533, ,None
67,False,document update section, , ,None
68,False,format change pipfile, , ,None
69,False,library inject vendor, , ,None
70,False,patch update, , ,None
71,False,nan, , ,None
72,False,change script patch vendoring, , ,None
73,False,dependency vendored update, , ,None
74,False,version update pinned, , ,None
75,True,mergebugfix request mergevalidate resolver section bugfix wrong constraint,https://api.github.com/repos/bvaughn/react-virtualized/issues/4528, ,None
76,False,resolver missing argument, , ,None
77,True,mergebugfix request mergewaring skipped happened,https://api.github.com/repos/bvaughn/react-virtualized/issues/4526, ,None
78,False,waring skipped happened, , ,None
79,False,version regex string, , ,None
80,True,merge bdfcdbugfix request mergewindow pipenv platform output script,https://api.github.com/repos/bvaughn/react-virtualized/issues/4524, ,None
81,False,instead, , ,None
82,False,apply suggestion reviewuranusjr authored chung, , ,None
83,False,pipenv command color, , ,None
84,False,character, , ,None
85,False,window pipenv platform output script, , ,None
86,True,bfcba mergebugfix request mergealways bugfix satisfy dependency changed,https://api.github.com/repos/bvaughn/react-virtualized/issues/4521, ,None
87,False,mergebugfix branch merge master, , ,None
88,True,aafda mergebugfix request mergerestrict acceptable,https://api.github.com/repos/bvaughn/react-virtualized/issues/4519, ,None
89,False,dependency satisfied consider, , ,None
90,False,restrict acceptable, , ,None
91,False,bumpedgithub action signed, , ,None
92,False,release, , ,None
93,False,consistent order, , ,None
94,True,dabea mergebugfix request mergeunquote bugfix,https://api.github.com/repos/bvaughn/react-virtualized/issues/4514, ,None
95,False,unquote bugfix, , ,None
96,True,mergebugfix request mergematched bugfix editable wrong package directory metadata,https://api.github.com/repos/bvaughn/react-virtualized/issues/4512, ,None
97,False,entry, , ,None
98,False,searching metadata, , ,None
99,True,mergestyle change request mergestyle change multiple output,https://api.github.com/repos/bvaughn/react-virtualized/issues/4505, ,None
100,False,performance improve, , ,None
101,False,version upgrade virtualenv, , ,None
102,False,disable check, , ,None
103,False,entry, , ,None
104,False,style change multiple output, , ,None
105,True,mergemaster request merge honzavirtualenv filepath,https://api.github.com/repos/bvaughn/react-virtualized/issues/4225, ,None
106,False,entry, , ,None
107,True,virtualenv filepath,https://api.github.com/repos/bvaughn/react-virtualized/issues/4225, ,None
108,True,cdabb fdebc mergerequest mergefetching locking fragment accelerate,https://api.github.com/repos/bvaughn/react-virtualized/issues/4500, ,None
109,False,construction tuple release, , ,None
110,False,checksum supply mocked, , ,None
111,False,whitespaces restore, , ,None
112,False,encoding, , ,None
113,False,piptools patch update, , ,None
114,False,value, , ,None
115,False,change, , ,None
116,False,package, , ,None
117,False,format change revert, , ,None
118,False,entry, , ,None
119,False,value encode, , ,None
120,False,internet request number reduce, , ,None
121,False,sidebar template updatepossibleupdate projectimage title consistent sidebar projectsimilar, , ,None
122,False,comment documentation close, , ,None
123,False,testing clarifypipenv issue, , ,None
124,True,mergemaster request merge glenrsmithpipenv pipfile command script,https://api.github.com/repos/bvaughn/react-virtualized/issues/4445, ,None
125,True,ebfbb mergerequest merge glenrsmithupdate,https://api.github.com/repos/bvaughn/react-virtualized/issues/4, ,None
126,False,value return provide success script, , ,None
127,False,header singular column change report, , ,None
128,False,documentation script, , ,None
129,True,mergerequest merge glenrsmithinspection python,https://api.github.com/repos/bvaughn/react-virtualized/issues/3, ,None
130,False,inspection python, , ,None
131,True,mergerequest merge glenrsmithchange command script,https://api.github.com/repos/bvaughn/react-virtualized/issues/2,bug,None
132,False,change command script, , ,None
133,False,mergeupstream branch remote master tracking merge, , ,None
134,True,fddeb mergebugfix request mergefunction parsed,https://api.github.com/repos/bvaughn/react-virtualized/issues/4446, ,None
135,False,mergebugfix branch merge master, , ,None
136,True,mergeinternet testing request mergeprefer adapt mocked,https://api.github.com/repos/bvaughn/react-virtualized/issues/3630, ,None
137,False,hashable ensure, , ,None
138,False,prefer adapt mocked, , ,None
139,True,mergesetuptools request mergefailure,https://api.github.com/repos/bvaughn/react-virtualized/issues/4448, ,None
140,False,entry create, , ,None
141,False,major handle correctly version minor pythonhandle previous, , ,None
142,False,constraint virtualenv remove, , ,None
143,False,command testing scriptcompatible format python stringprintpipenv command scriptstanza label pipfile scriptdefault getting pipfile, , ,None
144,False,command script, , ,None
145,True,mergerequest merge glenrsmithcommand script,https://api.github.com/repos/bvaughn/react-virtualized/issues/1,enhancement,None
146,False,command scriptpipenv issue, , ,None
147,True,mergerequest mergeinstallation discourage homebrew,https://api.github.com/repos/bvaughn/react-virtualized/issues/4444, ,None
148,False,edeaffba mergebranch merge master, , ,None
149,True,mergebugfix request mergerequirement wheel resolved successfully,https://api.github.com/repos/bvaughn/react-virtualized/issues/4443, ,None
150,False,entry check, , ,None
151,False,validation logic, , ,None
152,False,fragment, , ,None
153,False,installation discourage homebrew, , ,None
154,False,nan, , ,None
