No,Url,Valid,Message,Issue-url,Tag,Category
0,https://api.github.com/repos/dotnet/roslyn/commits/159cb67bb1e38f12662b22681e412c9746e7bcfb,True, merge pull request 55303 dotnet merges release dev17.0 main merge release dev17.0 main,https://api.github.com/repos/dotnet/roslyn/issues/55303,Area-Infrastructure,None
1,https://api.github.com/repos/dotnet/roslyn/commits/32003cdb41382e31dd2799a0a15108e575071313,True, merge pull request 53553 alrz use recursive pattern refactoring introduce use recursive pattern refactoring feature,https://api.github.com/repos/dotnet/roslyn/issues/53553,Area-IDE,None
2,https://api.github.com/repos/dotnet/roslyn/commits/53db3fc9ca23670252dc7193ae76ee83e5f0f23f,True, merge pull request 55298 ryzngard feature disable add using paste default based user feedback,https://api.github.com/repos/dotnet/roslyn/issues/55298,Approved to merge,None
3,https://api.github.com/repos/dotnet/roslyn/commits/af2fa54fae83c70b8c080068b57e587f5d5262ce,False, disable add using paste default, , ,None
4,https://api.github.com/repos/dotnet/roslyn/commits/2d6cf01045e51b098b5af60c08fdf9494fae8e99,False, small bit cleanup, , ,None
5,https://api.github.com/repos/dotnet/roslyn/commits/054f0c07e27f83458dc294d09db03bfc34abc00f,False, log client name looking find document 55266, , ,None
6,https://api.github.com/repos/dotnet/roslyn/commits/65ee073bf6cea571a68193793420ecee60752711,True, merge pull request 55262 dibarbet fix lsp completion item default commit character,https://api.github.com/repos/dotnet/roslyn/issues/55262,Area-IDE,None
7,https://api.github.com/repos/dotnet/roslyn/commits/f90046b7d6d7d5c677787554c9dd6774d6d77286,False, merge branch main use recursive pattern refactoring, , ,None
8,https://api.github.com/repos/dotnet/roslyn/commits/2f7dffa534aceb92e9767568e88535c926588d12,True, merge pull request 55291 akhera99 updating feature resource string common,https://api.github.com/repos/dotnet/roslyn/issues/55291,Area-IDE,None
9,https://api.github.com/repos/dotnet/roslyn/commits/b46c7a752cfa94177dba13b836c7ccd5394d9043,False, enc avoid expensive data flow analysis absence lambda 55255, , ,None
10,https://api.github.com/repos/dotnet/roslyn/commits/b818d6ad33e4aaf2dcc7949fe5374f891d81d3a6,True, merge pull request 54216 youssef1313 make static trivia fix make static drop trivia,https://api.github.com/repos/dotnet/roslyn/issues/54216,Area-IDE,None
