No,Valid,Message,Issue-url,Tag,Category
0,False,dependency update, , ,None
1,False,usage update gradle build, , ,None
2,False,update gradle, , ,None
3,False,mergebranch master merge guardianproject, , ,None
4,False,android gradle studio latest update, , ,None
5,False,udpate gradle, , ,None
6,True,ddbba mergerequest nekromanser merge patchstring improved finnish,https://api.github.com/repos/graphql/express-graphql/issues/441,CLA Signed,None
7,True,mergerequest xloem merge cameraviewvideovideo recording minimal change enable,https://api.github.com/repos/graphql/express-graphql/issues/434, ,None
8,True,mergeorientation lukeswitz request merge preferenceorientation preferred device,https://api.github.com/repos/graphql/express-graphql/issues/440,question,None
9,True,mergepackage patch lukeswitz request mergemultiplex vulnerability address,https://api.github.com/repos/graphql/express-graphql/issues/438, ,None
10,False,mergebranch master merge guardianproject, , ,None
11,False,afafe mergebranch merge, , ,None
12,False,mergebranch merge, , ,None
13,False,string improved finnishimproved fixed finnish, , ,None
14,False,orientation preferred devicemethod allow rotation processed orientation without newer implement affecting, , ,None
15,False,multiplex vulnerability update patch, , ,None
16,True,video replace internal cameraview encoding jcodecexplanation originally added,https://api.github.com/repos/graphql/express-graphql/issues/418,CLA Signed,None
17,False,script format fastlane clean, , ,None
18,False,fastlane github release changelogs include, , ,None
19,True,mergerequest eighthave merge weblateweblate,https://api.github.com/repos/graphql/express-graphql/issues/432, ,None
20,False,polish translated using weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
21,False,portuguese translated using weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
22,False,polish translated using weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
23,False,translated using turkish weblatetranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
24,False,translated using ukrainian weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
25,False,translated portuguese brazil weblate usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
26,False,translated using weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
27,False,translation using added weblate, , ,None
28,False,translated portuguese portugal weblate usingtranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
29,False,polish translated using weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
30,False,translated simplified weblate chinese usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
31,False,pashto weblate translation using added, , ,None
32,False,translated simplified weblate chinese usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
33,False,portuguese translated using weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
34,False,translated portuguese portugal weblate usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
35,False,translated using weblate russiantranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
36,False,polish translated using weblatetranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
37,False,polish translated using weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
38,False,polish weblate translation using added, , ,None
39,False,translated portuguese portugal weblate usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
40,False,translated using weblate frenchtranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
41,False,translated using weblate frenchtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
42,False,translated portuguese brazil weblate usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
43,False,translated portuguese brazil weblate usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
44,False,translated portuguese brazil weblate usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
45,False,translated portuguese brazil weblate usingtranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
46,False,translated using turkish weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
47,False,translated portuguese brazil weblate usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
48,False,translated portuguese brazil weblate usingtranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
49,False,translated using weblate finnishtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
50,False,finnish weblate translation using added, , ,None
51,False,translated using weblate germantranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
52,False,translated using ukrainian weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
53,False,translated using weblate germantranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
54,False,translated using ukrainian weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
55,False,ukrainian weblate translation using added, , ,None
56,False,translated using weblate frenchtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
57,False,translated using weblate frenchtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
58,False,translated using turkish weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
59,False,translated using turkish weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
60,False,translated using weblate germantranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
61,False,translated using norwegian weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
62,False,translated using english weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
63,False,translated using norwegian weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
64,False,translated portuguese portugal weblate usingtranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
65,False,spanish translated using weblatetranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
66,False,spanish translated using weblatetranslated string currentlytranslation project guardianproject guardianproject translate, , ,None
67,False,translation updateupdated squash commitstranslation project guardian metadataproject guardianproject metadata translate, , ,None
68,False,translated state united english weblate usingtranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
69,False,translation updateupdated squash commitstranslation project guardian metadataproject guardianproject metadata translate, , ,None
70,False,translation updateupdated squash commitstranslation project guardian metadataproject guardianproject metadata translatespanish translated using weblatetranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
71,False,translation updateupdated squash commitstranslation project guardian metadataproject guardianproject metadata translatetranslation updateupdated squash commitstranslation project guardian metadataproject guardianproject metadata translatetranslation updateupdated squash commitstranslation project guardian metadataproject guardianproject metadata translatetranslation updateupdated squash commitstranslation project guardian metadataproject guardianproject metadata translateportuguese translated using weblatetranslated string currentlytranslation project guardian metadataproject guardianproject metadata translate, , ,None
