No,Valid,Message,Issue-url,Tag,Category
0,False,updateauthored bizley pawel, , ,None
1,True,mergemerge request masterchange protocol,https://api.github.com/repos/yiisoft/yii2/issues/18775, ,None
2,False,change protocol, , ,None
3,True,mergemerge request yiisoftwebsite update,https://api.github.com/repos/yiisoft/yii2/issues/18766,type:docs,None
4,False,website update, , ,None
5,True,merge ebcfeemerge request yiisoftupdate,https://api.github.com/repos/yiisoft/yii2/issues/18764,type:docs,None
6,False,update, , ,None
7,False,block update structure, , ,None
8,True,merge fdebcstevekr merge request formatterparameter formatter value,https://api.github.com/repos/yiisoft/yii2/issues/18754,type:docs,None
9,False,merge fdebcbranch merge master formatter, , ,None
10,False,update forum, , ,None
11,False,parameter formatter value, , ,None
12,False,string support symbol encodehtml invalid errorhandler, , ,None
13,False,column string convert numericadequate issue writecolumn string convert numericmysql schema bigintupdateupdatephpdoc updateclearer refactoringunsigned checkupdateunsigned mysql schemaunsigned mysql schemaauthored makarov alexanderauthored bizley pawel, , ,None
14,True,mergevalidation mrblc croatian request message mergetipfeler translation regarding fixed inconsistency,https://api.github.com/repos/yiisoft/yii2/issues/18747,type:enhancement,None
15,False,translation validation tipfellery croatian fixed inconsistency regardin message, , ,None
16,False,emailvalidator added validators enablelocalidn, , ,None
17,False,updated break introduce asurl method, , ,None
18,False,looking update start forum, , ,None
19,False,informationinformationinformation pipeline happen sensitive ideally could since containadded changelog upgradeinformation corrected upgradeframework updateauthored makarov alexanderauthored bizley pawelauthored makarov alexander, , ,None
20,False,option scheme added formatter asurl, , ,None
21,False,schematest mysql, , ,None
22,False,adopt theme readme, , ,None
23,False,properly basic handle request header, , ,None
24,False,update, , ,None
25,False,print prettyadded support helper print prettyprettyprint updated helper documentationwindow helper jsontest framework yiiunit ending testprettyprint fixedhelper added guidedescription capitalizedauthored makarov alexanderauthored makarov alexanderauthored bizley pawel, , ,None
26,True,befaf mergemerge request yiisoftblock update,https://api.github.com/repos/yiisoft/yii2/issues/18731,type:docs,None
27,False,block update, , ,None
28,True,merge ffbfbdmerge request alexoconnorhub patchsecurity correct update,https://api.github.com/repos/yiisoft/yii2/issues/18728,type:docs,None
29,False,merge ffbfbd affadebranch merge master patch, , ,None
30,False,security guide updateauthored bizley pawel, , ,None
31,True,mergemerge request single yiisoftstyle single structure block start,https://api.github.com/repos/yiisoft/yii2/issues/18727,type:docs,None
32,False,security correct updatereversed rather, , ,None
33,False,style single structure block start, , ,None
34,True,mergeallow marcovtwout request jquery mergeinstalled allow jquery,https://api.github.com/repos/yiisoft/yii2/issues/18725,type:enhancement,None
35,False,installed allow jqueryreleased jquery, , ,None
36,True,merge fdecbpatch winternet request studio mergehyphen example action added,https://api.github.com/repos/yiisoft/yii2/issues/18722,type:docs,None
37,False,hyphen example action addedmaybe added better guide moved class action providing description static, , ,None
38,True,mergemerge request update yiisoftblock update,https://api.github.com/repos/yiisoft/yii2/issues/18721,type:docs,None
39,False,block update, , ,None
40,True,mergemerge request yiisoftdisplay block start,https://api.github.com/repos/yiisoft/yii2/issues/18719,type:docs,None
41,False,block update start, , ,None
42,True,dacface mergemerge request patchgettargetclass function,https://api.github.com/repos/yiisoft/yii2/issues/18716,type:enhancement,None
43,False,merge eeeadbranch merge master patch, , ,None
44,True,fddff mergecount queryinterface dicrtarasov request mergereturn count queryinterface,https://api.github.com/repos/yiisoft/yii2/issues/18713,status:code review,None
45,False,gettargetclass functionchange gettargetclass necessary interesting extending, , ,None
46,False,merge edfbaabcount master queryinterface branch merge, , ,None
47,True,mergemerge request yiisoftblock,https://api.github.com/repos/yiisoft/yii2/issues/18714,type:docs,None
48,False,block, , ,None
49,True,mergemerge request throwable dicrtarasovorder exception throwable,https://api.github.com/repos/yiisoft/yii2/issues/18711, ,None
50,False,return count queryinterface, , ,None
51,False,order exception throwable, , ,None
52,True,mergemerge request yiisoft,https://api.github.com/repos/yiisoft/yii2/issues/18709,type:docs,None
53,False,nan, , ,None
54,True,mergemerge request yiisoftintro,https://api.github.com/repos/yiisoft/yii2/issues/18703,type:docs,None
55,False,intro, , ,None
56,True,mergemerge request yiisoftintro,https://api.github.com/repos/yiisoft/yii2/issues/18698,type:docs,None
57,False,intro, , ,None
58,False,handler handling related error exception consoleyiisoft, , ,None
59,False,constant added cookie, , ,None
60,False,smell, , ,None
61,True,mergemerge request yiisoftintro,https://api.github.com/repos/yiisoft/yii2/issues/18697,type:docs,None
62,False,intro, , ,None
63,False,intro, , ,None
64,False,scrutinizeryiisoft selectedlabels orderfield scrutinizer master framework order issue filteryiisoft selectedlabels orderfield helper scrutinizer master framework order issueyiisoft selectedlabels orderfield scrutinizer master framework order issueyiisoft selectedlabels orderfield scrutinizer master framework order issueyiisoft selectedlabels orderfield scrutinizer master framework order issueyiisoft selectedlabels orderfield scrutinizer master framework order issueyiisoft selectedlabels orderfield scrutinizer master framework order issueyiisoft selectedlabels orderfield scrutinizer master framework order issue controller consoleadded refactor smallyiisoft selectedlabels orderfield scrutinizer master framework condition order issueyiisoft selectedlabels orderfield scrutinizer master framework order issueyiisoft selectedlabels orderfield scrutinizer master framework mssql order issueyiisoft selectedlabels orderfield scrutinizer master framework order issueyiisoft selectedlabels orderfield scrutinizer master framework order issue controller consoleadding spaceyiisoft selectedlabels orderfield scrutinizer master framework order issue controller consoleyiisoft selectedlabels orderfield scrutinizer master framework order issue controller consoleyiisoft selectedlabels orderfield scrutinizer master framework order issue controller consoleframework console update controllerauthored makarov alexanderframework console update controllerauthored makarov alexanderframework console update controllerauthored makarov alexanderframework console update controllerauthored makarov alexanderframework console update controllerauthored makarov alexanderframework console update controllerauthored makarov alexanderframework console update controllerauthored makarov alexanderframework console update controllerauthored makarov alexanderauthored makarov alexander, , ,None
65,False,intro, , ,None
66,False,added helper newfilemode basefilehelper console controller changeownership property methodauthored bizley pawel, , ,None
67,False,nan, , ,None
68,False,mentioned relation named, , ,None
69,False,helper, , ,None
70,False,table instead detection mssql default caching cache dbcache varbinary configured column, , ,None
71,True,mergemerge request arhellintro,https://api.github.com/repos/yiisoft/yii2/issues/18672,type:docs,None
72,False,intro, , ,None
73,False,public visibility changed, , ,None
74,False,deprecated replacing classname class, , ,None
75,False,translate vietnamese start, , ,None
76,False,security updatechange actual deprecated function, , ,General
77,True,merge cbdbamerge request arhellupgrade intro,https://api.github.com/repos/yiisoft/yii2/issues/18663,type:docs,None
78,False,upgrade intro, , ,None
79,True,bfaec merge ddebcdfpatch winternet request studio mergefixed,https://api.github.com/repos/yiisoft/yii2/issues/18664,type:docs,None
80,False,fixed, , ,None
81,True,merge efdccmerge request arhellupgrade intro,https://api.github.com/repos/yiisoft/yii2/issues/18659,type:docs,None
82,False,upgrade intro, , ,None
83,True,mergemerge request arhell,https://api.github.com/repos/yiisoft/yii2/issues/18651,type:docs,None
84,False,nan, , ,None
85,False,basehtml helper added method, , ,None
