No,Valid,Message,Issue-url,Tag,Category
0,True,mergebwssytems merge requestcreate branchsupport device alexa error requested question valuedevice correctly status duplicate working alexa update bridge questionenhancement colordata questionenhancement separate saturation brightness questioncalucation wrong question colorcolor correctly temperatur working changing questionconversion question incorrectfails creation device questionassistant initialization exception questioncorrect color duplicate alexa sendingbright enhancement please request present optiondiscover alexa habridge questioninterface address bridgeconfigurable enhancement timeout enahnacement buttondiscover added device bridge duplicate alexa recently unable questionpassing request enhancement feature control valuegiven exception suddenly thread bridge questiondevice broke alexa discovery questioncolordecode habridge questionappearing homeassistant device question,https://api.github.com/repos/namespace-ee/react-calendar-timeline/issues/1256, ,None
1,False,fixed homeassistant release issue, , ,None
2,False,switch request present color, , ,None
3,False,handling request color, , ,None
4,False,generated handling update unique updated, , ,None
5,False,remove, , ,None
6,False,issue command configpointer command configfile config ocnfig entry exception occurrs, , ,None
7,False,update readme, , ,None
8,True,mergejunit bwssytems maven dependabot merge requestjunit,https://api.github.com/repos/namespace-ee/react-calendar-timeline/issues/1238, ,None
9,True,mergemerge marcopollacci requestchange branch merge,https://api.github.com/repos/namespace-ee/react-calendar-timeline/issues/1249, ,None
10,False,update, , ,None
11,False,update, , ,None
12,False,junitjunitjunit releasejunit changelogcompare junit commitsdependabot signed support, , ,None
13,False,changed version, , ,None
14,False,socket needed specific address multicastinterface, , ,None
15,False,outbound route address getting inbound, , ,None
16,False,finished color decode bright deviceid fixing updated value, , ,None
17,False,continue, , ,None
18,True,eeafc mergeproxy jimirocks merge requestnginx example,https://api.github.com/repos/namespace-ee/react-calendar-timeline/issues/1138, ,None
19,False,nginx example, , ,None
20,False,conversion updated color, , ,None
21,False,continue validation color, , ,None
22,False,upgrade color handling start iface updated, , ,None
23,False,rebase stash origin, , ,None
24,True,mergemaster merge gaudryc requeststring practice using object comparison,https://api.github.com/repos/namespace-ee/react-calendar-timeline/issues/1121, ,None
25,False,string practice using object comparison, , ,None
26,True,mergebwssytems merge requestdevice enhancement execute request bridge selectenhancement colorenhancement deviceenhancement homegenie supportenhancement backup restorechange command colour voice questionaction question somfy severalenhancement helper gateway mozillaenhancement amazon incompatible bridge questionenhancement alexa conflict issue bridge questionenhancement harmony question issueenhancement question issuepassword method assistant authentication enhancement legacy removed questiondevice enhancement single bridge scrollbridge discoverybridge,https://api.github.com/repos/namespace-ee/react-calendar-timeline/issues/1109, ,None
27,False,release change number version, , ,None
28,False,update restart failure handling, , ,None
