No,Valid,Message,Issue-url,Tag,Category
0,True,zkclientconfig curator configurableoption zookeeper clientusing preventing mandatory seemscondition potential hanging describedliran authormckenzie eolivelli olivelli reviewer cameron enricoliran curator close,https://api.github.com/repos/Automattic/juice/issues/391, ,None
1,False,instead sleep awaitility thread, , ,None
2,False,curator zookeeper upgradeeolivelli authored enrico olivelli, , ,None
3,False,curator variableauthored colin, , ,None
4,False,curator setting configured, , ,None
5,True,update curator persistentnode documentationcurator follow persistentnode apache updateauthor boutesmckenzie eolivelli olivelli reviewer cameron enricocurator pboutes close,https://api.github.com/repos/Automattic/juice/issues/381, ,None
6,True,level curator debug messagebackwards older compatible config zookeeper acceptsalbeit dynamic string without configurationsince format oldererror format olderinstead simplyammar khaku authorbolles eolivelli olivelli reviewer enrico russelldroploglevel akhaku close,https://api.github.com/repos/Automattic/juice/issues/382, ,None
7,True,curator parent persistentnode option creation disablecontrol boolean parentunderlying succeed create false parent order znodes beforehand persistentnode exist meaningcurator browseauthor boutesauthor boutesmckenzie eolivelli zimmerman olivelli reviewer jordan cameron wander enricocurator pboutes close,https://api.github.com/repos/Automattic/juice/issues/380, ,None
8,False,curator setdata delete operation tolerant idempotent added fault, , ,None
9,True,exception check curatorauthor wangchenmo wangjieeolivelli enrico olivelli reviewercurator iwangjie close,https://api.github.com/repos/Automattic/juice/issues/375, ,None
10,False,workaround, , ,None
11,False,python upgrade, , ,None
12,False,curator project merge script zookeeper import, , ,None
13,False,chair enrico olivelli, , ,None
14,False,curator junit migrate, , ,None
15,True,parameter curator passing reconfigure emptyclose,https://api.github.com/repos/Automattic/juice/issues/374, ,None
16,False,mergeexport pattern curator, , ,None
17,False,export pattern curator, , ,None
18,False,mergetison committer, , ,None
19,False,tison committer, , ,None
20,False,dedicated website curator downloadsmirros apache downloads, , ,None
21,False,dedicated website curator downloadsdedicated depends downloadsproperty, , ,None
22,False,plugin release development iteration prepare maven, , ,None
23,False,plugin release maven prepare, , ,None
24,False,updatefollow added twitter badge, , ,None
25,True,cause curator testingserver shutdowndifferent testingserver shutdown closed thread cause filetxnsnaplograndgalt authormckenzie eolivelli olivelli reviewer cameron enricoserver curator randgalt close testing,https://api.github.com/repos/Automattic/juice/issues/368, ,None
26,False,edfff mergecurator fatal error empty deserializing, , ,None
27,False,curator fatal error empty deserializing, , ,None
28,False,bdcbe mergecurator branch apache master merge, , ,None
29,False,enrico olivelli committer, , ,None
30,False,addfbc mergecurator branch apache master merge, , ,None
31,False,fixed, , ,None
32,False,better, , ,None
33,False,website fixed badge, , ,None
34,False,plugin release development iteration prepare maven, , ,None
35,False,plugin release curator apache prepare maven, , ,None
36,False,added, , ,None
37,False,header added missing curator, , ,None
38,False,curatorznode method protected handle, , ,None
39,False,class shaded curator exclusion missing remove guava supposed forgot still shade causing installed client incorrect, , ,None
40,False,number curator would assured final lenient hopefully flakey believe exact assertion added, , ,None
41,False,resilient initial waiting connection, , ,None
42,False,every fixed badly error written, , ,None
43,False,create curator passed issue error breaking, , ,None
44,False,curatorjavadoc, , ,None
45,False,curatoradding ensembletracker boolean methodallows enabling disablingensemble tracking, , ,None
46,False,change document breaking, , ,None
47,False,address comment, , ,None
48,False,curator, , ,None
49,False,mergecurator branch merge master repos, , ,None
50,False,curator background thread around spoiling retries, , ,None
51,False,zeroed server curator count attempt, , ,None
52,False,accordingly curator classifier document update, , ,None
53,False,fbfcf mergecurator state branch clean flaky remove merge, , ,None
54,False,curator purpose flakey serving testcleanstate, , ,None
55,False,mergecurator state branch clean flaky remove merge, , ,None
56,False,curator flakiness removing desired start cause, , ,None
57,False,curator foreground retry instead operation background problem consistent thread spoiling thereby, , ,None
58,False,mergecurator branch merge master repos, , ,None
59,False,flaky curator remove testcleanstate, , ,None
60,False,mergecurator branch merge master bigmarvin, , ,None
61,False,change state curator resetting concerned instead addressed still reset, , ,None
62,False,curatorcurator happens processing whereby zookeeper connection healed finishednotice curator state becomes zombie instance connection stuckcurator instance connection report logged, , ,None
63,False,server curator connection, , ,None
64,False,curatorcurator bridge earlier creates using module version simple ensures, , ,None
65,False,curatorimplement bridge issue curatorcache cache treecache phase, , ,None
66,False,curatoreasier stable resource zookeeper written cache completely significantly several curatorcache watch listener wrapper nodecache older recursive network benefit active provided replace persistent single recipe support implementationauthored randgalt, , ,None
67,False,orignal curator attach classifier artifact original, , ,None
68,False,curatorstartup cluster issue hopefully testingcluster recreate catch startauthored randgalt, , ,None
69,False,curatorwatcher addwatch curator method older async maintaining background persistent framework subsequent zookeeper version compatibility support previousauthored randgalt, , ,None
70,False,update curator zookeepercuratorclass reflection server thing compatability significant background zookeeper maintain compatibility curator public little bring affect watcher changed preparation recursive maintaining version added reconfig previous supporting change existed bunch removed hopefully persistent moved module based forced affectedgroup think curator performs intellij selected maven force annotated module ensure zookeeper testng syntax support eclipse zkcompatibilitywatcher compatability comaptibility maintaining background persistent module version maintain support added previoussnapshot change curator versionauthored randgalt, , ,None
71,False,curatorchangecompatibility module removeguava class remove deprecatedsupport remove exhibitorcleanup change minor variousauthored randgalt, , ,None
72,False,mergecurator branch merge master repos, , ,None
73,False,curator match behavior remove close flatten, , ,None
74,False,curator match behavior remove flatten, , ,None
75,False,curatormechanism reused retry violating given mitigate exponential causing multiple policy local thread nested getting ended, , ,None
76,False,curatorgetting setreuseaddress server randomalways faster ticktimeexception incorrect fixed message, , ,None
77,False,curator zookeeper version, , ,None
78,False,curatorcommit changed change instead current genesis string value longer connection believe returned cfccabcaeaa return remember implementationchange taken optionally false setting connection holder handle updated infinitechange existed investigation level loathe, , ,None
79,True,mergenaude request mergecurator executorservice close,https://api.github.com/repos/Automattic/juice/issues/343, ,None
80,False,created executor closed allow serviceoptional executor allow service serviceprovider, , ,None
81,False,nan, , ,None
82,False,change curator writer jackson reuse reader objectmapper, , ,None
83,True,mergerequest dependabot apache merge version jackson mavenjackson version,https://api.github.com/repos/Automattic/juice/issues/332, ,None
84,False,jackson versionjackson versionjackson updatejackson release fasterxmlcommits jackson fasterxml comparejackson update databindjackson release fasterxmlcommits jackson fasterxmljackson update dataformatdataformats jackson release fasterxmldataformats commits compare jackson fasterxmlsigned support dependabot, , ,None
85,False,curatorentry instead calling removing paste, , ,None
86,True,mergecurator request apache merge zookeeper testlockaclsbroke curator zookeeper testlockacls,https://api.github.com/repos/Automattic/juice/issues/327, ,None
87,False,curatororder reflect zookeeper updated broke, , ,None
88,False,mergecurator branch merge, , ,None
89,False,adding travis checking synchronized, , ,None
90,False,mergecurator branch merge, , ,None
91,False,curatorclass thing retry count field testng attribute given hopelessly actually reworked store broken reset method storing always hopefully right retrying, , ,None
92,True,mergeaseychell master request mergecurator stable zookeeper version update,https://api.github.com/repos/Automattic/juice/issues/314, ,None
93,True,mergecurator request apache mergegetourpath curator public,https://api.github.com/repos/Automattic/juice/issues/324, ,None
94,True,mergeobsolete remove request mergecurator obsolete overflow remove stack,https://api.github.com/repos/Automattic/juice/issues/323, ,Risky_resource_management
95,False,getourpath curator public, , ,None
96,False,stack remove obsolete overflow, , ,Risky_resource_management
97,True,aabcff mergerequest mergecompatibility bytebuffer issue curator,https://api.github.com/repos/Automattic/juice/issues/321, ,None
98,False,bbdfe mergeupstream tracking remote branch merge master, , ,None
99,True,mergecurator improve request apache merge circuit shared breakercurator improve behavior breaking circuit,https://api.github.com/repos/Automattic/juice/issues/320, ,None
100,False,curatorcurator circuitbreaker behavior elastic using introduced success breaking existing report circuit shared implementationproposes change different semantics curator amount given issue remove unlikely widely breaking shortfactory create container removed behavior using registered manages breaking favor circuit shared, , ,None
101,True,fbdadb beeacd mergeabcdenis curator request mergecurator break internalleave timeout infinite,https://api.github.com/repos/Automattic/juice/issues/322, ,None
102,False,curator break internalleave timeout infinite, , ,None
103,False,compatibility bytebuffer issue, , ,None
104,False,spammy, , ,None
105,False,openjdk switch, , ,None
106,True,bcaac mergecurator mailing issue request apache mergemailing issue,https://api.github.com/repos/Automattic/juice/issues/317,bug,None
107,False,correctly refer button mailing mailto prefix, , ,None
108,True,mergecurator emretetik request mergecurator misleading documentation,https://api.github.com/repos/Automattic/juice/issues/315, ,None
109,False,description, , ,None
110,False,style change, , ,None
111,False,javadoc subclass misleading modified, , ,None
112,False,update version zookeeper stable, , ,None
113,True,mergecurator jiriondrusek request dependency merge zookeepercurator zookeeper compatible,https://api.github.com/repos/Automattic/juice/issues/311, ,None
114,False,curator zookeeper compatible, , ,None
115,False,developer added section, , ,None
116,False,fixed broken, , ,None
117,False,mergecurator branch merge master repos, , ,None
118,False,gitbox, , ,None
119,True,mergecurator request belugabehr mergezkpaths curator tostring pathandnode,https://api.github.com/repos/Automattic/juice/issues/305, ,None
120,False,zkpaths curator tostring pathandnode, , ,None
121,False,plugin release development iteration prepare maven, , ,None
122,False,plugin release curator apache prepare maven, , ,None
123,False,plugin release development iteration prepare maven, , ,None
124,False,plugin release curator apache prepare maven, , ,None
125,True,mergeplugin license request merge krichter phasechanged plugin license validate maven phase,https://api.github.com/repos/Automattic/juice/issues/259, ,None
126,False,mergepudov curator branch merge, , ,None
127,False,mergecurator branch merge master repos, , ,None
128,False,curator shading reflect guava broken multiple, , ,None
129,False,mergecurator branch metamx merge update, , ,None
130,False,update, , ,None
131,False,update, , ,None
132,False,curator travis config close added, , ,None
133,False,mergecurator branch merge, , ,None
134,False,curator calculation elapsed circuit breaker, , ,None
135,False,check curator, , ,None
