No,Valid,Message,Issue-url,Tag,Category
0,True,mergepatch walidchekkouri request mergeuproperty pointer previousweapon,https://api.github.com/repos/motiv-labs/janus/issues/82, ,None
1,False,uproperty pointer previousweaponsystem uproperty garbage pointer collection important considered, , ,None
2,False,improvedplayer behind fixed damage melee orientation attack couldproperly melee player rangezombie animation changed slightlyreduced always melee damage, , ,None
3,False,mergetomlooman master branch merge, , ,None
4,False,asset removed replaced, , ,None
5,False,update, , ,None
6,False,refreshed splash screen, , ,None
7,False,refreshed cooplandscape level landscape delete replaced, , ,None
8,False,refresh visual landscape, , ,None
9,True,mergecaylorme patch request mergereadme legacy updating,https://api.github.com/repos/motiv-labs/janus/issues/65, ,None
10,False,mergemaster patch branch merge, , ,None
11,False,update, , ,None
12,False,upgradephysicscore include build module, , ,None
13,False,confusion gamemode removed unused class avoid, , ,None
14,False,tweakedwashed tweaked curve overall night darker including nighttime, , ,None
15,False,example classic added, , ,None
16,False,flash bright particle light muzzle scene night added, , ,None
17,False,steam enabledsteam minimal using subsystem instead setup enabled, , ,None
18,False,optimization contentcontent removing texture unused downsampling reduced simplifying, , ,None
19,False,default instead updated, , ,None
20,False,image added, , ,None
21,True,mergerefactor cdbattags request mergerefactor,https://api.github.com/repos/motiv-labs/janus/issues/69, ,None
22,False,fixed blueprint change, , ,None
23,False,moved readme updated, , ,None
24,False,warning score, , ,None
25,False,refactor, , ,None
26,False,mergetomlooman master branch merge, , ,None
27,False,refactor minorremove const refactors change unused function minor removaljetbrains product added gitignore, , ,None
28,False,license added changeadding change explicit allowance previous, , ,None
29,False,system spawn fixed zombie update buildresult compile improve includes monolothic removed addedexample fixed spawning implementation addedblueprint variable exposedpossessed spawned zombiecharacter fixed, , ,None
30,False,mergetomlooman master branch merge, , ,None
31,False,readme legacy updatingsolves local readme legacy problem hosted referencing community differentsolves partially, , ,None
32,False,mergetomlooman master branch merge, , ,None
33,False,setting includes moved required build, , ,None
34,False,update, , ,None
35,False,mergetomlooman master branch merge, , ,None
36,False,tweaked hunger compile fixed zombie warning player, , ,None
37,False,remaining compile fixed instigator warning regarding, , ,None
38,True,mergeealfonsov patch request mergeupdate,https://api.github.com/repos/motiv-labs/janus/issues/33, ,None
39,False,mergemaster patch branch merge, , ,None
40,False,upgrade cleaningupgradeconstructor cleanup conventionheader addedneeded declaration includes forward addedfixup compile instigator property becoming warningconst iterator actor replaced, , ,None
41,False,updateupdated, , ,None
42,False,branch content spatialos changecorruption change thing content serialization included spatialos migrated originate improvement branch couldproperly known issue player client, , ,None
43,False,fixed input duplicate added mapping, , ,None
44,False,zombie corruption melee fixed, , ,None
45,False,widget added, , ,None
46,False,damage receiving added shake, , ,None
47,False,project splash custom added, , ,None
48,False,branch migration spatialossupport message sending addedplayerstates event tracking addedsubmit upcoming moved removed meleealignment impact decal fixedspatial taken branch commitsstatement needed authority conflict removed startup spatial check early simplified authortity readingreplacing performance improved capturespawnnewbot console exposed commandtimescale disable passifies disabled gamestatebp playtestingspawning minor change, , ,None
49,False,resource removedresource removed, , ,None
50,False,createserver added, , ,None
51,False,updateignor gitignore linux folder update, , ,None
52,False,updatepinetree removed, , ,None
53,False,updateplayback increased animation speed equip, , ,None
54,False,sound removed attenuation unintentional, , ,None
55,False,simplified project content shrinksimplified material project reducebetter increase fixed slightlighting submit rebaked builddatavariant removed still container, , ,None
56,False,removed unusedunused cleanup, , ,None
57,False,upgradeupgrade compile fixed error, , ,None
58,False,update readme, , ,None
59,False,content cleanupremove download reduce overall content unused texture simplified material cleanup, , ,None
60,False,upgrade, , ,None
61,False,updated, , ,None
62,False,upgradeupdated sourceincludes addedsystem navigation module addedsimpler mutator replaced, , ,None
63,False,udemy readme updated, , ,None
64,False,readme updated, , ,None
65,False,readme updated, , ,None
66,False,udemy readme updated, , ,None
67,False,updatedcompatible minor change, , ,None
68,False,upgradedupgrade required changed, , ,None
69,False,upgradeupgrade warning deprecation fixedskylight light capture emissiveperformance night cycle, , ,None
70,False,update, , ,None
71,False,updateengine ignore larger created recommend supported ending biggest, , ,None
72,False,readme updated, , ,None
73,False,upgrade, , ,None
74,False,multiple jumping fixed, , ,None
75,False,override updated initnewplayerlonger fixed damage player couldupgrade, , ,None
76,False,update readme, , ,None
77,True,mergetomlooman request mergeupgrade,https://api.github.com/repos/motiv-labs/janus/issues/29, ,None
78,False,uproject compile fixed updated warning, , ,None
79,False,contains activesound change longer fetched pointer uaudiocomponent method store, , ,None
80,False,upgrading error additional cause uaniminstance include undefined, , ,None
81,False,upgraded, , ,None
82,False,artifact resaved format caused landscape, , ,None
83,False,removed unused storageslot exposed array inventory, , ,None
84,False,readme updated, , ,None
85,False,project updated, , ,None
86,False,message passing string across updated insteadremoved includessimplified centerdot, , ,None
87,False,physically mechanic carry simulated object static limit, , ,None
88,False,would startercontent issue fixed, , ,None
89,False,weapon spawn stackoverflow reload, , ,None
90,False,joining server input fixed, , ,None
91,False,updated gitignore, , ,None
92,False,ingame return addedbutton fixed, , ,None
93,False,hardcoded option added, , ,None
94,False,readme updated, , ,None
95,False,lighting buildreadme updated, , ,None
96,False,rifle modded updated, , ,None
97,False,upgrade, , ,None
98,False,weapon mutatoradded system custom weapon support modification mutatorgamemode moved character default inventoryadded rifle mutates flashlight weapon existing pickup assault extension another, , ,None
99,False,updated section, , ,None
100,False,energy warning addedupdate landscape minor building, , ,None
101,False,updated object, , ,None
102,False,animation recreated using updated blueprint, , ,None
103,False,carried secondary combined change scroll angle wheel carry weapon using whenever additional object binding primary added rotateupdatedadjusted timescale, , ,None
104,False,fixed rotation, , ,None
105,False,performance lightpole issue shadowing static workaroundpinetree updated lightmap index, , ,None
106,False,optimization performance skylight addedreduced timescale, , ,None
107,False,moved content cleanupasset dressing added environmentupdated, , ,None
108,False,zombie tweaked instance materialcolor match updated pinetree billboardupdatedvariant added testingnighttime intensity skylight fixed, , ,None
109,False,better material updated terrain, , ,None
110,False,extra layer improved material landscapeweapon light addedlandscape updated, , ,None
111,False,updatedweapon addedadded environment, , ,None
112,False,updated, , ,None
113,False,gameplay landscape addedzombie improved, , ,None
114,False,zombie material improved, , ,None
115,False,based playback wandering sound zombie addedsupport replication zombie addedincreased custom barrier zombie runningcrouch camera fixed, , ,None
116,False,moved targeting sprinting basecharacterzombie sprinting custom basecharacter supportzombie player sprinting addedmoved melee collisionretrigger longer updated melee attack player, , ,None
117,False,zombie animation meleezombie material added charactermoved startercontent environmentadded coster thanks yorick sound death player gethitanimation sound updated melee zombie including attackcoster thanks yorick weapon sound updated reloadshoot explosion cause explode nearbyhunger updatedimpulse meaning corps character damage explosion radial blown death addedintro widget keybindings added, , ,None
118,False,moved appropriate folder zombie assetzombie removed, , ,None
119,False,impulse damage using point death addedzombie addedadded, , ,None
120,False,upgradedadjust level audio, , ,None
121,False,splitting bugfixing gamemode polish object support classclamped longer hitpoints instead playerremoved wasntsplit create gamemode easily gamerules started world classspawning focus scoring point focused zombie survival night playerended simple framework scoring explorationignore longer behind fixed playerpawn collision stand camera player anothermessage consumed taken fixed weaponbreak animation second nothing fixed random jumping every playercarried rotating pivot fixed center issue caused rotation object carrier bound instead actorraytrace valid fixed position weapon check farthest couldcould still fixed cupcakefixed weapon level deleted actorzombie behavior stopped fixedexample rifle pickupactors disabled flashlight property deleted assault respawning setup, , ,None
122,False,improved damage model landscape improvementlandscape addedzombie sound addedzombie material addedsupport damage added headshotsupport damage addeddamage setup hunger weaponimmediately start fixed level playing ambientproperly gamestate totalscorelocation properly behavior targetplayer fixed improved position follow latest instead follows playertargetlocation removed controller behaviorplayback hunting audio zombie setuphunger taken critical damage reducedexploded fixed remaining destroyed, , ,None
123,False,readme updated section, , ,None
124,False,crouch animblueprint start addedscore screen gamestate total addedcrouch transition versa requires cleanup stand smooth addedcrouch sprinting shoot trying fixed, , ,None
125,False,update binary, , ,None
126,False,weapon addedanimation reload support setup addedwidget addedupdated shotsperminute designer friendly, , ,None
127,False,moved source, , ,None
128,False,carried rotating object replication addedcarried throw fixed objectfiring accept allowed angle weapon, , ,None
129,False,instead sbombactor updated netmulticast, , ,None
130,False,fixedreplication added, , ,None
131,False,halfway improved equip weapon swapping equippingsimplified select predicate productanimation longer trying equip weapon already, , ,None
