No,Valid,Message,Issue-url,Tag,Category
0,True,mergemerge request adamkorczserver fuzzer naming change,https://api.github.com/repos/nats-io/nats-server/issues/2370, ,None
1,False,server fuzzer naming change, , ,None
2,True,merge efeab ccefbfmerge request export importwildcard subset import fixed subscription,https://api.github.com/repos/nats-io/nats-server/issues/2369, ,None
3,False,remove unnecessaryhanel matthias signed, , ,None
4,False,changing signature performancehanel matthias signed, , ,None
5,False,review commenthanel matthias signed, , ,None
6,False,wildcard subset import fixed subscriptionsubset subjectinstead overlap dynamicallyhanel matthias signed, , ,None
7,True,mergemerge fetch request timeoutfetch timeout smaller changed client default account,https://api.github.com/repos/nats-io/nats-server/issues/2365, ,None
8,False,fetch timeout smaller changed client default accounthanel matthias signed, , ,None
9,True,mergemerge request timeoutaccepts fixed timeout,https://api.github.com/repos/nats-io/nats-server/issues/2364, ,None
10,False,accepts fixed timeouthanel matthias signed, , ,None
11,True,aeeeaf mergemerge requestremoved apidispatch,https://api.github.com/repos/nats-io/nats-server/issues/2362, ,None
12,True,removed apidispatchreported introduced mistakemerged removed actually failedserverkozlovic signed,https://api.github.com/repos/nats-io/nats-server/issues/2324, ,None
13,True,mergemerge request ripienaarserver remove,https://api.github.com/repos/nats-io/nats-server/issues/2359, ,None
14,False,server removesigned, , ,None
15,False,collison derek signed, , ,None
16,True,mergemerge request pendingnumpending fixed consumer,https://api.github.com/repos/nats-io/nats-server/issues/2357, ,None
17,False,stuck pending consumerconsumer message trying eager protecttemporarily sycnhronizing allow thing adjustedpending slowing insteadcollison derek signed, , ,None
18,False,error remove duplicatesigned, , ,None
19,True,mergemerge request ripienaarerror remove duplicate,https://api.github.com/repos/nats-io/nats-server/issues/2355, ,None
20,True,merge eeffamerge request gogrlxadded embedded reloadoptions,https://api.github.com/repos/nats-io/nats-server/issues/2341, ,None
21,False,error remove duplicatesigned, , ,None
22,True,mergemerge request maxccmultiple concurrent consumer ephemeral request,https://api.github.com/repos/nats-io/nats-server/issues/2354, ,None
23,False,flappercollison derek signed, , ,None
24,False,multiple concurrent consumer ephemeral clustered requestcollison derek signed, , ,None
25,True,merge cffeadrace merge request,https://api.github.com/repos/nats-io/nats-server/issues/2353, ,None
26,False,collison derek signed, , ,None
27,False,adding event connect disconnect accountadding event client specifically connect disconnect accountsystem jetstream router value client gateway leafnode accountwebsockethanel matthias signed, , ,None
28,False,public support reloadoptionsrefactor reload reloadoptions, , ,None
29,True,merge adcaemerge requestrelease,https://api.github.com/repos/nats-io/nats-server/issues/2349, ,None
30,False,releasekozlovic signed, , ,None
31,True,mergemerge requestsystem header conns fixed issue endpoint empty,https://api.github.com/repos/nats-io/nats-server/issues/2348, ,None
32,False,system header conns fixed issue endpoint emptyhanel matthias signed, , ,None
33,True,mergeeconsumer merge requestephemeral creation interest requirement,https://api.github.com/repos/nats-io/nats-server/issues/2347, ,None
34,False,fixed flapper anotherkozlovic signed, , ,None
35,False,flapper anotherkozlovic signed, , ,None
36,False,fixed flapper anotherkozlovic signed, , ,None
37,False,fixedkozlovic signed, , ,None
38,False,ephemeral creation interest requirementallow timer start cleanup interestcollison derek signed, , ,None
39,True,mergelarge merge request activelarge fixed report active,https://api.github.com/repos/nats-io/nats-server/issues/2332,🐞 bug,None
40,False,large fixed report activegoing safety upsidecollison derek signed, , ,None
41,True,mergemerge requestfixed cause filestore could,https://api.github.com/repos/nats-io/nats-server/issues/2344, ,None
42,False,cause filestore couldcollison derek signed, , ,None
43,True,mergemerge request ripienaarerror creation consumer,https://api.github.com/repos/nats-io/nats-server/issues/2345, ,None
44,False,error creation consumercreate consumer supress wanted loggingerror really would neededlarge annoying added constantupdatedworth think logginglarge quite would networkgeneratedsigned, , ,None
45,True,mergemerge request exportsystem handling header service fixed,https://api.github.com/repos/nats-io/nats-server/issues/2338, ,None
