No,Valid,Message,Issue-url,Tag,Category
0,True,mergerequest afanyiyu patch mergeinstall,https://api.github.com/repos/processing/processing/issues/1661,high,None
1,True,mergebranch johan lindqvist uninstall request merge removedremoved issue,https://api.github.com/repos/processing/processing/issues/1667,opengl,None
2,True,mergeprogress geertvanhorrik request reporting mergeimprove progress reporting,https://api.github.com/repos/processing/processing/issues/1670,opengl,None
3,True,mergerequest merge vidiashortcut added onlyupdate,https://api.github.com/repos/processing/processing/issues/1674, ,None
4,False,removed issueresource disposable error occured, , ,None
5,False,shortcut added onlyupdatealready option optionally skipping create shortcut onlyupdate running esposes deleted change specified, , ,None
6,True,improve progress reporting,https://api.github.com/repos/processing/processing/issues/1669, ,None
7,False,version, , ,None
8,True,mergeprogress geertvanhorrik request reporting mergecalculation percentage,https://api.github.com/repos/processing/processing/issues/1656, ,None
9,False,install, , ,None
10,False,integration, , ,None
11,False,release progress detailed extraction calculate, , ,None
12,False,complex release multi application logic calculate, , ,None
13,False,progress improved reporting applyreleases prepare, , ,None
14,False,calculation percentage, , ,None
15,True,mergerequest yunfandev merge develop,https://api.github.com/repos/processing/processing/issues/1655,wontfix,None
16,False,nan, , ,None
17,False,support, , ,None
18,True,mergerequest merge squirrelcheck install deployment,https://api.github.com/repos/processing/processing/issues/1535,imported,None
19,True,mergefails spaceinexe bugfix updatemanager restartapp request tacdis mergespace allowing,https://api.github.com/repos/processing/processing/issues/1552,imported,None
20,False,version, , ,None
21,False,nuspec, , ,None
22,False,gitversioning bring, , ,None
23,True,mergerequest fixups merge squirrelfixups,https://api.github.com/repos/processing/processing/issues/1623,enhancement,None
24,False,automatically danger, , ,None
25,False,conflict rename squirrellocator locator, , ,None
26,False,splat ilpack, , ,None
27,False,nan, , ,None
28,False,taskbar update pinned, , ,None
29,False,winstaller script packaging electron, , ,None
30,True,mergeconsole showing dennisameling request mergerunning console,https://api.github.com/repos/processing/processing/issues/1642,wontfix,None
31,False,running console, , ,None
32,True,merge ecaebrequest nickhodge mergesplat dependency external remove,https://api.github.com/repos/processing/processing/issues/1578,imported,None
33,True,mergececil dennisameling request update mergececil update,https://api.github.com/repos/processing/processing/issues/1617,imported,None
34,False,cecil update, , ,None
35,False,nan, , ,None
36,False,splat dependency external remove, , ,None
37,True,mergerequest merge squirrel,https://api.github.com/repos/processing/processing/issues/1538,imported,None
38,True,bdfcd mergesquirrel default installscope permachine request mergeinstallscope permachine,https://api.github.com/repos/processing/processing/issues/1564,imported,None
39,False,installscope permachine, , ,None
40,False,space allowing, , ,None
41,False,rename, , ,None
42,False,english proper, , ,None
43,False,deploymenttool remove, , ,None
44,False,updateforster brendan authored, , ,None
45,False,application setting, , ,None
46,False,several native warning, , ,None
47,False,whitespace normalize bunch, , ,None
48,False,build process squirrel modernize, , ,None
49,False,rollback workaround remove, , ,None
50,False,using updateforster brendan authored, , ,None
51,False,rollback, , ,None
52,False,slack minor unused whitespace reference cleanup removal, , ,None
53,False,strategy branching document, , ,None
54,False,report template, , ,None
55,False,compiler happy, , ,None
56,False,ified async indicate, , ,None
57,False,develop branch trigger, , ,None
58,False,enable, , ,None
59,False,failing currentlyseveral integration couple movedmaintain allows skippingverification others, , ,None
60,False,break build release unused removeunused referenced reference incorrectexist preventedilrepack caused copylocalneeded sinceremove everything, , ,None
61,False,nan, , ,None
62,False,update, , ,None
63,True,mergerequest merge rschoenbachupdate,https://api.github.com/repos/processing/processing/issues/1464,imported,None
64,False,updaterestricting splat incompatibility prevent version, , ,None
65,True,mergerequest bitdisaster mergeimprovement logging,https://api.github.com/repos/processing/processing/issues/1456,imported,None
66,False,happy multi excpetions, , ,None
67,True,bfbff mergerequest bitdisaster mergebetter update naming,https://api.github.com/repos/processing/processing/issues/1453,imported,None
68,False,better update naming, , ,None
69,False,version, , ,None
70,True,acdeb merge fdaffbrequest bitdisaster mergehijacking,https://api.github.com/repos/processing/processing/issues/1444,high,None
71,False,delete, , ,None
72,False,preload loading default delayed static, , ,None
73,True,mergebuild nuget request domyd mergebuild automatically consumer nuget included project,https://api.github.com/repos/processing/processing/issues/1440,imported,None
74,False,automatically included nuget buildpackage order automatically msbuild includematch packagetarget creating package create msbuild including nuget stated, , ,None
75,True,aefae mergerequest autoflushlog merge featurelogger autoflush,https://api.github.com/repos/processing/processing/issues/1434,imported,None
76,False,revert meaningless, , ,None
77,False,revert reference buildcommit reverts, , ,None
78,False,logger autoflushusing autoflush allowswritten failure catastrophic stillwatch using something contentnature testing conducted operationperformance impact autoflush, , ,None
79,True,mergewolkesson request patch mergerequire github,https://api.github.com/repos/processing/processing/issues/1426,imported,None
80,False,correct placefiguring spend, , ,None
81,False,reference build, , ,None
82,True,mergerequest dmitrya master mergeproperty shortcut changed,https://api.github.com/repos/processing/processing/issues/1382,duplicate,None
83,True,mergerequest jeuxjeux patch merge,https://api.github.com/repos/processing/processing/issues/1405,imported,None
84,False,nan, , ,None
85,False,nan, , ,None
86,False,version, , ,None
87,True,mergerequest codepage merge mhartvigsupport codepage default override,https://api.github.com/repos/processing/processing/issues/1359,imported,None
88,True,mergeextraction duplicated bddckr request mergerelease extract package,https://api.github.com/repos/processing/processing/issues/1312,imported,None
89,False,fixed style, , ,None
90,False,submodule update, , ,None
91,True,mergesorting prerelease daviwil request mergedouble sorting digit prerelease nuget submodule update,https://api.github.com/repos/processing/processing/issues/1353,imported,None
92,True,mergerequest master merge peterframework,https://api.github.com/repos/processing/processing/issues/1306,imported,None
93,False,property shortcut changed, , ,None
94,False,submodule update, , ,None
95,False,across another check comparison prerelease version assert different, , ,None
96,True,mergerequest master mergeautomatically debugging,https://api.github.com/repos/processing/processing/issues/1366,imported,None
97,False,automatically debugginganyway happen since, , ,None
98,True,mergerequest master mergenuget property expose consumer,https://api.github.com/repos/processing/processing/issues/1365,duplicate,None
99,False,nuget property expose consumerusing nuget convenient oftenexecute nuget sinceinstall version typically dependsnecessary figure harderimported automatically nugetmaking trivial invoke therefore installedproperty using msbuildimported project anywherepackage downstream sincedependency without package leverageversion package, , ,None
100,True,mergerequest rajbos master mergeerrorneous fixed issue,https://api.github.com/repos/processing/processing/issues/1290,imported,None
101,False,codepage language depending, , ,None
102,False,another sorting prerelease nuget version update, , ,None
103,False,release extract packagedelta speed package, , ,None
104,True,aeadc mergeszantobalazs request taskbar mergealready sepcified,https://api.github.com/repos/processing/processing/issues/1242,duplicate,None
105,False,framework, , ,None
106,True,mergepfeigl request mergerevision correct nuget submodule changed,https://api.github.com/repos/processing/processing/issues/1294,imported,None
107,True,mergerequest patch merge tygorpackaging visual advice studio added,https://api.github.com/repos/processing/processing/issues/1301,imported,None
108,False,packaging visual advice studio addedcertificate visual releasify squirrel quotation hopefully properly within studio addition struggle applying project others, , ,None
109,False,revision correct nuget submodule changed, , ,None
110,True,mergerequest rajbos patch mergefixed erroneous,https://api.github.com/repos/processing/processing/issues/1, ,None
111,False,fixed erroneous, , ,None
112,False,version, , ,None
113,True,mergesupport request merge zirconlabsframework,https://api.github.com/repos/processing/processing/issues/1284,imported,None
114,True,mergerequest patch merge cbenarddetection squirrel,https://api.github.com/repos/processing/processing/issues/1285,imported,None
115,False,detection squirrelvariable quote reflect double change single, , ,None
116,False,framework, , ,None
117,False,submodule problem close, , ,None
118,False,already sepcified, , ,None
119,False,nuget update publish, , ,None
120,False,ooops, , ,None
121,False,version, , ,None
122,False,message installer clarify, , ,None
123,False,version, , ,None
124,True,mergerequest splash merge squirrelwinforms instead,https://api.github.com/repos/processing/processing/issues/1233,imported,None
125,False,testing disabled, , ,None
126,False,overhead wpfanimatedgif arrow reduce memory, , ,None
127,False,revert manual, , ,None
128,True,mergesquirrel draggable splash request mergedraggable splash screen,https://api.github.com/repos/processing/processing/issues/1226,imported,None
129,False,draggable splash screen, , ,None
130,True,mergerequest relsqui patch mergedelta criterion update using,https://api.github.com/repos/processing/processing/issues/1206,imported,None
131,False,delta criterion update usingincorrectly rationale adding looking based interpretingfedbdeddfacebca squirrel, , ,None
132,False,downloaded package release checksum match ensure, , ,None
133,False,review, , ,None
134,False,version, , ,None
135,False,getitng issue revert stack trace fixing exceptioncommit reverts, , ,None
136,True,merge adfbdjudge request patch mergereadme instead recursive clone submodules,https://api.github.com/repos/processing/processing/issues/1112,imported,None
137,True,mergesquirrel release agent provide request mergefetching release agent provide entry,https://api.github.com/repos/processing/processing/issues/1115,android,None
138,False,fetching release agent provide entry, , ,None
139,False,readme instead recursive clone submodulesoption cloning recursive clone recurse equivalent update submodule, , ,None
140,False,version, , ,None
141,False,sharpcompress update, , ,None
142,True,mergerequest patch merge worldupdate,https://api.github.com/repos/processing/processing/issues/1072,imported,None
143,False,mergemerge, , ,None
144,False,software microsoft handle rather reference logging enterprise currentversion simply layer appcompatflags window, , ,None
145,True,ffaff mergerequest master merge lukeskinnerupdated packaging visual build studio documentation,https://api.github.com/repos/processing/processing/issues/1085,imported,None
146,False,mergebranch merge, , ,None
147,False,delta cause fails package black sitting create bsdiff update, , ,None
148,True,merge dfedbrequest keboo mergegetting issue stack trace fixing exception,https://api.github.com/repos/processing/processing/issues/1088,enhancement,None
149,True,enhance close,https://api.github.com/repos/processing/processing/issues/1071.,duplicate,None
150,False,getitng issue stack trace fixing exception, , ,None
151,False,updated packaging visual build version correct studio format documentation, , ,None
152,False,updatebelieve recent release reference version might update forgottenthanks, , ,None
153,False,version, , ,None
154,True,mergerequest pheonix master mergestudio formatting visual packaging,https://api.github.com/repos/processing/processing/issues/1012,imported,None
155,True,mergedownloading ilyalopatkin request older update mergedownloading lower current remote version update,https://api.github.com/repos/processing/processing/issues/1001,imported,None
156,True,mergerequest master merge lukeskinnerversion framework option required,https://api.github.com/repos/processing/processing/issues/1055,imported,None
157,True,mergerequest patch merge rschoenbachdependency mismatch version,https://api.github.com/repos/processing/processing/issues/1057,android,None
158,True,mergewinforms request merge squirrelmemory certain animated issue,https://api.github.com/repos/processing/processing/issues/1061,imported,None
159,False,update animated window, , ,None
160,False,thing, , ,None
161,False,first place, , ,None
162,False,movin, , ,None
163,False,hackin, , ,None
164,False,stuff delete, , ,None
165,False,winforms crappy progress import taskbar, , ,None
166,False,ignore process permission, , ,None
167,False,dependency mismatch versionrequirement lower dependency squirrel project, , ,None
168,False,spacing fixed, , ,None
169,False,framework option required, , ,None
170,False,version, , ,None
171,True,mergerequest nullif process mergelength return enumprocesses count,https://api.github.com/repos/processing/processing/issues/1043,imported,None
172,False,version, , ,None
173,True,bcebf mergegenerate request merge squirrelgenerate executables level execution,https://api.github.com/repos/processing/processing/issues/1051,imported,None
174,False,parallel signtool, , ,None
175,False,write, , ,None
176,False,nan, , ,None
177,False,method package figure content write level, , ,None
178,False,version, , ,None
179,True,mergedependency sharpcompress bennor request mergenuspec dependency sharpcompress,https://api.github.com/repos/processing/processing/issues/1049,imported,None
180,False,nuspec dependency sharpcompress, , ,None
181,False,build, , ,None
182,False,version, , ,None
183,False,nan, , ,None
184,False,correct execution, , ,None
185,False,version, , ,None
186,True,mergerequest escaping merge squirrelunescape package build initially entry,https://api.github.com/repos/processing/processing/issues/1047,imported,None
187,False,unescape package build initially entryeverywhere escaping removedbuild nuget forgot people inputescaping nuget escape stillinputreally break scopedevery forge electron, , ,Insecure_interaction_between_components
188,False,devided return sizeof enumprocesses, , ,None
189,False,delta plural everywhere, , ,None
190,False,version, , ,None
191,False,folder delete running, , ,None
192,True,ebaee mergerequest master merge petercurrent,https://api.github.com/repos/processing/processing/issues/1016,duplicate,None
193,True,mergercorredera request merge issueissue,https://api.github.com/repos/processing/processing/issues/1023,imported,None
194,False,style, , ,None
195,True,mergeinstallation support feature request robertohuertasm mergesupport added installation,https://api.github.com/repos/processing/processing/issues/1037,duplicate,None
196,True,mergeshell request merge squirrelinstead sharpcompress create shelling using,https://api.github.com/repos/processing/processing/issues/1039,imported,None
197,False,crappy macos linux, , ,None
198,False,disable delta generation allow, , ,None
199,False,nan, , ,None
200,False,image msdelta likely, , ,None
201,False,exist overwrite, , ,None
202,False,nan, , ,None
203,False,folder, , ,None
204,False,delta, , ,None
205,False,refactor method utility, , ,None
206,False,worth, , ,None
207,True,mergerequest merge squirrelswitch sharpcompress,https://api.github.com/repos/processing/processing/issues/803,imported,None
208,False,nan, , ,None
209,False,better shape, , ,None
210,False,stuff, , ,None
211,False,latest version update, , ,None
212,False,implemented preserving attribute, , ,None
213,False,csproj update sharpcompress, , ,None
214,False,uncompressed nuget, , ,None
215,False,empty entry, , ,None
216,False,correctly extract folder, , ,None
217,False,build, , ,None
218,False,nan, , ,None
219,False,nan, , ,None
220,False,sharpcompress, , ,None
221,False,felicia, , ,None
222,False,support added installation, , ,None
223,False,eyeroll submodules, , ,None
224,False,mergebranch master merge squirrel, , ,None
225,False,upgrade, , ,None
226,False,installer build discussion current question version, , ,None
227,False,bugfix current, , ,None
228,True,mergeprogression additional raise gpailler request mergedownload completed progression additional raise event update started,https://api.github.com/repos/processing/processing/issues/972,imported,None
229,False,formattingtilde sample three crossbreaking formatting bottom layoutstandard simplified package manager nuget sample, , ,None
230,False,match indentation guideline fixed, , ,None
231,False,version, , ,None
232,True,mergerequest master neilsorensen mergereleasify allow framework required version specify,https://api.github.com/repos/processing/processing/issues/940,imported,None
233,True,mergecbenghi request master mergesyntax,https://api.github.com/repos/processing/processing/issues/990,imported,None
234,True,mergeetmarcov request patch mergetable format corrected,https://api.github.com/repos/processing/processing/issues/991,imported,None
235,True,mergemaster request justinian mergeformatting fixing,https://api.github.com/repos/processing/processing/issues/1004,imported,None
236,False,formatting fixing, , ,None
237,False,downloading lower current remote version update, , ,None
238,False,match style existing change better, , ,None
239,False,table format correctedproblem markdown syntax, , ,None
240,False,nan, , ,None
241,False,rendering fixed, , ,None
242,False,rendering fixed, , ,None
243,False,download completed progression raiseapplreleases started progression raise, , ,None
244,True,mergemaster request shoelzer mergeclean analysis,https://api.github.com/repos/processing/processing/issues/961,imported,None
245,False,variable never declared, , ,None
246,False,disposed object, , ,None
247,False,parameter argumentslong intptr, , ,None
248,False,return shgetfileinfo intptr, , ,None
249,False,parameter dwhandleignored always, , ,None
250,False,visible outside invoke assembly, , ,None
251,False,local variable unreferenced remove, , ,None
252,True,mergehandleevents codefunta semver parse request mergehandleevents verson semver parse exception,https://api.github.com/repos/processing/processing/issues/955,imported,None
253,False,handleevents verson semver parse application exception, , ,None
254,True,merge aedderequest master merge billhallyusing allocated console ensure,https://api.github.com/repos/processing/processing/issues/948,duplicate,None
255,False,invoked ensureconsole program happens developer invocation, , ,None
256,True,merge dbfaetaken request master mergesyncreleases issue,https://api.github.com/repos/processing/processing/issues/949,imported,None
257,False,syncreleases issue, , ,None
258,False,using allocated console ensure, , ,None
259,False,framework option version, , ,None
260,False,framework optionally writeziptosetup required, , ,None
261,False,write table string, , ,None
262,False,framework specifiable requiredspecify framework setting requiredversion, , ,None
263,False,version, , ,None
264,True,mergesquirrel small thing request mergething small,https://api.github.com/repos/processing/processing/issues/935,imported,None
265,False,fallback legacy behavior, , ,None
266,False,separate shame, , ,None
267,False,stack copied overflow sorry, , ,None
268,False,whether decide, , ,None
269,False,command stderr fails, , ,None
270,False,signed already, , ,None
271,False,formatting, , ,None
272,False,stroke, , ,None
273,False,nan, , ,None
274,False,command parameter along correctly, , ,None
275,False,releasify version semver using people, , ,None
276,True,mergerequest master runehalfdan mergeversioning fixed support uppercase semenatic regex,https://api.github.com/repos/processing/processing/issues/924,imported,None
277,False,versioning fixed support uppercase semenatic regexsemverlower release string alphanumerics associated normal precedence comprised version satisfy, , ,None
278,False,version, , ,None
279,False,nan, , ,None
280,False,processstart accidentally shortcut, , ,None
281,False,shrug apparently segfaults, , ,None
282,False,update, , ,None
283,False,nan, , ,None
284,False,version, , ,None
285,False,harder, , ,None
286,False,nan, , ,None
287,True,mergepatch hanlon request andrew mergecontrolled restart allow,https://api.github.com/repos/processing/processing/issues/841,imported,None
288,True,mergerequest proxy merge squirrelexecutables,https://api.github.com/repos/processing/processing/issues/868,imported,None
289,True,mergerequest felixrieseberg mergecreation shortcut,https://api.github.com/repos/processing/processing/issues/879,imported,None
290,False,write creation shortcut, , ,None
291,False,shellfile, , ,None
292,True,mergesquirrel example signing request mergecommand example timestamp signing,https://api.github.com/repos/processing/processing/issues/874,imported,None
293,False,command example timestamp signing, , ,None
294,False,license, , ,None
295,False,create, , ,None
296,False,around entire start process leave, , ,None
297,False,nan, , ,None
298,False,write janky resource another, , ,None
299,False,pinning target update, , ,None
300,False,instead point shortcut, , ,None
301,False,generate updater, , ,None
302,False,actual foreground right process window, , ,None
303,False,nan, , ,None
304,False,decompressor decompress directory, , ,None
305,False,release package, , ,None
306,False,stubexecutable, , ,None
307,False,commit stubexecutable initial, , ,None
308,False,version, , ,None
309,True,merge aabdfsquirrel signtool password request mergepassword fails signing,https://api.github.com/repos/processing/processing/issues/861,imported,None
310,False,password fails signing, , ,None
311,False,mergemaster tracking branch lennartajansson remote merge, , ,None
312,False,update, , ,None
313,False,catch removed, , ,None
314,False,another paste mistake, , ,None
315,False,correctednever, , ,None
316,False,check request paulcbettsexists directorywrite access, , ,None
317,False,support variable added environmentexecute package control allows extract, , ,None
318,False,controlled restart allowmethod making simple handle allows restart application added stillreturn method cancelled relaunch restart could killing process, , ,None
319,False,initialization appmodule delay, , ,None
320,True,mergevisual build kenbailey studio request mergestudio visual update packing,https://api.github.com/repos/processing/processing/issues/822,imported,None
321,True,mergerequest teamcity merge kenbaileypackaging teamcity,https://api.github.com/repos/processing/processing/issues/821,enhancement,None
322,True,mergerequest merge kenbaileyprogram,https://api.github.com/repos/processing/processing/issues/820,duplicate,None
323,True,mergerequest merge integrating kenbaileygetting integrating update started replaces,https://api.github.com/repos/processing/processing/issues/819,imported,None
324,True,merge dddcdrequest merge kenbaileyreplaces,https://api.github.com/repos/processing/processing/issues/818,imported,None
325,False,visual build additional source studio, , ,None
326,False,packaging teamcity documentation automating issue source start basic, , ,None
327,False,additional, , ,None
328,False,output update debugging existing, , ,None
329,False,update, , ,None
330,False,converted, , ,None
331,False,ilmerge update, , ,None
332,False,brokencorrected small, , ,None
333,True,daece mergerequest patch merge cdagamingupdate,https://api.github.com/repos/processing/processing/issues/806,imported,None
334,False,updateupdate github manager small, , ,None
335,False,version, , ,None
336,True,cedfc mergeshorter damieng detect request mergeperform first,https://api.github.com/repos/processing/processing/issues/792,imported,None
337,False,perform first, , ,None
