No,Valid,Message,Issue-url,Tag,Category
0,True,mergefademind merge requestrefresh,https://api.github.com/repos/Tencent/TSW/issues/207, ,None
1,False,update, , ,None
2,False,author update, , ,None
3,False,mrmike fixed, , ,None
4,False,refreshmcmilk issue, , ,None
5,False,paxheaders handlingproperty paxheader relax check parsing mtimepatch surguchev submitted vladimir, , ,None
6,False,number update version, , ,None
7,True,output issue format,https://api.github.com/repos/Tencent/TSW/issues/202, ,None
8,True,issue level,https://api.github.com/repos/Tencent/TSW/issues/190, ,None
9,False,update version, , ,None
10,False,update version, , ,None
11,False,update, , ,None
12,False,remove unneeded, , ,None
13,False,blake function, , ,None
14,False,output lowercase upper, , ,None
15,False,change righttotalcommander another current level window defines synchronizing upper panel incorrect hotkey explorer return oftenexactly hotkeys behavior function similar change synchronizing panel provide right, , ,None
16,False,update version, , ,None
17,False,update version, , ,None
18,False,update, , ,None
19,False,multiple frame extracting, , ,None
20,False,additional codecs, , ,None
21,False,number update version, , ,None
22,False,update version, , ,None
23,False,nan, , ,None
24,True,mergejinfeihan merge request,https://api.github.com/repos/Tencent/TSW/issues/159, ,None
25,True,mergerequest jinfeihan brotli merge progresssmoother progress,https://api.github.com/repos/Tencent/TSW/issues/161, ,None
26,False,nan, , ,None
27,False,smoother progress, , ,None
28,True,mergemaster fcharlie merge requestmethod,https://api.github.com/repos/Tencent/TSW/issues/140, ,None
29,False,lowercase, , ,None
30,False,brotli update version, , ,None
31,False,brotli update version, , ,None
32,True,ffead mergesetup deajan merge requesterror fatal support missing,https://api.github.com/repos/Tencent/TSW/issues/142, ,None
33,False,support error fatal missing found, , ,None
34,False,nan, , ,None
35,False,support, , ,None
36,False,feature, , ,None
37,False,number update version, , ,None
38,False,window large setting, , ,None
39,True,number progress incorrect,https://api.github.com/repos/Tencent/TSW/issues/130, ,None
40,True,format archiv dialog switching wrong option,https://api.github.com/repos/Tencent/TSW/issues/128, ,None
41,True,wrong block,https://api.github.com/repos/Tencent/TSW/issues/133, ,None
42,False,ending normalize, , ,None
43,False,create, , ,None
44,False,remove setting unneeded, , ,None
45,False,nan, , ,None
46,False,nan, , ,None
47,False,number update version, , ,None
48,False,update version, , ,None
49,False,nan, , ,None
50,False,optimization, , ,None
51,False,number update version, , ,None
52,False,visual studio, , ,None
53,False,optimize, , ,None
54,False,updatereadme spelling, , ,None
55,False,failure specific, , ,None
56,False,remove, , ,None
57,False,feature, , ,None
58,True,requested feature ready,https://api.github.com/repos/Tencent/TSW/issues/97, ,None
59,False,squashfs support compression, , ,None
60,False,switch compiling visual studio, , ,None
61,False,variable subsys, , ,None
62,False,tracking clear within history issue variousoption setting enable, , ,None
63,False,mainly issue, , ,None
64,False,thread default compression, , ,None
65,True,number comment level version,https://api.github.com/repos/Tencent/TSW/issues/103, ,None
66,False,nan, , ,None
67,False,create, , ,None
68,True,aeonios thanks pointingbegin,https://api.github.com/repos/Tencent/TSW/issues/101, ,None
69,False,update version, , ,None
70,False,compiling winxp cause flzma build, , ,None
71,False,number update version, , ,None
72,False,expression disable, , ,None
73,False,update version, , ,None
74,False,compile support winxp, , ,None
75,False,vanilla option marked compatibilitydialog compression, , ,None
76,False,nan, , ,None
77,False,update makefiles number flzma version, , ,None
78,False,update version, , ,None
79,False,update version, , ,None
80,False,thanks issue, , ,None
81,True,mergemaster conor merge requestblocksize limit,https://api.github.com/repos/Tencent/TSW/issues/85, ,None
82,False,update version, , ,None
83,False,blocksize limit, , ,None
84,False,number update version, , ,None
85,False,script build version, , ,None
86,False,update version, , ,None
87,False,number update version, , ,None
88,False,manifest default, , ,None
89,False,currently generated binary, , ,None
90,False,conditional expression disable constant, , ,None
91,True,mergemaster conor merge requestupdate thank conor,https://api.github.com/repos/Tencent/TSW/issues/79, ,None
92,False,check error, , ,None
93,False,update plugin version, , ,None
94,False,update, , ,None
95,False,junction enable subdirs, , ,None
96,False,rename, , ,None
97,False,match formula buffer, , ,None
98,False,progress improve update warning, , ,None
99,False,workaround rename, , ,None
100,False,update, , ,None
101,False,update, , ,None
102,False,mergebranch merge, , ,None
103,False,update, , ,None
104,False,number update version, , ,None
105,False,website support update, , ,None
106,False,create modifiedcause stream creates skippabledecompression parallel possiblewanted sometimes needed featurepatch writing additional framecompressing single threaded, , ,None
107,True,thanks pointing,https://api.github.com/repos/Tencent/TSW/issues/76, ,None
108,False,update versionarchive random strength encryption increasedinitialization increased vectornumber generator random pseudo, , ,None
109,False,additional source entropy rtlgenrandom, , ,None
110,False,dialog, , ,None
111,True,cabbc mergevinnyrom merge requestdereference progress updating,https://api.github.com/repos/Tencent/TSW/issues/70, ,None
112,False,updating dereference callstack progress crashcdecoder nzstd progress codespec outstream instream ncompresscdecoder nzstd progress const outstream unsigned outsize instream ncompressprogress ncodermixer ccodermtinstreams const outstreams cmixermt progress ncodermixer falsenarchive startpos instreammainres iinstream ustring cfolders const outstream mtmode unpacksize cexternalcodecs folderindex unsigned password instream numthreads decode cdecoder gettextpassword folder isencrypted memusageexecute narchive cthreaddecoderxfcbe coderthreadthreadcbaseevent nwindowscstreambinder unsigned processedsizecbinderinstream unsigned processedsizeunsigned processedsize const writeunsigned processedsizexfcbb stream unsigned processedsize readstreamnzstd cencoder progress const outstream xbdfd unsigned instream ncompressxbdfd progress ncodermixer ccodermtinstreams const outstreams cmixermt progress ncodermixer falsecencoder narchive const outstream encode xbdfd unsigned insizeforreduce cfolder folderitem crecordvector instream unpacksize packsizes cexternalcodecscupdateoptions cobjectvector cupdateitem cdbex archive seqoutstream narchive update const option iinstream updateitems instream updatecallback coutarchive newdatabase cexternalcodecschandler narchive outstream numitems unsigned updateitems updatecallbackcbaseevent nwindowscstreambinder unsigned processedsizecbinderinstream unsigned processedsizestream unsigned processedsize readstreamprogress const outstream cfiltercoder unsigned outsize instreamprogress ncodermixer ccodermtexecute ncodermixer ccodermtcoderthread, , ,None
113,False,issue, , ,None
114,True,cbfcc mergestonebig patch merge requestremove building compression sfxcon needed,https://api.github.com/repos/Tencent/TSW/issues/69, ,None
115,False,needed stuff apparentlypassing implemented either sfxcon notice, , ,None
116,True,mergestonebig patch merge requestneeded stuff apparently,https://api.github.com/repos/Tencent/TSW/issues/67, ,None
117,False,needed stuff apparently, , ,None
118,False,disable compilation stuff, , ,None
119,False,remove, , ,None
120,False,update version, , ,None
121,False,nan, , ,None
122,False,readme update, , ,None
123,False,update version, , ,None
124,False,decompressiondecompression first correctly, , ,None
125,False,revert update propertychange zstandard propertyunderstands default, , ,None
126,False,decompression frame skippable, , ,None
127,False,update, , ,None
128,False,compatible standard binarycodec extensionremove formatzusb buildchange script number build version, , ,None
129,False,property update leveloption level compressionchange zstandard propertyvalid header defaultproperty update change reflect method, , ,None
130,False,large windowlog option value autoadjust, , ,None
131,False,update, , ,None
132,False,behaveadjust current information versionrelease maybe version, , ,None
133,False,brotli update version, , ,None
134,False,enable script global optimize build, , ,None
135,False,option advanced compression, , ,None
136,False,minorsourcecompile binarycompile cleanly flzmaimplemented within, , ,None
