No,Valid,Message,Issue-url,Tag,Category
0,False,cdfdb mergedevelop merge, , ,None
1,False,dfcdc adfca mergebranch release merge, , ,None
2,False,version release update, , ,None
3,False,editable description, , ,None
4,False,scroll showing pulse disappearingscroll showing pulse disappearingpulse opened showing stopping button browsingfinished education since product review button disablesince disabled remove feature, , ,None
5,False,badge remove autofillbadge removeheader mismatchedcount accessory fixed autofill, , ,None
6,False,siterating backwards showing forward correctly navigatingcorrectly showingforward showing rating navigationsiterating resetsiterating updating always simplify logic, , ,None
7,False,message revert height calculation onboardingcommit reverts, , ,None
8,False,mergebranch hotfix merge, , ,None
9,False,adfca mergedevelop merge, , ,None
10,False,build, , ,None
11,False,nan, , ,None
12,False,redirects support, , ,None
13,False,mergedevelop merge, , ,None
14,False,cebbccf mergebranch release merge, , ,None
15,False,handle script, , ,None
16,False,education always release experiment removealways remove experiment educationunnecessary pixel removesingle cancelled pixel consolidate, , ,None
17,False,configurable property image, , ,None
18,False,message height calculation onboardingissue, , ,None
19,False,tweak improve matching reporting blockingsignopost event tweak removeinjection simplifycnames handle surrogatedomain reportingimplementationcleanuptracker resolving blocked mechanismexception xmlhttprequestreload script change protectioncleanupsilence warning, , ,None
20,False,header allow privacy scale leaderboard, , ,None
21,False,release update, , ,None
22,False,version, , ,None
23,False,prerelease change autofillautofilldefault renamestring match renamebutton stack autofillcontroller standalonenotification displayupdatecolorrenameupdatesingleton emailwaitlistagentupdatecheck waitlistdebugstate updatetapping settingfeature removeavoid check redundant notificationbackground updatebuilder interfaceparameter httpbodycheck todosreceive allow notificationemail badgedebugginglocal removecorrect footer protectionupdatedebug option firing waitliststoryboard tweak compress allow smalleropening setting controller update navigationprotectiontimer debug reducedebugrender error failingnoisy shift didsetupdatejoining notification shortlyfooter updateupdatehardcoded remove notificationprimary address disable selectiondebug updatechange accentcolor originaltweak label verticalreject update webviewupdate waitlistnewline forcedtweakspace breakingfresh state remove keychainrevert stagingbackground refreshinvite removedecision policy update webviewwebview disable detector autofilludatelatest updatebackground check scheduled autofillreload tablerescheduleupdateresolve mergebackground manager email updatepointerparameter cohortupdatecommitemail removedetermine label attributed themeemail tweak protection themepixel dismissupdatewaresiak bartek authored, , ,None
24,False,platform disabled referenceadamski lucas authored ladamski, , ,None
25,False,visited prevent crash, , ,None
26,False,edcab mergedevelop merge, , ,None
27,False,mergebranch release merge, , ,None
28,False,version, , ,None
29,False,properly unprotected, , ,None
30,False,adcff mergebranch release merge, , ,None
31,False,mergedevelop merge, , ,None
32,False,version, , ,None
33,False,status reflect better temporary unprotecteddomain account privacy unprotectedoptional chainingerror compilertemporary domain checking protecteddomainsource correct tableconfig domain attached cache storage script update temporary updated reinitialised unprotectedstatus refelct better unprotecteddisclaimer unprotectedstoryboard cleanup changeprivacy update protection translationbased revision update designcleantextr changeoutlettruncatebrindy brind authored chriswaresiak bartek authored, , ,None
34,False,build setting developer external resolutionbuild setting target configuration developer override removemodifying without project needing allows developer externalsigning configuration manual settingbesides automatic signing targetconfiguration updatesymons authoredsymons authored, , ,None
35,False,deletion optimise generation diagnostic cookie debug report, , ,None
36,False,updateaddress comment, , ,None
37,False,blocker privacy reference contentprivacy reference initialupdateprint asserts updatecomment filename updatestatus submoduleadamski lucas authored ladamski, , ,None
38,False,mergebranch release merge, , ,None
39,False,mergedevelop merge, , ,None
40,False,number version, , ,None
41,False,babde mergebranch release merge, , ,None
42,False,fbdcd mergedevelop merge, , ,None
43,False,conditional width, , ,None
44,False,optimise, , ,None
45,False,domain account privacy unprotected, , ,None
46,False,report improvednormalize extensionbrokensiteinfo update normalizationfeedback normalizednormalize otherwise provided string usingexception swiftlint, , ,None
47,False,break theme detect color, , ,None
48,False,blocker improvement contentdraft blocker improvement contentrefactringrefactoringcontent improve removal async restorewarningblocking contentcbrules additional notificationerror pixelinitially changed report truly, , ,None
49,False,version, , ,None
50,False,babde mergedevelop merge, , ,None
51,False,afeda mergebranch release merge, , ,None
52,False,nan, , ,None
53,False,version, , ,None
54,False,improve quality fetched faviconsfetching favicon existing logicwhitespace slightexception swiftlint faviconcache option debug image clearnever really remove needed propertycleanthought closure trailing actuallyensure suitablepreviouscheck remove longerunneeded remove versionfalling favicons fetch, , ,None
55,False,beedcf mergedevelop merge, , ,None
56,False,mergebranch release merge, , ,None
57,False,version latest release update, , ,None
58,False,update autofill, , ,None
59,False,afecf mergebranch release merge, , ,None
60,False,mergedevelop merge, , ,None
61,False,variant allocate revertcommit reverts, , ,None
62,False,version, , ,None
63,False,variant allocate, , ,None
64,False,release update, , ,None
65,False,repeated refreshes webview, , ,None
66,False,mergebranch release merge, , ,None
67,False,beeda mergedevelop merge, , ,None
68,False,update release version, , ,None
69,False,support future autocomplete property result, , ,None
70,False,missing related pixelmissing related pixelmising pixel, , ,None
71,False,variant enable allocation, , ,None
72,False,update browser service, , ,None
73,False,update, , ,None
74,False,script remove element execution, , ,None
75,False,updateupdateimport translation, , ,None
76,False,supply webpage screenshots implement window order scene, , ,None
77,False,memory correct managementobserver strong immediately referencewithin capture observationobject observer remove observation internal, , ,None
78,False,mergedevelop merge, , ,None
79,False,mergebranch hotfix merge, , ,None
80,False,number version, , ,None
81,False,another thread, , ,None
82,False,manager blocker callback content, , ,None
83,False,compilation tweak blocker content threadingmanager blocker callback contentanother thread, , ,None
84,False,minimal interval change refresh, , ,None
85,False,change animation, , ,None
86,False,mergedevelop merge, , ,None
87,False,mergebranch release merge, , ,None
88,False,version, , ,None
89,False,agent change revertapplication longer update revert checkcommit revertsinvert application sending agent revert logiccommit reverts, , ,None
90,False,bdead mergedevelop merge, , ,None
91,False,eaffa mergebranch release merge, , ,None
