message,fuzzy
"['logic', 'issue', 'performance', 'address', 'movement']",{'issue': 100}
"['assumption', 'incorrect']",{'incorrect': 100}
"['issue', 'release']",{'issue': 100}
"['function', 'incorrect']",{'incorrect': 100}
"['decref', 'scriptin', 'reference', 'incorrect', 'logic', 'faultydescriptor', 'pointer', 'handlerarray', 'descriptor', 'pointensure', 'thing']",{'incorrect': 100}
"['pointer', 'region', 'incorrect', 'invalid']",{'incorrect': 100}
"['expose', 'entity', 'setting', 'resource']",{'expose': 100}
"['deadlock', 'potential', 'condition']",{'deadlock': 100}
"['diplomacy', 'query', 'expose', 'state']",{'expose': 100}
"['order', 'issue']",{'issue': 100}
"['expose', 'building', 'couple']",{'expose': 100}
"['expose', 'event']",{'expose': 100}
"['entity', 'issue']",{'issue': 100}
"['minimize', 'maximize', 'window', 'expose']",{'expose': 100}
"['harvester', 'expose', 'couple', 'reading', 'property']",{'expose': 100}
"['progress', 'expose']",{'expose': 100}
"['expose', 'nuklear', 'option', 'progress']",{'expose': 100}
"['expose', 'implemente', 'volume', 'setting', 'music']",{'expose': 100}
"['expose', 'style', 'slider', 'widget']",{'expose': 100}
"['scriptnig', 'command', 'harvesting', 'neededallocation', 'making', 'large', 'acitve', 'stack', 'rigorous']",{'stack': 100}
"['expose', 'styling', 'widget', 'property', 'nuklear']",{'expose': 100}
"['expose', 'couple', 'slight', 'niche', 'widget']",{'expose': 100}
"['vertex', 'buffer', 'increase']",{'buffer': 100}
"['expose', 'cursor']",{'expose': 100}
"['session', 'broadcast', 'stack', 'routine', 'argument', 'manipulation']",{'stack': 100}
"['priority', 'thread', 'queue', 'logic', 'comparision', 'option']",{'thread': 100}
"['property', 'incorrect', 'script']",{'incorrect': 100}
"['thread', 'screen']",{'thread': 100}
"['resource', 'logic', 'incorrect', 'storage']",{'incorrect': 100}
"['collison', 'incorrect', 'frustum', 'collision']",{'incorrect': 100}
"['introduce', 'expose']",{'expose': 100}
"['filename', 'entity', 'length', 'remvoe', 'limitation', 'directory']",{'length': 100}
"['expose', 'toggle', 'styling', 'script', 'button']",{'expose': 100}
"['window', 'attribute', 'expose', 'style', 'script']",{'expose': 100}
"['expose', 'styling']",{'expose': 100}
"['opengl', 'context', 'threadinstead', 'making', 'opengl', 'approach', 'reason', 'approach', 'threadexample', 'linux', 'system', 'nvidia', 'glewinitdraczer', 'issue', 'debug', 'thanks']",{'issue': 100}
"['deadlock', 'condition']",{'deadlock': 100}
"['subsession', 'stack', 'introduce', 'session', 'engine', 'state', 'current', 'subsessionpossible', 'session', 'internal', 'subsessionpossibleallow', 'independent', 'engine', 'easilycontrol', 'scriptmission', 'separate', 'script']",{'stack': 100}
"['expose', 'implementation', 'initial', 'camera']",{'expose': 100}
"['worker', 'protocol', 'thread']",{'thread': 100}
"['terrain', 'expose', 'black', 'vision', 'shader']",{'expose': 100}
"['expose', 'minimap', 'vision', 'shader']",{'expose': 100}
"['visibility', 'buffer', 'ringbuffer']",{'buffer': 100}
"['python', 'frame', 'stats', 'expose']",{'expose': 100}
"['expose', 'couple', 'widget', 'nuklear']",{'expose': 100}
"['alignment', 'buffer', 'allocation', 'routine', 'vertex', 'portable', 'dereferencemodel', 'stalloc', 'buffer', 'vertex', 'nuklear']",{'buffer': 100}
"['delay', 'update', 'event', 'double', 'buffer', 'logic', 'handler']",{'buffer': 100}
"['string', 'expose', 'thread']","{'expose': 100, 'thread': 100}"
"['multithread', 'permafrost', 'enginesimulation', 'renderingrender', 'thread', 'simulation', 'queue', 'commandexecutes', 'previous', 'frame', 'thread', 'state', 'previoussynchronization', 'requiredexcept', 'queue', 'command', 'deferredargument']",{'thread': 100}
"['introduce', 'thread', 'simulation', 'lockstep']",{'thread': 100}
"['buffer', 'compute', 'reading', 'movingopengl', 'anther']",{'buffer': 100}
"['allocator', 'introduce', 'stack']",{'stack': 100}
"['instanceissue', 'picklingmemory', 'string', 'newstyle', 'method', 'class', 'pickle', 'passingfunction', 'dictionaryopcodehandle', 'style', 'referencingstyle', 'issue', 'class', 'couldempty', 'functiondummy', 'field']",{'issue': 100}
"['window', 'expose', 'search', 'directory', 'script', 'module']",{'expose': 100}
"['expose', 'style', 'additional', 'nuklear']",{'expose': 100}
"['check', 'buffer']",{'buffer': 100}
"['attribute', 'customization', 'additional', 'expose']",{'expose': 100}
"['attribute', 'expose']",{'expose': 100}
"['destination', 'expose', 'entity', 'setting']",{'expose': 100}
"['python', 'attribute', 'expose', 'entity']",{'expose': 100}
"['variable', 'stack', 'movement', 'flock']",{'stack': 100}
"['generation', 'sight', 'debug', 'field']",{'generation': 100}
"['field', 'navigation', 'generation']",{'generation': 100}
"['python', 'expose']",{'expose': 100}
"['refactor', 'incorrect', 'entity', 'logic', 'selection']",{'incorrect': 100}
"['expose', 'object', 'delete', 'inspect', 'editor', 'selection']",{'expose': 100}
"['decref', 'value', 'stack']",{'stack': 100}
"['python', 'expose', 'styling', 'button', 'nuklear']",{'expose': 100}
"['foundation', 'expose', 'couple', 'script', 'function', 'editor', 'nuklearpython']",{'expose': 100}
"['incorrect', 'level', 'collision', 'final', 'result']",{'incorrect': 100}
"['event', 'expose', 'specific', 'entitypython', 'object', 'notify', 'entity', 'method']",{'expose': 100}
"['event', 'expose']",{'expose': 100}
"['expose', 'gamestate', 'functionpython']",{'expose': 100}
"['expose', 'gamestate', 'private', 'animentity', 'camerapython']",{'expose': 100}
"['python', 'entity', 'expose']",{'expose': 100}
"['indeces', 'joint', 'weight', 'incorrect', 'script', 'vertex', 'blender']",{'incorrect': 100}
