No,Url,Valid,Message,Issue-url,Tag,Category
0,https://api.github.com/repos/vsch/flexmark-java/commits/8a881b73109a287b5f202e2e1fc9f9c497d5eecf,False, support non standard list indent 447 needed list content indent, , ,None
1,https://api.github.com/repos/vsch/flexmark-java/commits/c0313d67e0146292a10d04eb8944faff991579e9,False, update version note, , ,None
2,https://api.github.com/repos/vsch/flexmark-java/commits/44eb4e7d7ed95f4461e3ca946229c77a8e64b213,False, remove unused static, , ,None
3,https://api.github.com/repos/vsch/flexmark-java/commits/2370f22bcde5f98ead416c745a824849830a1ad0,False, cleanup useless comment, , ,None
4,https://api.github.com/repos/vsch/flexmark-java/commits/7c93d8d4174d3763b0fb3108ab018c102673f08b,False, add cache dynamic parsing pattern based dependent option, , ,None
5,https://api.github.com/repos/vsch/flexmark-java/commits/46475e44c419317ecda594440396e0e0db0e03f6,False, group dynamic pattern, , ,None
6,https://api.github.com/repos/vsch/flexmark-java/commits/16baf0065d54356897ec55a3d90c122dd55f9cae,False, group pattern init bottom, , ,None
7,https://api.github.com/repos/vsch/flexmark-java/commits/cbc95c271821db9e0c850bda74d03108a6b18792,False, update nav ide setting, , ,None
8,https://api.github.com/repos/vsch/flexmark-java/commits/bd6760de35e08222f8d07cd0f2d7f2f3787c386c,False, fix parsing optimization using static pattern, , ,None
9,https://api.github.com/repos/vsch/flexmark-java/commits/4bc9c0484508d1999ed1a524790143a15daae061,False, bump version, , ,None
10,https://api.github.com/repos/vsch/flexmark-java/commits/60e1bbe682daaf1e72a1873387a5ad0bf57e4c92,False, merge remote tracking branch origin master, , ,None
11,https://api.github.com/repos/vsch/flexmark-java/commits/3697bb20d5bb21949404edbb1d8c1000a7ec64d8,False, statically initialize many parsing pattern possible 413 statically initialize many parsing pattern possible since class get initialized every time document parsed seems like nearly free perf improvement one document per process many remainder appear two variant based perhaps would worth duplicating explicitly also statically initializing extra front cost concern two variant even one commit could moved lazy static initializer would pay single pattern set use undo accidental reorganization, , ,None
12,https://api.github.com/repos/vsch/flexmark-java/commits/a129a855cdee128dd79ba192b409ca8120318c0b,False, fix attribute immutable prevent accidental change shared, , ,None
13,https://api.github.com/repos/vsch/flexmark-java/commits/c96ee589dfac92f23a784ba6c156e547360eed22,False, bump version 0.62.0, , ,None
14,https://api.github.com/repos/vsch/flexmark-java/commits/cc382fc1d0c9171e50374bac99c6d68ead194878,False, fix html converter convert empty tag empty text link, , ,None
15,https://api.github.com/repos/vsch/flexmark-java/commits/f6909047124dd3d14a26152813bf34e91b9d00a0,False, fix html converter handle tag content, , ,None
16,https://api.github.com/repos/vsch/flexmark-java/commits/046886632285f6c03ff33219fcb9a5765fde6e53,False, bump version, , ,None
17,https://api.github.com/repos/vsch/flexmark-java/commits/5c431f525e649479540d8680c24f7400bc18d10a,False, add docx page size landscape flag, , ,None
18,https://api.github.com/repos/vsch/flexmark-java/commits/9b83b2e4122bf1e91fadcff825cd399f6e7549cd,False, bump version, , ,None
19,https://api.github.com/repos/vsch/flexmark-java/commits/794910c81f4a249f52685e74e20434ed2e4bbb35,False, update ide setting, , ,None
20,https://api.github.com/repos/vsch/flexmark-java/commits/b37ceb317d9d92e13ae5c2cca9fe4bd4d73a9821,False, update ide setting, , ,None
21,https://api.github.com/repos/vsch/flexmark-java/commits/379bec7896dce84830ba424f41751b96c3f57056,False, fix erroneous optimized toc level, , ,None
22,https://api.github.com/repos/vsch/flexmark-java/commits/64c6eed4e7ed28d72fc5c96ccd113147286c7bb6,False, bump version, , ,None
23,https://api.github.com/repos/vsch/flexmark-java/commits/424d3bc20ef019185efe9f94465c41b275ba34bc,False, fix fixed indent list item looking indented code, , ,None
24,https://api.github.com/repos/vsch/flexmark-java/commits/d40714e5d2d1b0c090e6e6695b91891c9b59a448,False, fix missing version note 0.61.28, , ,None
25,https://api.github.com/repos/vsch/flexmark-java/commits/47528c0e7cb254c9e56176668efbdf3a0d2092cd,False, bump version, , ,None
26,https://api.github.com/repos/vsch/flexmark-java/commits/01b8860b801207265f3295eaf9116f853c925886,False, update nav profile setting, , ,None
27,https://api.github.com/repos/vsch/flexmark-java/commits/a3778aab085479db37106606d9c10ff689f9793e,False, fix toc level parsing per documentation, , ,None
28,https://api.github.com/repos/vsch/flexmark-java/commits/e19204aa750e808f1d36c41f2174654dc3c9d02f,False, bump version, , ,None
29,https://api.github.com/repos/vsch/flexmark-java/commits/4aedaa95453aeffd9fd8c5b606ea6dd02624f174,False, prep release, , ,None
30,https://api.github.com/repos/vsch/flexmark-java/commits/ccdb4d785334d8568d76d6afa3690584436257a0,False, update sample, , ,None
31,https://api.github.com/repos/vsch/flexmark-java/commits/eee271da761824fc8ba0261a509df18335136fee,False, unify link ref derived link rendering element link text, , ,None
32,https://api.github.com/repos/vsch/flexmark-java/commits/cb2440357e1f6d7f89395eb7eeee8718ecbeda4a,False, fix tracked offset preserve space last non blank position, , ,None
33,https://api.github.com/repos/vsch/flexmark-java/commits/9032116503b86a53711b847ccdb82dd3e2d5f72c,False, bump version, , ,None
34,https://api.github.com/repos/vsch/flexmark-java/commits/5d0bb933182a90f29f31147aa9e5a10745805ef7,False, fix link text link ref priority match commonmark ref impl, , ,None
35,https://api.github.com/repos/vsch/flexmark-java/commits/daad0747cf26b6bf0baa819a416cfd349b85e833,False, bump version, , ,None
36,https://api.github.com/repos/vsch/flexmark-java/commits/1f2618ea6c3460afb7cf6d7bc97b3dc638248bc8,True, fix 407,https://api.github.com/repos/vsch/flexmark-java/issues/407,:beetle: bug,None
37,https://api.github.com/repos/vsch/flexmark-java/commits/b474894c84e29562e25e20705e7dc895e6319177,False, add null option, , ,None
38,https://api.github.com/repos/vsch/flexmark-java/commits/e0354e22a334d347e92f603887a25c4b96d01fd1,False, bump version, , ,None
39,https://api.github.com/repos/vsch/flexmark-java/commits/35bf248d272f1b716cd93fb156796f534d18be86,False, add break information, , ,None
40,https://api.github.com/repos/vsch/flexmark-java/commits/597daba1bd51894bc20c3e70052c378d415f4a41,False, fix inline jekyll include tag handling, , ,None
41,https://api.github.com/repos/vsch/flexmark-java/commits/481e5b83d83d427b3340d29d46f759032055f892,False, bump version, , ,None
42,https://api.github.com/repos/vsch/flexmark-java/commits/3e3edc1ad448bab52f5c74d53da835b4dba5344c,False, update version, , ,None
43,https://api.github.com/repos/vsch/flexmark-java/commits/63966eb93538f2695d7d369e52062ede48d08997,False, fix use byte input stream, , ,None
44,https://api.github.com/repos/vsch/flexmark-java/commits/6f1946d92a6ca39daf5fddd47da60c56fa6c4474,False, add uri content resolver api docx converter jekyll tag extension, , ,None
45,https://api.github.com/repos/vsch/flexmark-java/commits/648933cab01c73ca8c89af8ad1110f5cc5c424a1,False, update sample, , ,None
46,https://api.github.com/repos/vsch/flexmark-java/commits/627a24efb71ac6a1e52232b42f5d6c3f9f345249,False, update sample, , ,None
47,https://api.github.com/repos/vsch/flexmark-java/commits/56da52e772774058d4e0aa3afedddf34e1b6d6ff,False, update sample, , ,None
48,https://api.github.com/repos/vsch/flexmark-java/commits/e9b15604a2cf563468126c19a9b78a696ad681a1,False, update sample, , ,None
49,https://api.github.com/repos/vsch/flexmark-java/commits/19592e81b557a996f1a108efe1ffba171740aae0,False, update sample, , ,None
50,https://api.github.com/repos/vsch/flexmark-java/commits/8dd033007c6a3553b4e625f59a365a4e35b51fb9,False, update sample, , ,None
51,https://api.github.com/repos/vsch/flexmark-java/commits/de911ee194a4330ae8ecadae0551a5f4c43cc53d,False, improve assert message mismatched tracked offset, , ,None
52,https://api.github.com/repos/vsch/flexmark-java/commits/0fc445667ea47fcc0b8109d12bb8fe61ed82baa6,False, clean tocoptions, , ,None
53,https://api.github.com/repos/vsch/flexmark-java/commits/2765444e3e241274990a80ab3f891cf2cd47b8cc,False, bump version, , ,None
54,https://api.github.com/repos/vsch/flexmark-java/commits/bdf33bb8570e08b9a014184ebdfc00058dfe093c,False, revert nav setting, , ,None
55,https://api.github.com/repos/vsch/flexmark-java/commits/a7350f2d7482de4323683bfdee42f03f2809ab76,False, update docx option, , ,None
56,https://api.github.com/repos/vsch/flexmark-java/commits/0d68355b0abcbb5d8c6e95d107b4ddaa5ea28e30,False, bump version, , ,None
57,https://api.github.com/repos/vsch/flexmark-java/commits/d2d4712ad6f726cec996099a138edf54d386ac15,False, add docx custom property, , ,None
58,https://api.github.com/repos/vsch/flexmark-java/commits/1e7709c06f729f269c2aedac74f9381b53c6aaf6,False, fix range limit exclusion processed range, , ,None
59,https://api.github.com/repos/vsch/flexmark-java/commits/26cd69fe5aec25b553df8b786243e6cf997f9ccc,False, add range limit matcher region, , ,None
60,https://api.github.com/repos/vsch/flexmark-java/commits/9d23a0c7a2fde52e48b8abfb94a49e4231516057,False, bump version, , ,None
