No,Url,Valid,Message,Issue-url,Tag,Category
0,https://api.github.com/repos/Shopify/shopify_app/commits/c59b2e77f7280a8af2a449a18231e82ea18471cc,True, merge pull request 1299 shopify translation platform remove deprecated language remove deprecated language,https://api.github.com/repos/Shopify/shopify_app/issues/1299, ,None
1,https://api.github.com/repos/Shopify/shopify_app/commits/5e0d37870e1ea48ad5bf503ef1abaffa0b70623f,False, delete config locale ms.yml, , ,None
2,https://api.github.com/repos/Shopify/shopify_app/commits/bcf812c66472bacf27e0961702e1ea09417c7414,False, delete config locale hi.yml, , ,None
3,https://api.github.com/repos/Shopify/shopify_app/commits/53eaed736eb867837ac9fc0613245600e7206303,False, update translation.yml, , ,None
4,https://api.github.com/repos/Shopify/shopify_app/commits/335084272d6562328fee1428c6831a404e004f7b,False, bump addressable 2.7.0 2.8.0 1293 bump addressable http github.com sporkmonger addressable 2.7.0 2.8.0 release note http github.com sporkmonger addressable release changelog http github.com sporkmonger addressable blob main changelog.md commits http github.com sporkmonger addressable compare addressable 2.7.0 ... addressable 2.8.0  updated dependency dependency name addressable dependency type indirect ... signed dependabot bot support github.com authored dependabot bot 49699333 dependabot bot, , ,None
5,https://api.github.com/repos/Shopify/shopify_app/commits/16b78b65f421ee4034b6b940b1f0b69974d00a61,True, merge pull request 1284 shopify release packaging release 18.0.2,https://api.github.com/repos/Shopify/shopify_app/issues/1284, ,None
6,https://api.github.com/repos/Shopify/shopify_app/commits/b60600269ab39dfef09ce08d20091aacbff36680,False, packaging release 18.0.2, , ,None
7,https://api.github.com/repos/Shopify/shopify_app/commits/580721bb8099f3e74952078d84d6fcd028ab35d5,False, packaging release 18.0.2, , ,None
8,https://api.github.com/repos/Shopify/shopify_app/commits/d2bd5602f3d766dffbc6462372073752c5b2659c,True, merge pull request 1274 shopify add job link readme added job link readme,https://api.github.com/repos/Shopify/shopify_app/issues/1274, ,None
9,https://api.github.com/repos/Shopify/shopify_app/commits/61fc86856cf32b1fa320d4530fd0b5a9dbcc15fd,False, fixed smart recruiter link, , ,None
10,https://api.github.com/repos/Shopify/shopify_app/commits/bbed76f40130b9a301b48348d3a3f152cb6da149,False, added job link readme, , ,None
11,https://api.github.com/repos/Shopify/shopify_app/commits/83865800a274db78950b2235991cc79193231f22,True, merge pull request 1273 shopify nabeelahsen remove rail disclaimer cleanup update readme.md,https://api.github.com/repos/Shopify/shopify_app/issues/1273, ,None
12,https://api.github.com/repos/Shopify/shopify_app/commits/d07edc68f4a0d2c261ca29f9a6cf88533d63d983,False, update readme.md remove incorrect disclaimer say rail 6.1 supported, , ,None
13,https://api.github.com/repos/Shopify/shopify_app/commits/89b198a8a47f6daad52f9e5b5cc76061d8d13468,True, merge pull request 1268 shopify release packaging release 18.0.1,https://api.github.com/repos/Shopify/shopify_app/issues/1268, ,None
14,https://api.github.com/repos/Shopify/shopify_app/commits/bc075f2eb1bacfba11346394c56e8bb83890a050,False, reverted graphql version back 1.12.8, , ,None
15,https://api.github.com/repos/Shopify/shopify_app/commits/cd827904aee59230279ea08d55a997f01804b58e,False, added link info 401 race condition, , ,None
16,https://api.github.com/repos/Shopify/shopify_app/commits/88bbcfbcf7efe1d729ebf56aabd2d9c3e23b74b4,False, added note 401s oauth, , ,None
17,https://api.github.com/repos/Shopify/shopify_app/commits/d9dda130ab5cff2282e6a63fb2406d3b14e341be,False, packaging release 18.0.1, , ,None
18,https://api.github.com/repos/Shopify/shopify_app/commits/17c1640dc285588e70c12dae9de01297a4b9b6d0,True, merge pull request 1265 shopify inline post redirect move post redirect back separate file,https://api.github.com/repos/Shopify/shopify_app/issues/1265, ,None
19,https://api.github.com/repos/Shopify/shopify_app/commits/1d38715c5e186fa5be883f7fc5b0a0e2d00b6e8c,False, merge branch master inline post redirect, , ,None
20,https://api.github.com/repos/Shopify/shopify_app/commits/cc5b3a46a286bc7b5268f0f97c2bc0b6cf6903b4,True, merge pull request 1267 shopify update service yml updated service yml point new slack channel,https://api.github.com/repos/Shopify/shopify_app/issues/1267, ,None
21,https://api.github.com/repos/Shopify/shopify_app/commits/e48df960019d635d7848682c164d45fb8ca8b375,False, updated service yml point new slack channel, , ,None
22,https://api.github.com/repos/Shopify/shopify_app/commits/40dcda786771cf61195206388f2b7ecfd18939eb,False, update changelog.md authored andy waite andyw8, , ,None
23,https://api.github.com/repos/Shopify/shopify_app/commits/6244de041aa7e11aa53df64f5c47c377e49653c0,False, update changelog, , ,None
24,https://api.github.com/repos/Shopify/shopify_app/commits/2d1a36bf0c71dd54790dbdd14c4dae7e3406c447,False, move post redirect back separate file inline cause issue apps content security policy set, , ,General
25,https://api.github.com/repos/Shopify/shopify_app/commits/f1009c3940e381c71424cd373e16fee407be37d3,True, merge pull request 1261 shopify release packaging release 18.0.0,https://api.github.com/repos/Shopify/shopify_app/issues/1261, ,None
26,https://api.github.com/repos/Shopify/shopify_app/commits/2098ea591b288815b8b03544a7d3a311b8b69ecf,False, packaging release 18.0.0, , ,None
27,https://api.github.com/repos/Shopify/shopify_app/commits/e4b2d7fc10685581b50c1353dd28f58b0507cebe,True, merge pull request 1258 shopify auto post omniauth upgrade omniauth 2.0,https://api.github.com/repos/Shopify/shopify_app/issues/1258, ,None
28,https://api.github.com/repos/Shopify/shopify_app/commits/dc47caa704c50b951939d0b1f20fb99ea20f21d7,False, inline post redirect avoid possible scenario cooky get reset serving source map, , ,None
29,https://api.github.com/repos/Shopify/shopify_app/commits/db603dc1ebab04834cdb3bdbad8cefa5a187c24e,False, redirect auth shopify via form post allows provider omniauth guard cve 2015 9284 blocking get, , ,None
30,https://api.github.com/repos/Shopify/shopify_app/commits/0a621de0a0f9232190b8189ca2a15596e9fd7e69,False, update allow use omniauth v2.0, , ,None
31,https://api.github.com/repos/Shopify/shopify_app/commits/bd272e5078a23f2817a3426249f842a03ad319ac,False, update service.yml, , ,None
32,https://api.github.com/repos/Shopify/shopify_app/commits/14ee92d3f5c794154543bd8d0f96ffc88de3e39f,True, merge pull request 1259 shopify pas host param return address bugfix pas host param return address regardless apps auth config,https://api.github.com/repos/Shopify/shopify_app/issues/1259, ,None
33,https://api.github.com/repos/Shopify/shopify_app/commits/65cd002a6b11ac7f4b7269a34cabdfe14950e527,False, pas host param return address regardless apps auth config, , ,None
