No,Url,Valid,Message,Issue-url,Tag,Category
0,https://api.github.com/repos/hanwen/go-fuse/commits/458f01e00f0f0c1ba771b66cc56d8cbb84b7fe51,False, fix inode.isdir logic file type bitmap looking s_ifblk 0x6000 s_ifchr 0x2000 s_ifdir 0x4000 s_ififo 0x1000 s_iflnk 0xa000 s_ifreg 0x8000 s_ifsock 0xc000 confirmed added test used classify block device socket directory fail testinodeisdir 0.00s inode_test.go wrong result case struct mode uint32 dir bool mode 0x6000 dir false inode_test.go wrong result case struct mode uint32 dir bool mode 0xc000 dir false check fixed test pass change, , ,None
1,https://api.github.com/repos/hanwen/go-fuse/commits/bba1094ca70ca1a607dadce435c2a2f07749c386,True, fuse fix deadlock  gomaxprocs test count run fuse test deadlocked reliably apparently chdir cmd.start without chdir using absolte path avoids issue fix http github.com hanwen fuse issue 261 change,https://api.github.com/repos/hanwen/go-fuse/issues/261, ,Risky_resource_management
2,https://api.github.com/repos/hanwen/go-fuse/commits/24a1dfe6b4f8d478275d5cf671d982c4ddd8c904,True, recreate kernelnodeids stableattrs map shrink map free memory element get deleted http github.com golang issue 20135 workaround recreate two big map kernelnodeids stableattrs shrunk dramatically 100 smaller benchmarkung loopback version go1.16.2 linux amd64 show change step vmrss kib  fresh mount 4000 500k file 271100 drop_cache 336448 wait minute 101588  step vmrss kib  fresh mount 4012 500k file 271100 drop_cache 31528 result gocryptfs similar survived xfstests via gocryptfs fix http github.com rfjakob gocryptfs issue 569 change,https://api.github.com/repos/hanwen/go-fuse/issues/569, ,None
3,https://api.github.com/repos/hanwen/go-fuse/commits/f4f2789c5477d7b64e60b32e71383daec4fd9892,False, fix outdated comment removeref inomap nodeidmap renamed long time ago comment missed update new name change, , ,None
4,https://api.github.com/repos/hanwen/go-fuse/commits/eefea5e0a5492b499d6bc51546a4b6357065d985,False, fuse suppress enoent warning interrupt response writing interrupt response return enoent mean referred request longer known kernel normal referred request already completed thus suppress scary warning unless debugging enabled fix 375 change, , ,None
5,https://api.github.com/repos/hanwen/go-fuse/commits/e1b8a30fff2958cf8b59a282a3e7cea5d8ae9a76,True, loopback enable logger test enabling logger show helpful warning warning inode.path orphaned replacing segment .go deleted problem reported http github.com hanwen fuse issue 398 generally make sense complete log test enable logger change,https://api.github.com/repos/hanwen/go-fuse/issues/398, ,None
6,https://api.github.com/repos/hanwen/go-fuse/commits/62c5aa1919a718ae4db57a7b145be533ccc14748,False, fuse add enableacl flag mountoptions enables kernel acl enforcement change, , ,None
7,https://api.github.com/repos/hanwen/go-fuse/commits/526035bbd02b2c4c70b3bc855418f4e85518d0c6,False, fuse fix wrong cap_posix_acl value  cap_posix_acl acls actually work change, , ,None
8,https://api.github.com/repos/hanwen/go-fuse/commits/a90e1f463c3f172a7690a6449fe5955a180dfec3,False, track recent parent introduce new struct inodeparents wrap map one special slot recent parent unit test included map lazily initialized save memory common single parent case file hard link compared benchmarking gocryptfs show discernible change performance fsstress testing gocryptfs show issue previous commit pass change, , ,None
9,https://api.github.com/repos/hanwen/go-fuse/commits/c3186132bf8b7a04b5e5bc27489d88181f92e4e0,False," test add fails moment test show problem selecting random path node one failure look like 50.796468 136 lookup link0 50.796489 136 m0100600 1026 1026 4096 269663 50.796535 138 open o_rdonly,0x8000 50.796557 138 file directory lookup succeeds file link0 open fails fuse chooses another stale path try make behavoir robust change behind back patch add test show problem change", , ,None
