id,languages,classifier,clfType,fileType
20619036,"['shell', 'python', 'php', 'css']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
16607898,"['go', 'html', 'css', 'shell']",HD*,HD,['*']
25880891,"['javascript', 'shell', 'c', 'css', 'html', 'ruby', 'c++', 'python']",JavaScript*_HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '*']"
7607075,"['python', 'html', 'css', 'shell']",HD*,HD,['*']
11276147,"['c++', 'c']",HD*,HD,['*']
597879,"['javascript', 'html']",JavaScript*,ID,"['.ts', '.js', '.html']"
23069399,"['css', 'javascript', 'html', 'ruby', 'shell']",HD*,HD,['*']
29261473,"['go', 'javascript', 'shell', 'css', 'java', 'php', 'ruby', 'html']",JavaScript*_Ruby-Go_Shell*,ID_FFI,"['.go', '.sh', '.bsh', '.zsh', '.ts', '.js', '.html']"
958314,"['javascript', 'html', 'shell']",JavaScript*_Shell*,ID,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html']"
18840003,"['javascript', 'css']",HD*,HD,['*']
18275356,"['objective-c', 'c++', 'ruby', 'c']",C++-Ruby_HD*,HD_FFI,"['.mm', '*']"
23405758,"['c++', 'c']",HD*,HD,['*']
3606624,"['shell', 'ruby', 'objective-c']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
6988020,"['javascript', 'html', 'typescript', 'css', 'shell']",HD*_JavaScript*,HD_ID,"['.ts', '.js', '.html', '*']"
1580851,"['javascript', 'html', 'css']",HD*,HD,['*']
18347476,"['html', 'shell', 'java']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
2056312,"['typescript', 'html', 'javascript', 'css']",HD*,HD,['*']
1254497,"['javascript', 'html', 'css', 'shell']",HD*_JavaScript*,HD_ID,"['.ts', '.js', '.html', '*']"
2810455,"['c', 'shell', 'python']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
481872,"['ruby', 'html', 'shell', 'css', 'javascript']",HD*_Ruby*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '.rb', '*']"
7212645,"['python', 'shell', 'ruby']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
15308499,"['javascript', 'html', 'css']",HD*_JavaScript*,HD_ID,"['.ts', '.js', '.html', '*']"
20965586,"['objective-c', 'ruby']",HD*,HD,['*']
9754983,"['java', 'javascript', 'html', 'css', 'typescript', 'shell', 'python', 'ruby', 'c++']",Java-Python_Java-C_Java*_JavaScript*,ID_FFI,"['.java', '.c', '.py', '.java', '.java', '.ts', '.js', '.html']"
20429943,"['css', 'html']",HD*,HD,['*']
27574418,"['css', 'shell', 'python', 'html']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
3431083,"['objective-c', 'ruby', 'shell', 'c']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
6766558,"['java', 'css']",Java*,ID,['.java']
734934,"['javascript', 'html', 'css']",HD*_JavaScript*,HD_ID,"['.ts', '.js', '.html', '*']"
28814210,"['css', 'python', 'javascript', 'c++', 'html', 'c', 'shell']",HD*,HD,['*']
29461626,"['ruby', 'objective-c']",HD*,HD,['*']
20870711,"['python', 'shell']",Python*_Shell*,ID,"['.sh', '.bsh', '.zsh', '.py']"
5293802,"['c', 'c++', 'css', 'objective-c', 'shell']",Java-C_HD*,HD_FFI,"['.java', '.c', '*']"
17183871,"['c', 'shell', 'python']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
6786166,"['c', 'shell', 'c++', 'css', 'html']",Java-C_HD*_Shell*,HD_FFI_ID,"['.java', '.c', '.sh', '.bsh', '.zsh', '*']"
4165675,"['python', 'javascript', 'css', 'shell']",Python*_HD*,HD_ID,"['.py', '*']"
9342529,"['java', 'python', 'shell']",Java-C_Python*_Java*_Shell*,FFI_ID,"['.java', '.c', '.java', '.sh', '.bsh', '.zsh', '.py']"
15383182,"['objective-c', 'python', 'c', 'ruby', 'shell']",HD*,HD,['*']
8096326,"['c++', 'c', 'javascript', 'python', 'html', 'css', 'objective-c']",Java-C_HD*,HD_FFI,"['.java', '.c', '*']"
11966941,"['javascript', 'html']",HD*,HD,['*']
3618133,"['html', 'javascript', 'python', 'css', 'shell', 'ruby']",Python*_JavaScript*_C-Python,FFI_ID,"['.c', '.py', '.ts', '.js', '.html', '.py']"
861781,"['ruby', 'javascript', 'html', 'css']",Ruby*_JavaScript*_HD*,HD_ID,"['.ts', '.js', '.html', '.rb', '*']"
1051476,"['java', 'javascript', 'html', 'shell']",Java-C_HD*_Java*,HD_FFI_ID,"['.java', '.c', '.java', '*']"
5244445,"['java', 'python', 'html', 'shell']",HD*_Java*,HD_ID,"['.java', '*']"
5425992,"['go', 'shell']",Shell*,ID,"['.sh', '.bsh', '.zsh']"
16149854,"['typescript', 'javascript', 'html', 'css', 'shell']",JavaScript*_HD*,HD_ID,"['.ts', '.js', '.html', '*']"
5180577,"['c', 'c++', 'objective-c', 'html', 'python', 'javascript', 'shell', 'css']",HD*,HD,['*']
15771504,"['java', 'shell', 'python']",Python*_Java*,ID,"['.py', '.java']"
5490568,"['java', 'c', 'css', 'shell', 'javascript', 'html']",HD*_Java*,HD_ID,"['.java', '*']"
4512368,"['javascript', 'python', 'c', 'html', 'css', 'shell', 'java']",Python*_JavaScript*_C-Python,FFI_ID,"['.c', '.py', '.py', '.ts', '.js', '.html']"
3072629,"['python', 'javascript']",HD*,HD,['*']
23096336,"['javascript', 'html']",JavaScript*,ID,"['.ts', '.js', '.html']"
2158982,"['java', 'css', 'shell', 'ruby']",Java-C_HD*_Shell*,HD_FFI_ID,"['.java', '.c', '.sh', '.bsh', '.zsh', '*']"
16211818,"['c++', 'python', 'c', 'shell']",Python*_HD*,HD_ID,"['.py', '*']"
26750407,"['javascript', 'css']",HD*,HD,['*']
10132053,"['objective-c', 'shell', 'ruby', 'python']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
19347340,"['c++', 'objective-c', 'c', 'shell', 'python', 'php']",HD*_C++-Ruby,HD_FFI,"['.mm', '*']"
5595950,"['c++', 'python', 'php', 'shell']",Python*_HD*,HD_ID,"['.py', '*']"
10298815,"['css', 'javascript', 'html']",JavaScript*_HD*,HD_ID,"['.ts', '.js', '.html', '*']"
3224614,"['javascript', 'html']",JavaScript*,ID,"['.ts', '.js', '.html']"
9801644,"['python', 'shell']",Python*_Shell*,ID,"['.py', '.sh', '.bsh', '.zsh']"
453037,"['javascript', 'html', 'shell', 'css']",JavaScript*_HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html', '*']"
1418941,"['c', 'python', 'c++']",HD*_C-Python,HD_FFI,"['.c', '.py', '*']"
2105143,"['c++', 'c', 'objective-c', 'shell']",HD*,HD,['*']
1122534,"['ruby', 'html', 'javascript', 'css']",Ruby*_JavaScript*_HD*,HD_ID,"['.rb', '.ts', '.js', '.html', '*']"
14238949,"['ruby', 'html', 'css', 'shell']",Ruby*_HD*,HD_ID,"['.rb', '*']"
14265145,"['python', 'html', 'javascript', 'css', 'shell']",Python*_JavaScript*_HD*,HD_ID,"['.py', '.ts', '.js', '.html', '*']"
12871240,"['html', 'shell', 'python', 'css']",HD*_Shell*,HD_ID,"['.sh', '.bsh', '.zsh', '*']"
5977187,"['javascript', 'html', 'shell']",JavaScript*_Shell*,ID,"['.sh', '.bsh', '.zsh', '.ts', '.js', '.html']"
